"","Gene","Pathway"
"146","bxy:BXY_01940  (GenBank) UDP-galactose 4-epimerase","Metabolic pathways"
"147","bxy:BXY_01940  (GenBank) UDP-galactose 4-epimerase","Biosynthesis of nucleotide sugars"
"148","bxy:BXY_01950  (GenBank) 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","Terpenoid backbone biosynthesis"
"149","bxy:BXY_01950  (GenBank) 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","Metabolic pathways"
"150","bxy:BXY_01950  (GenBank) 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","Biosynthesis of secondary metabolites"
"151","bxy:BXY_01960  (GenBank) primary replicative DNA helicase","DNA replication"
"152","bxy:BXY_01970  (GenBank) phenylalanyl-tRNA synthetase beta subunit","Aminoacyl-tRNA biosynthesis"
"153","bxy:BXY_02010  (GenBank) exodeoxyribonuclease III","Base excision repair"
"154","bxy:BXY_02130  (GenBank) pyruvate phosphate dikinase","Glycolysis / Gluconeogenesis"
"155","bxy:BXY_02130  (GenBank) pyruvate phosphate dikinase","Pyruvate metabolism"
"156","bxy:BXY_02130  (GenBank) pyruvate phosphate dikinase","Metabolic pathways"
"157","bxy:BXY_02130  (GenBank) pyruvate phosphate dikinase","Biosynthesis of secondary metabolites"
"158","bxy:BXY_02130  (GenBank) pyruvate phosphate dikinase","Microbial metabolism in diverse environments"
"159","bxy:BXY_02130  (GenBank) pyruvate phosphate dikinase","Carbon metabolism"
"160","bxy:BXY_02170  (GenBank) Thiamine monophosphate synthase","Thiamine metabolism"
"161","bxy:BXY_02170  (GenBank) Thiamine monophosphate synthase","Metabolic pathways"
"162","bxy:BXY_02170  (GenBank) Thiamine monophosphate synthase","Biosynthesis of cofactors"
"163","bxy:BXY_02190  (GenBank) tyrosine lyase ThiH","Thiamine metabolism"
"164","bxy:BXY_02190  (GenBank) tyrosine lyase ThiH","Metabolic pathways"
"165","bxy:BXY_02190  (GenBank) tyrosine lyase ThiH","Biosynthesis of cofactors"
"166","bxy:BXY_02200  (GenBank) hydroxymethylpyrimidine synthase","Thiamine metabolism"
"167","bxy:BXY_02200  (GenBank) hydroxymethylpyrimidine synthase","Metabolic pathways"
"168","bxy:BXY_02200  (GenBank) hydroxymethylpyrimidine synthase","Biosynthesis of cofactors"
"169","bxy:BXY_02210  (GenBank) thiazole-phosphate synthase","Thiamine metabolism"
"170","bxy:BXY_02210  (GenBank) thiazole-phosphate synthase","Metabolic pathways"
"171","bxy:BXY_02210  (GenBank) thiazole-phosphate synthase","Biosynthesis of cofactors"
"172","bxy:BXY_02220  (GenBank) thiamine-phosphate diphosphorylase","Thiamine metabolism"
"173","bxy:BXY_02220  (GenBank) thiamine-phosphate diphosphorylase","Metabolic pathways"
"174","bxy:BXY_02220  (GenBank) thiamine-phosphate diphosphorylase","Biosynthesis of cofactors"
"175","bxy:BXY_02230  (GenBank) sulfur carrier protein ThiS","Sulfur relay system"
"176","bxy:BXY_02300  (GenBank) carboxynorspermidine decarboxylase","Arginine and proline metabolism"
"177","bxy:BXY_02300  (GenBank) carboxynorspermidine decarboxylase","Metabolic pathways"
"178","bxy:BXY_T_48830  (GenBank) BXY_T_48830","Aminoacyl-tRNA biosynthesis"
"179","bxy:BXY_T_48840  (GenBank) BXY_T_48840","Aminoacyl-tRNA biosynthesis"
"180","bxy:BXY_T_48850  (GenBank) BXY_T_48850","Aminoacyl-tRNA biosynthesis"
"181","bxy:BXY_T_48860  (GenBank) BXY_T_48860","Aminoacyl-tRNA biosynthesis"
"182","bxy:BXY_T_48870  (GenBank) BXY_T_48870","Aminoacyl-tRNA biosynthesis"
"183","bxy:BXY_T_48880  (GenBank) BXY_T_48880","Aminoacyl-tRNA biosynthesis"
"184","bxy:BXY_02310  (GenBank) N-acetylglucosamine 6-phosphate deacetylase","Amino sugar and nucleotide sugar metabolism"
"185","bxy:BXY_02310  (GenBank) N-acetylglucosamine 6-phosphate deacetylase","Metabolic pathways"
"186","bxy:BXY_02320  (GenBank) N-acetylglucosamine 6-phosphate deacetylase","Amino sugar and nucleotide sugar metabolism"
"187","bxy:BXY_02320  (GenBank) N-acetylglucosamine 6-phosphate deacetylase","Metabolic pathways"
"188","bxy:BXY_02380  (GenBank) Signal transduction histidine kinase","Two-component system"
"189","bxy:BXY_02400  (GenBank) Long-chain acyl-CoA synthetases (AMP-forming)","Fatty acid biosynthesis"
"190","bxy:BXY_02400  (GenBank) Long-chain acyl-CoA synthetases (AMP-forming)","Metabolic pathways"
"191","bxy:BXY_02400  (GenBank) Long-chain acyl-CoA synthetases (AMP-forming)","Fatty acid metabolism"
"192","bxy:BXY_02400  (GenBank) Long-chain acyl-CoA synthetases (AMP-forming)","Quorum sensing"
"193","bxy:BXY_02430  (GenBank) hydroxylamine reductase","Nitrogen metabolism"
"194","bxy:BXY_02430  (GenBank) hydroxylamine reductase","Metabolic pathways"
"195","bxy:BXY_02460  (GenBank) Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains","Two-component system"
"196","bxy:BXY_02520  (GenBank) haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED","Starch and sucrose metabolism"
"197","bxy:BXY_02530  (GenBank) ketopantoate hydroxymethyltransferase","Pantothenate and CoA biosynthesis"
"198","bxy:BXY_02530  (GenBank) ketopantoate hydroxymethyltransferase","Metabolic pathways"
"199","bxy:BXY_02530  (GenBank) ketopantoate hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"200","bxy:BXY_02530  (GenBank) ketopantoate hydroxymethyltransferase","Biosynthesis of cofactors"
"201","bxy:BXY_02550  (GenBank) (p)ppGpp synthetase, RelA/SpoT family","Purine metabolism"
"202","bxy:BXY_02550  (GenBank) (p)ppGpp synthetase, RelA/SpoT family","Metabolic pathways"
"203","bxy:BXY_02630  (GenBank) formate-dependent phosphoribosylglycinamide formyltransferase","Purine metabolism"
"204","bxy:BXY_02630  (GenBank) formate-dependent phosphoribosylglycinamide formyltransferase","Metabolic pathways"
"205","bxy:BXY_02630  (GenBank) formate-dependent phosphoribosylglycinamide formyltransferase","Biosynthesis of secondary metabolites"
"206","bxy:BXY_02650  (GenBank) ATP synthase, F1 beta subunit","Oxidative phosphorylation"
"207","bxy:BXY_02650  (GenBank) ATP synthase, F1 beta subunit","Metabolic pathways"
"208","bxy:BXY_02660  (GenBank) ATP synthase F1 subcomplex epsilon subunit","Oxidative phosphorylation"
"209","bxy:BXY_02660  (GenBank) ATP synthase F1 subcomplex epsilon subunit","Metabolic pathways"
"210","bxy:BXY_02680  (GenBank) ATP synthase F0 subcomplex A subunit","Oxidative phosphorylation"
"211","bxy:BXY_02680  (GenBank) ATP synthase F0 subcomplex A subunit","Metabolic pathways"
"212","bxy:BXY_02690  (GenBank) ATP synthase F0 subcomplex C subunit","Oxidative phosphorylation"
"213","bxy:BXY_02690  (GenBank) ATP synthase F0 subcomplex C subunit","Metabolic pathways"
"214","bxy:BXY_02700  (GenBank) ATP synthase F0 subcomplex B subunit","Oxidative phosphorylation"
"215","bxy:BXY_02700  (GenBank) ATP synthase F0 subcomplex B subunit","Metabolic pathways"
"216","bxy:BXY_02710  (GenBank) ATP synthase, F1 delta subunit","Oxidative phosphorylation"
"217","bxy:BXY_02710  (GenBank) ATP synthase, F1 delta subunit","Metabolic pathways"
"218","bxy:BXY_02720  (GenBank) proton translocating ATP synthase, F1 alpha subunit","Oxidative phosphorylation"
"219","bxy:BXY_02720  (GenBank) proton translocating ATP synthase, F1 alpha subunit","Metabolic pathways"
"220","bxy:BXY_02730  (GenBank) ATP synthase F1 subcomplex gamma subunit","Oxidative phosphorylation"
"221","bxy:BXY_02730  (GenBank) ATP synthase F1 subcomplex gamma subunit","Metabolic pathways"
"222","bxy:BXY_02780  (GenBank) dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis"
"223","bxy:BXY_02780  (GenBank) dTDP-4-dehydrorhamnose reductase","Polyketide sugar unit biosynthesis"
"224","bxy:BXY_02780  (GenBank) dTDP-4-dehydrorhamnose reductase","O-Antigen nucleotide sugar biosynthesis"
"225","bxy:BXY_02780  (GenBank) dTDP-4-dehydrorhamnose reductase","Metabolic pathways"
"226","bxy:BXY_02780  (GenBank) dTDP-4-dehydrorhamnose reductase","Biosynthesis of secondary metabolites"
"227","bxy:BXY_02780  (GenBank) dTDP-4-dehydrorhamnose reductase","Biosynthesis of nucleotide sugars"
"228","bxy:BXY_02850  (GenBank) Aspartate/tyrosine/aromatic aminotransferase","Alanine, aspartate and glutamate metabolism"
"229","bxy:BXY_02850  (GenBank) Aspartate/tyrosine/aromatic aminotransferase","Cysteine and methionine metabolism"
"230","bxy:BXY_02850  (GenBank) Aspartate/tyrosine/aromatic aminotransferase","Metabolic pathways"
"231","bxy:BXY_02850  (GenBank) Aspartate/tyrosine/aromatic aminotransferase","Biosynthesis of amino acids"
"232","bxy:BXY_02880  (GenBank) Formate-tetrahydrofolate ligase","One carbon pool by folate"
"233","bxy:BXY_02880  (GenBank) Formate-tetrahydrofolate ligase","Metabolic pathways"
"234","bxy:BXY_02880  (GenBank) Formate-tetrahydrofolate ligase","Microbial metabolism in diverse environments"
"235","bxy:BXY_02880  (GenBank) Formate-tetrahydrofolate ligase","Carbon metabolism"
"236","bxy:BXY_02880  (GenBank) Formate-tetrahydrofolate ligase","Biosynthesis of cofactors"
"237","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Glycine, serine and threonine metabolism"
"238","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Cyanoamino acid metabolism"
"239","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism"
"240","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","One carbon pool by folate"
"241","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Methane metabolism"
"242","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Metabolic pathways"
"243","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"244","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Microbial metabolism in diverse environments"
"245","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Carbon metabolism"
"246","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Biosynthesis of amino acids"
"247","bxy:BXY_02890  (GenBank) serine hydroxymethyltransferase","Biosynthesis of cofactors"
"248","bxy:BXY_02930  (GenBank) aspartate carbamoyltransferase, regulatory subunit","Pyrimidine metabolism"
"249","bxy:BXY_02930  (GenBank) aspartate carbamoyltransferase, regulatory subunit","Alanine, aspartate and glutamate metabolism"
"250","bxy:BXY_02930  (GenBank) aspartate carbamoyltransferase, regulatory subunit","Metabolic pathways"
"251","bxy:BXY_02930  (GenBank) aspartate carbamoyltransferase, regulatory subunit","Biosynthesis of cofactors"
"252","bxy:BXY_02940  (GenBank) aspartate carbamoyltransferase","Pyrimidine metabolism"
"253","bxy:BXY_02940  (GenBank) aspartate carbamoyltransferase","Alanine, aspartate and glutamate metabolism"
"254","bxy:BXY_02940  (GenBank) aspartate carbamoyltransferase","Metabolic pathways"
"255","bxy:BXY_02940  (GenBank) aspartate carbamoyltransferase","Biosynthesis of cofactors"
"256","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","Streptomycin biosynthesis"
"257","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","Polyketide sugar unit biosynthesis"
"258","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","Acarbose and validamycin biosynthesis"
"259","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","O-Antigen nucleotide sugar biosynthesis"
"260","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","Metabolic pathways"
"261","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","Biosynthesis of secondary metabolites"
"262","bxy:BXY_03010  (GenBank) Glucose-1-phosphate thymidylyltransferase","Biosynthesis of nucleotide sugars"
"263","bxy:BXY_03030  (GenBank) dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis"
"264","bxy:BXY_03030  (GenBank) dTDP-4-dehydrorhamnose reductase","Polyketide sugar unit biosynthesis"
"265","bxy:BXY_03030  (GenBank) dTDP-4-dehydrorhamnose reductase","O-Antigen nucleotide sugar biosynthesis"
