"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"11","MURG_STRSV","A3CLN6","Streptococcus sanguinis (strain SK36)","388919","A3CLN6","CP000387","ABN44091.1","murG","murG SSA_0653","plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0005886; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555","ssa:SSA_0653","COG0707",NA
"12","RBFA_STRSV","A3CQ17","Streptococcus sanguinis (strain SK36)","388919","A3CQ17","CP000387","ABN45272.1","rbfA","rbfA SSA_1895","cytoplasm [GO:0005737]; maturation of SSU-rRNA [GO:0030490]","GO:0005737; GO:0030490","ssa:SSA_1895","COG0858",NA
"13","RL21_STRSV","A3CMS0","Streptococcus sanguinis (strain SK36)","388919","A3CMS0","CP000387","ABN44475.1","rplU","rplU SSA_1061","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","ssa:SSA_1061","COG0261",NA
"14","SYA_STRSV","A3CLY3","Streptococcus sanguinis (strain SK36)","388919","A3CLY3","CP000387","ABN44188.1","alaS","alaS SSA_0756","cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]","GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270","ssa:SSA_0756","COG0013",NA
"15","SYT_STRSV","A3CP56","Streptococcus sanguinis (strain SK36)","388919","A3CP56","CP000387","ABN44961.1","thrS","thrS SSA_1571","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; threonyl-tRNA aminoacylation [GO:0006435]","GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0046872","ssa:SSA_1571","COG0441",NA
"16","SYS_STRSV","A3CQ45","Streptococcus sanguinis (strain SK36)","388919","A3CQ45","CP000387","ABN45300.1","serS","serS SSA_1925","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; selenocysteine biosynthetic process [GO:0016260]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]","GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0016260; GO:0097056","ssa:SSA_1925","COG0172",NA
"17","SERC_STRSV","A3CPJ2","Streptococcus sanguinis (strain SK36)","388919","A3CPJ2","CP000387","ABN45097.1","serC","serC SSA_1715","cytoplasm [GO:0005737]; O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]; L-serine biosynthetic process [GO:0006564]","GO:0004648; GO:0005737; GO:0006564; GO:0030170","ssa:SSA_1715","COG1932",NA
"18","TIG_STRSV","A3CQB4","Streptococcus sanguinis (strain SK36)","388919","A3CQB4","CP000387","ABN45369.1","tig","tig SSA_1998","cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031]","GO:0003755; GO:0005737; GO:0006457; GO:0007049; GO:0015031; GO:0051301","ssa:SSA_1998","COG0544",NA
"19","RS9_STRSV","A3CQF1","Streptococcus sanguinis (strain SK36)","388919","A3CQF1","CP000387","ABN45406.1","rpsI","rpsI SSA_2033","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","ssa:SSA_2033","COG0103",NA
"20","RSMH_STRSV","A3CPZ9","Streptococcus sanguinis (strain SK36)","388919","A3CPZ9","CP000387","ABN45254.1","rsmH","rsmH mraW SSA_1873","cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]","GO:0005737; GO:0070475; GO:0071424","ssa:SSA_1873","COG0275",NA
"21","RSMG_STRSV","A3CLJ1","Streptococcus sanguinis (strain SK36)","388919","A3CLJ1","CP000387","ABN44046.1","rsmG","rsmG SSA_0605","cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]","GO:0005737; GO:0070043","ssa:SSA_0605","COG0357",NA
"22","PYRB_STRSV","A3CNI7","Streptococcus sanguinis (strain SK36)","388919","A3CNI7","CP000387","ABN44742.1","pyrB","pyrB SSA_1343","amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; cellular amino acid metabolic process [GO:0006520]","GO:0004070; GO:0006207; GO:0006520; GO:0016597; GO:0044205","ssa:SSA_1343","COG0540",NA
"23","RL5_STRSV","A3CK75","Streptococcus sanguinis (strain SK36)","388919","A3CK75","CP000387","ABN43580.1","rplE","rplE SSA_0119","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","ssa:SSA_0119","COG0094",NA
"24","PYRF_STRSV","A3CN89","Streptococcus sanguinis (strain SK36)","388919","A3CN89","CP000387","ABN44644.1","pyrF","pyrF SSA_1241","orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]","GO:0004590; GO:0006207; GO:0044205","ssa:SSA_1241","COG0284",NA
"25","RL18_STRSV","A3CK80","Streptococcus sanguinis (strain SK36)","388919","A3CK80","CP000387","ABN43585.1","rplR","rplR SSA_0123","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","ssa:SSA_0123","COG0256",NA
"26","SCPA_STRSV","A3CPQ7","Streptococcus sanguinis (strain SK36)","388919","A3CPQ7","CP000387","ABN45162.1","scpA","scpA SSA_1779","cytoplasm [GO:0005737]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]","GO:0005737; GO:0006260; GO:0007049; GO:0007059; GO:0051301","ssa:SSA_1779","COG1354",NA
"27","MIAA_STRSV","A3CNS2","Streptococcus sanguinis (strain SK36)","388919","A3CNS2","CP000387","ABN44827.1","miaA","miaA SSA_1433","ATP binding [GO:0005524]; tRNA dimethylallyltransferase activity [GO:0052381]; tRNA processing [GO:0008033]","GO:0005524; GO:0008033; GO:0052381","ssa:SSA_1433","COG0324",NA
"28","PNP_STRSV","A3CQG6","Streptococcus sanguinis (strain SK36)","388919","A3CQG6","CP000387","ABN45421.1","pnp","pnp SSA_2049","cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]","GO:0000287; GO:0003723; GO:0004654; GO:0005737; GO:0006396; GO:0006402","ssa:SSA_2049","COG1185",NA
"29","RL16_STRSV","A3CK70","Streptococcus sanguinis (strain SK36)","388919","A3CK70","CP000387","ABN43575.1","rplP","rplP SSA_0114","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","ssa:SSA_0114","COG0197",NA
"30","SECA2_STRSV","A3CM59","Streptococcus sanguinis (strain SK36)","388919","A3CM59","CP000387","ABN44264.1","secA2","secA2 SSA_0836","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein-exporting ATPase activity [GO:0008564]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]","GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0008564; GO:0017038; GO:0065002","ssa:SSA_0836","COG0653",NA
"31","SPRTL_STRSV","A3CP36","Streptococcus sanguinis (strain SK36)","388919","A3CP36","CP000387","ABN44941.1","SSA_1550","SSA_1550","cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]","GO:0005737; GO:0008270","ssa:SSA_1550","COG3091",NA
"32","RECF_STRSV","A3CRC5","Streptococcus sanguinis (strain SK36)","388919","A3CRC5","CP000387","ABN45730.1","recF","recF SSA_2373","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]","GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0009432","ssa:SSA_2373","COG1195",NA
"33","RECX_STRSV","A3CPV8","Streptococcus sanguinis (strain SK36)","388919","A3CPV8","CP000387","ABN45213.1","recX","recX SSA_1831","cytoplasm [GO:0005737]; regulation of DNA repair [GO:0006282]","GO:0005737; GO:0006282","ssa:SSA_1831","COG2137",NA
"34","RL28_STRSV","A3CQ97","Streptococcus sanguinis (strain SK36)","388919","A3CQ97","CP000387","ABN45352.1","rpmB","rpmB SSA_1980","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","ssa:SSA_1980","COG0227",NA
"35","RL24_STRSV","A3CK74","Streptococcus sanguinis (strain SK36)","388919","A3CK74","CP000387","ABN43579.1","rplX","rplX SSA_0118","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","ssa:SSA_0118","COG0198",NA
"36","RL7_STRSV","A3CMW2","Streptococcus sanguinis (strain SK36)","388919","A3CMW2","CP000387","ABN44517.1","rplL","rplL SSA_1105","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","ssa:SSA_1105","COG0222",NA
"37","SYK_STRSV","A3CP17","Streptococcus sanguinis (strain SK36)","388919","A3CP17","CP000387","ABN44922.1","lysS","lysS SSA_1529","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; lysyl-tRNA aminoacylation [GO:0006430]","GO:0000287; GO:0003676; GO:0004824; GO:0005524; GO:0005737; GO:0006430","ssa:SSA_1529","COG1190",NA
"38","COAA_STRSV","A3CMP3","Streptococcus sanguinis (strain SK36)","388919","A3CMP3","CP000387","ABN44448.1","coaA","coaA SSA_1033","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]","GO:0004594; GO:0005524; GO:0005737; GO:0015937","ssa:SSA_1033","COG1072",NA
"39","HUTI_STRSV","A3CL31","Streptococcus sanguinis (strain SK36)","388919","A3CL31","CP000387","ABN43886.1","hutI","hutI SSA_0436","cytoplasm [GO:0005737]; imidazolonepropionase activity [GO:0050480]; iron ion binding [GO:0005506]; zinc ion binding [GO:0008270]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]","GO:0005506; GO:0005737; GO:0008270; GO:0019556; GO:0019557; GO:0050480","ssa:SSA_0436","COG1228",NA
"40","LGT_STRSV","A3CP32","Streptococcus sanguinis (strain SK36)","388919","A3CP32","CP000387","ABN44937.1","lgt","lgt SSA_1546","integral component of plasma membrane [GO:0005887]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]","GO:0005887; GO:0008961; GO:0042158","ssa:SSA_1546","COG0682",NA
"41","LUXS_STRSV","A3CPX9","Streptococcus sanguinis (strain SK36)","388919","A3CPX9","CP000387","ABN45234.1","luxS","luxS SSA_1853","iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768]; quorum sensing [GO:0009372]","GO:0005506; GO:0009372; GO:0043768","ssa:SSA_1853","COG1854",NA
"42","GPSB_STRSV","A3CPY3","Streptococcus sanguinis (strain SK36)","388919","A3CPY3","CP000387","ABN45238.1","gpsB","gpsB SSA_1857","cytoplasm [GO:0005737]; cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of cell shape [GO:0008360]","GO:0005737; GO:0007049; GO:0008360; GO:0051301","ssa:SSA_1857","COG3599",NA
"43","HIS4_STRSV","A3CNT1","Streptococcus sanguinis (strain SK36)","388919","A3CNT1","CP000387","ABN44836.1","hisA","hisA SSA_1443","cytoplasm [GO:0005737]; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0003949; GO:0005737","ssa:SSA_1443","COG0106",NA
"44","ERA_STRSV","A3CP94","Streptococcus sanguinis (strain SK36)","388919","A3CP94","CP000387","ABN44999.1","era","era SSA_1611","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small ribosomal subunit rRNA binding [GO:0070181]; ribosomal small subunit biogenesis [GO:0042274]","GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0042274; GO:0070181","ssa:SSA_1611","COG1159",NA
"45","HIS8_STRSV","A3CNT7","Streptococcus sanguinis (strain SK36)","388919","A3CNT7","CP000387","ABN44842.1","hisC","hisC SSA_1449","histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0004400; GO:0030170","ssa:SSA_1449","COG0079",NA
"46","MNMA_STRSV","A3CRB2","Streptococcus sanguinis (strain SK36)","388919","A3CRB2","CP000387","ABN45717.1","mnmA","mnmA trmU SSA_2360","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]; tRNA modification [GO:0006400]","GO:0000049; GO:0005524; GO:0005737; GO:0006400; GO:0016783","ssa:SSA_2360","COG0482",NA
"47","KTHY_STRSV","A3CPJ9","Streptococcus sanguinis (strain SK36)","388919","A3CPJ9","CP000387","ABN45104.1","tmk","tmk SSA_1722","ATP binding [GO:0005524]; thymidylate kinase activity [GO:0004798]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]","GO:0004798; GO:0005524; GO:0006233; GO:0006235","ssa:SSA_1722","COG0125",NA
"48","DLTC_STRSV","A3CR85","Streptococcus sanguinis (strain SK36)","388919","A3CR85","CP000387","ABN45690.1","dltC","dltC SSA_2332","cytoplasm [GO:0005737]; D-alanyl carrier activity [GO:0036370]; cell wall organization [GO:0071555]; lipoteichoic acid biosynthetic process [GO:0070395]","GO:0005737; GO:0036370; GO:0070395; GO:0071555","ssa:SSA_2332","COG0236",NA
"49","DNLJ_STRSV","A3CNX3","Streptococcus sanguinis (strain SK36)","388919","A3CNX3","CP000387","ABN44878.1","ligA","ligA SSA_1484","DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]","GO:0003911; GO:0006260; GO:0006281; GO:0046872","ssa:SSA_1484","COG0272",NA
"50","FTHS2_STRSV","A3CN49","Streptococcus sanguinis (strain SK36)","388919","A3CN49","CP000387","ABN44604.1","fhs2","fhs2 SSA_1200","ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]","GO:0004329; GO:0005524; GO:0035999","ssa:SSA_1200","COG2759",NA
"51","DNAK_STRSV","A3CQC2","Streptococcus sanguinis (strain SK36)","388919","A3CQC2","CP000387","ABN45377.1","dnaK","dnaK SSA_2007","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]","GO:0005524; GO:0006457; GO:0016887; GO:0051082","ssa:SSA_2007","COG0443",NA
"52","HIS6_STRSV","A3CNT0","Streptococcus sanguinis (strain SK36)","388919","A3CNT0","CP000387","ABN44835.1","hisF","hisF SSA_1442","cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0000107; GO:0005737; GO:0016829","ssa:SSA_1442","COG0107",NA
"53","FENR_STRSV","A3CM39","Streptococcus sanguinis (strain SK36)","388919","A3CM39","CP000387","ABN44244.1","SSA_0813","SSA_0813","ferredoxin-NADP+ reductase activity [GO:0004324]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]","GO:0004324; GO:0050660; GO:0050661","ssa:SSA_0813","COG0492",NA
"54","FMT_STRSV","A3CPX4","Streptococcus sanguinis (strain SK36)","388919","A3CPX4","CP000387","ABN45229.1","fmt","fmt SSA_1848","methionyl-tRNA formyltransferase activity [GO:0004479]","GO:0004479","ssa:SSA_1848","COG0223",NA
"55","GLGB_STRSV","A3CM01","Streptococcus sanguinis (strain SK36)","388919","A3CM01","CP000387","ABN44206.1","glgB","glgB SSA_0775","1,4-alpha-glucan branching enzyme activity [GO:0003844]; 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) [GO:0102752]; cation binding [GO:0043169]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen biosynthetic process [GO:0005978]","GO:0003844; GO:0004553; GO:0005978; GO:0043169; GO:0102752","ssa:SSA_0775","COG0296",NA
"56","GATB_STRSV","A3CLF9","Streptococcus sanguinis (strain SK36)","388919","A3CLF9","CP000387","ABN44014.1","gatB","gatB SSA_0571","asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; translation [GO:0006412]","GO:0005524; GO:0006412; GO:0050566; GO:0050567","ssa:SSA_0571","COG0064",NA
"57","ACCA_STRSV","A3CQ50","Streptococcus sanguinis (strain SK36)","388919","A3CQ50","CP000387","ABN45305.1","accA","accA SSA_1930","acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]","GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295","ssa:SSA_1930","COG0825",NA
"58","DAPEL_STRSV","A3CQT4","Streptococcus sanguinis (strain SK36)","388919","A3CQT4","CP000387","ABN45539.1","SSA_2173","SSA_2173","N-acetyldiaminopimelate deacetylase activity [GO:0050118]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","GO:0009089; GO:0019877; GO:0050118","ssa:SSA_2173","COG1473",NA
"59","DDL_STRSV","A3CLS3","Streptococcus sanguinis (strain SK36)","388919","A3CLS3","CP000387","ABN44128.1","ddl","ddl SSA_0691","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","GO:0005524; GO:0005737; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555","ssa:SSA_0691","COG1181",NA
"60","HTPX_STRSV","A3CLJ7","Streptococcus sanguinis (strain SK36)","388919","A3CLJ7","CP000387","ABN44052.1","htpX","htpX SSA_0611","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]","GO:0004222; GO:0005886; GO:0008270; GO:0016021","ssa:SSA_0611","COG0501",NA
"61","HEM3_STRSV","A3CL78","Streptococcus sanguinis (strain SK36)","388919","A3CL78","CP000387","ABN43933.1","hemC","hemC SSA_0485","hydroxymethylbilane synthase activity [GO:0004418]; protoporphyrinogen IX biosynthetic process [GO:0006782]","GO:0004418; GO:0006782","ssa:SSA_0485","COG0181",NA
"62","HIS5_STRSV","A3CNT2","Streptococcus sanguinis (strain SK36)","388919","A3CNT2","CP000387","ABN44837.1","hisH","hisH SSA_1444","cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0000107; GO:0004359; GO:0005737; GO:0006541; GO:0016829","ssa:SSA_1444","COG0118",NA
"63","ACCD_STRSV","A3CQ51","Streptococcus sanguinis (strain SK36)","388919","A3CQ51","CP000387","ABN45306.1","accD","accD SSA_1931","acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]","GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0016743; GO:2001295","ssa:SSA_1931","COG0777",NA
"64","ARGC_STRSV","A3CLY4","Streptococcus sanguinis (strain SK36)","388919","A3CLY4","CP000387","ABN44189.1","argC","argC SSA_0757","cytoplasm [GO:0005737]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; protein dimerization activity [GO:0046983]; arginine biosynthetic process [GO:0006526]","GO:0003942; GO:0005737; GO:0006526; GO:0046983; GO:0051287","ssa:SSA_0757","COG0002",NA
"65","MNME_STRSV","A3CNB0","Streptococcus sanguinis (strain SK36)","388919","A3CNB0","CP000387","ABN44665.1","mnmE","mnmE trmE SSA_1262","cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA modification [GO:0006400]","GO:0003924; GO:0005525; GO:0005737; GO:0006400; GO:0046872","ssa:SSA_1262","COG0486",NA
