"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"13","SYS_STRMK","B2FKE4","Stenotrophomonas maltophilia (strain K279a)","522373","B2FKE4","AM743169","CAQ46540.1","serS","serS Smlt3092","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; selenocysteine biosynthetic process [GO:0016260]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]","GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0016260; GO:0097056","sml:Smlt3092","COG0172",NA
"14","T23O_STRMK","B2FKN7","Stenotrophomonas maltophilia (strain K279a)","522373","B2FKN7","AM743169","CAQ47720.1","kynA","kynA Smlt4336","heme binding [GO:0020037]; metal ion binding [GO:0046872]; tryptophan 2,3-dioxygenase activity [GO:0004833]; tryptophan catabolic process to kynurenine [GO:0019441]","GO:0004833; GO:0019441; GO:0020037; GO:0046872","sml:Smlt4336","COG3483",NA
"15","SYP_STRMK","B2FMR5","Stenotrophomonas maltophilia (strain K279a)","522373","B2FMR5","AM743169","CAQ44248.1","proS","proS Smlt0665","cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]","GO:0002161; GO:0004827; GO:0005524; GO:0005737; GO:0006433","sml:Smlt0665","COG0442",NA
"16","MURA_STRMK","B2FRX1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FRX1","AM743169","CAQ44676.1","murA","murA Smlt1119","cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]","GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555","sml:Smlt1119","COG0766",NA
"17","RPIA_STRMK","B2FT30","Stenotrophomonas maltophilia (strain K279a)","522373","B2FT30","AM743169","CAQ47272.1","rpiA","rpiA Smlt3868","ribose-5-phosphate isomerase activity [GO:0004751]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]","GO:0004751; GO:0009052","sml:Smlt3868","COG0120",NA
"18","TIG_STRMK","B2FQR1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FQR1","AM743169","CAQ44552.1","tig","tig Smlt0988","cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031]","GO:0003755; GO:0005737; GO:0006457; GO:0007049; GO:0015031; GO:0051301","sml:Smlt0988","COG0544",NA
"19","PUR7_STRMK","B2FKM0","Stenotrophomonas maltophilia (strain K279a)","522373","B2FKM0","AM743169","CAQ47703.1","purC","purC Smlt4318","ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; 'de novo' IMP biosynthetic process [GO:0006189]","GO:0004639; GO:0005524; GO:0006189","sml:Smlt4318","COG0152",NA
"20","RLME_STRMK","B2FKA1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FKA1","AM743169","CAQ45252.1","rlmE","rlmE ftsJ rrmJ Smlt1728","cytoplasm [GO:0005737]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]","GO:0005737; GO:0008650","sml:Smlt1728","COG0293",NA
"21","RS9_STRMK","B2FJU3","Stenotrophomonas maltophilia (strain K279a)","522373","B2FJU3","AM743169","CAQ47686.1","rpsI","rpsI Smlt4301","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","sml:Smlt4301","COG0103",NA
"22","RSMH_STRMK","B2FNN0","Stenotrophomonas maltophilia (strain K279a)","522373","B2FNN0","AM743169","CAQ44325.1","rsmH","rsmH mraW Smlt0748","cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]","GO:0005737; GO:0070475; GO:0071424","sml:Smlt0748","COG0275",NA
"23","RSMG_STRMK","B2FNF9","Stenotrophomonas maltophilia (strain K279a)","522373","B2FNF9","AM743169","CAQ47970.1","rsmG","rsmG Smlt4616","cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]","GO:0005737; GO:0070043","sml:Smlt4616","COG0357",NA
"24","NUOK_STRMK","B2FN96","Stenotrophomonas maltophilia (strain K279a)","522373","B2FN96","AM743169","CAQ46823.1","nuoK","nuoK Smlt3395","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; NADH dehydrogenase (quinone) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]","GO:0005886; GO:0016021; GO:0042773; GO:0048038; GO:0050136","sml:Smlt3395","COG0713",NA
"25","RUVC_STRMK","B2FRN7","Stenotrophomonas maltophilia (strain K279a)","522373","B2FRN7","AM743169","CAQ47127.1","ruvC","ruvC Smlt3712","crossover junction endodeoxyribonuclease activity [GO:0008821]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","GO:0000287; GO:0003676; GO:0006281; GO:0006310; GO:0008821","sml:Smlt3712","COG0817",NA
"26","RS21_STRMK","B2FK05","Stenotrophomonas maltophilia (strain K279a)","522373","B2FK05","AM743169","CAQ44042.1","rpsU","rpsU Smlt0444","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","sml:Smlt0444","COG0828",NA
"27","RRF_STRMK","B2FIA5","Stenotrophomonas maltophilia (strain K279a)","522373","B2FIA5","AM743169","CAQ45039.1","frr","frr Smlt1503","cytoplasm [GO:0005737]; translational termination [GO:0006415]","GO:0005737; GO:0006415","sml:Smlt1503","COG0233",NA
"28","TRUA_STRMK","B2FNZ6","Stenotrophomonas maltophilia (strain K279a)","522373","B2FNZ6","AM743169","CAQ46850.1","truA","truA Smlt3424","RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]","GO:0003723; GO:0031119; GO:0106029","sml:Smlt3424","COG0101",NA
"29","RL22_STRMK","B2FQ50","Stenotrophomonas maltophilia (strain K279a)","522373","B2FQ50","AM743169","CAQ44480.1","rplV","rplV Smlt0911","large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0006412; GO:0015934; GO:0019843","sml:Smlt0911","COG0091",NA
"30","RL6_STRMK","B2FQJ9","Stenotrophomonas maltophilia (strain K279a)","522373","B2FQJ9","AM743169","CAQ44490.1","rplF","rplF Smlt0921","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","sml:Smlt0921","COG0097",NA
"31","PTH_STRMK","B2FQ21","Stenotrophomonas maltophilia (strain K279a)","522373","B2FQ21","AM743169","CAQ44451.1","pth","pth Smlt0877","cytoplasm [GO:0005737]; aminoacyl-tRNA hydrolase activity [GO:0004045]; translation [GO:0006412]","GO:0004045; GO:0005737; GO:0006412","sml:Smlt0877","COG0193",NA
"32","PUR9_STRMK","B2FJP9","Stenotrophomonas maltophilia (strain K279a)","522373","B2FJP9","AM743169","CAQ47642.1","purH","purH Smlt4253","IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; 'de novo' IMP biosynthetic process [GO:0006189]","GO:0003937; GO:0004643; GO:0006189","sml:Smlt4253","COG0138",NA
"33","RS2_STRMK","B2FIA9","Stenotrophomonas maltophilia (strain K279a)","522373","B2FIA9","AM743169","CAQ45043.1","rpsB","rpsB Smlt1507","small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0006412; GO:0015935","sml:Smlt1507","COG0052",NA
"34","F16PA_STRMK","B2FU10","Stenotrophomonas maltophilia (strain K279a)","522373","B2FU10","AM743169","CAQ43662.1","fbp","fbp Smlt0047","cytoplasm [GO:0005737]; fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; magnesium ion binding [GO:0000287]; gluconeogenesis [GO:0006094]","GO:0000287; GO:0005737; GO:0006094; GO:0042132","sml:Smlt0047","COG0158",NA
"35","LGT_STRMK","B2FPF9","Stenotrophomonas maltophilia (strain K279a)","522373","B2FPF9","AM743169","CAQ44388.1","lgt","lgt Smlt0812","integral component of plasma membrane [GO:0005887]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]","GO:0005887; GO:0008961; GO:0042158","sml:Smlt0812","COG0682",NA
"36","LLDD_STRMK","B2FIJ0","Stenotrophomonas maltophilia (strain K279a)","522373","B2FIJ0","AM743169","CAQ46364.1","lldD","lldD Smlt2908","plasma membrane [GO:0005886]; FMN binding [GO:0010181]; lactate dehydrogenase activity [GO:0004457]; lactate oxidation [GO:0019516]","GO:0004457; GO:0005886; GO:0010181; GO:0019516","sml:Smlt2908","COG1304",NA
"37","LPXC_STRMK","B2FPA9","Stenotrophomonas maltophilia (strain K279a)","522373","B2FPA9","AM743169","CAQ44338.1","lpxC","lpxC Smlt0761","metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]; lipid A biosynthetic process [GO:0009245]","GO:0008759; GO:0009245; GO:0046872; GO:0103117","sml:Smlt0761","COG0774",NA
"38","MDCC_STRMK","B2FSQ5","Stenotrophomonas maltophilia (strain K279a)","522373","B2FSQ5","AM743169","CAQ44787.1","mdcC","mdcC Smlt1231","cytoplasm [GO:0005737]; acyl carrier activity [GO:0000036]","GO:0000036; GO:0005737","sml:Smlt1231","COG3052",NA
"39","HEM1_STRMK","B2FQ15","Stenotrophomonas maltophilia (strain K279a)","522373","B2FQ15","AM743169","CAQ44445.1","hemA","hemA Smlt0871","glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; protoporphyrinogen IX biosynthetic process [GO:0006782]","GO:0006782; GO:0008883; GO:0050661","sml:Smlt0871","COG0373",NA
"40","HIS1_STRMK","B2FPL8","Stenotrophomonas maltophilia (strain K279a)","522373","B2FPL8","AM743169","CAQ45661.1","hisG","hisG Smlt2162","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP phosphoribosyltransferase activity [GO:0003879]; magnesium ion binding [GO:0000287]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0000287; GO:0003879; GO:0005524; GO:0005737","sml:Smlt2162","COG0040",NA
"41","HIS8_STRMK","B2FPM0","Stenotrophomonas maltophilia (strain K279a)","522373","B2FPM0","AM743169","CAQ45663.1","hisC","hisC Smlt2164","histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0004400; GO:0030170","sml:Smlt2164","COG0079",NA
"42","LIPA_STRMK","B2FUS8","Stenotrophomonas maltophilia (strain K279a)","522373","B2FUS8","AM743169","CAQ47438.1","lipA","lipA Smlt4046","cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]","GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553","sml:Smlt4046","COG0320",NA
"43","HFLD_STRMK","B2FQX1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FQX1","AM743169","CAQ45824.1","hflD","hflD Smlt2331","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]","GO:0005737; GO:0005886","sml:Smlt2331","COG2915",NA
"44","ABP_STRMK","B2FKA7","Stenotrophomonas maltophilia (strain K279a)","522373","B2FKA7","AM743169","CAQ46503.1","Smlt3054","Smlt3054","extracellular region [GO:0005576]; periplasmic space [GO:0042597]; actin filament binding [GO:0051015]; protein homodimerization activity [GO:0042803]; actin filament organization [GO:0007015]","GO:0005576; GO:0007015; GO:0042597; GO:0042803; GO:0051015","sml:Smlt3054","COG0666",NA
"45","KDSB_STRMK","B2FK23","Stenotrophomonas maltophilia (strain K279a)","522373","B2FK23","AM743169","CAQ45173.1","kdsB","kdsB Smlt1642","cytoplasm [GO:0005737]; 3-deoxy-manno-octulosonate cytidylyltransferase activity [GO:0008690]; CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0033468]; lipopolysaccharide biosynthetic process [GO:0009103]","GO:0005737; GO:0008690; GO:0009103; GO:0033468","sml:Smlt1642","COG1212",NA
"46","DNLJ_STRMK","B2FKJ1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FKJ1","AM743169","CAQ46587.1","ligA","ligA Smlt3142","DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]","GO:0003911; GO:0006260; GO:0006281; GO:0046872","sml:Smlt3142","COG0272",NA
"47","ENO_STRMK","B2FK88","Stenotrophomonas maltophilia (strain K279a)","522373","B2FK88","AM743169","CAQ45239.1","eno","eno Smlt1715","cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]","GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986","sml:Smlt1715","COG0148",NA
"48","BIOB_STRMK","B2FLM4","Stenotrophomonas maltophilia (strain K279a)","522373","B2FLM4","AM743169","CAQ47822.1","bioB","bioB Smlt4459","2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]","GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539","sml:Smlt4459","COG0502",NA
"49","DNAA_STRMK","B2FUW1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FUW1","AM743169","CAN85568.1","dnaA","dnaA Smlt0001","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]","GO:0003688; GO:0005524; GO:0005737; GO:0006270; GO:0006275","sml:Smlt0001","COG0593",NA
"50","DXS_STRMK","B2FN57","Stenotrophomonas maltophilia (strain K279a)","522373","B2FN57","AM743169","CAQ46784.1","dxs","dxs Smlt3355","1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]","GO:0000287; GO:0008661; GO:0009228; GO:0016114; GO:0030976; GO:0052865","sml:Smlt3355","COG1154",NA
"51","FETP_STRMK","B2FL93","Stenotrophomonas maltophilia (strain K279a)","522373","B2FL93","AM743169","CAQ45326.1","Smlt1805","Smlt1805","iron ion binding [GO:0005506]","GO:0005506","sml:Smlt1805","COG2924",NA
"52","HIS4_STRMK","B2FPM3","Stenotrophomonas maltophilia (strain K279a)","522373","B2FPM3","AM743169","CAQ45666.1","hisA","hisA Smlt2167","cytoplasm [GO:0005737]; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]; histidine biosynthetic process [GO:0000105]","GO:0000105; GO:0003949; GO:0005737","sml:Smlt2167","COG0106",NA
"53","LPXK_STRMK","B2FK22","Stenotrophomonas maltophilia (strain K279a)","522373","B2FK22","AM743169","CAQ45172.1","lpxK","lpxK Smlt1641","ATP binding [GO:0005524]; tetraacyldisaccharide 4'-kinase activity [GO:0009029]; lipid A biosynthetic process [GO:0009245]","GO:0005524; GO:0009029; GO:0009245","sml:Smlt1641","COG1663",NA
"54","KCY_STRMK","B2FNP4","Stenotrophomonas maltophilia (strain K279a)","522373","B2FNP4","AM743169","CAQ45550.1","cmk","cmk Smlt2042","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; CMP kinase activity [GO:0036430]; dCMP kinase activity [GO:0036431]; pyrimidine nucleotide metabolic process [GO:0006220]","GO:0005524; GO:0005737; GO:0006220; GO:0036430; GO:0036431","sml:Smlt2042","COG0283",NA
"55","LEU1_STRMK","B2FT78","Stenotrophomonas maltophilia (strain K279a)","522373","B2FT78","AM743169","CAQ47320.1","leuA","leuA Smlt3917","2-isopropylmalate synthase activity [GO:0003852]; leucine biosynthetic process [GO:0009098]","GO:0003852; GO:0009098","sml:Smlt3917","COG0119",NA
"56","G6PI_STRMK","B2FL71","Stenotrophomonas maltophilia (strain K279a)","522373","B2FL71","AM743169","CAQ45304.1","pgi","pgi Smlt1783","cytoplasm [GO:0005737]; glucose-6-phosphate isomerase activity [GO:0004347]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","GO:0004347; GO:0005737; GO:0006094; GO:0006096","sml:Smlt1783","COG0166",NA
"57","FTSB_STRMK","B2FK89","Stenotrophomonas maltophilia (strain K279a)","522373","B2FK89","AM743169","CAQ45240.1","ftsB","ftsB Smlt1716","cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]; FtsZ-dependent cytokinesis [GO:0043093]","GO:0005887; GO:0032153; GO:0043093","sml:Smlt1716","COG2919",NA
"58","FPG_STRMK","B2FU49","Stenotrophomonas maltophilia (strain K279a)","522373","B2FU49","AM743169","CAQ43701.1","mutM","mutM fpg Smlt0090","class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]","GO:0003684; GO:0006284; GO:0008270; GO:0008534; GO:0140078","sml:Smlt0090","COG0266",NA
"59","DADA_STRMK","B2FLQ1","Stenotrophomonas maltophilia (strain K279a)","522373","B2FLQ1","AM743169","CAQ44155.1","dadA","dadA Smlt0567","D-amino-acid dehydrogenase activity [GO:0008718]; D-alanine catabolic process [GO:0055130]","GO:0008718; GO:0055130","sml:Smlt0567","COG0665",NA
"60","DAPE_STRMK","B2FIC0","Stenotrophomonas maltophilia (strain K279a)","522373","B2FIC0","AM743169","CAQ45054.1","dapE","dapE Smlt1518","cobalt ion binding [GO:0050897]; succinyl-diaminopimelate desuccinylase activity [GO:0009014]; zinc ion binding [GO:0008270]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","GO:0008270; GO:0009014; GO:0009089; GO:0019877; GO:0050897","sml:Smlt1518","COG0624",NA
"61","ISPG_STRMK","B2FL74","Stenotrophomonas maltophilia (strain K279a)","522373","B2FL74","AM743169","CAQ45307.1","ispG","ispG Smlt1786","4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity [GO:0046429]; iron ion binding [GO:0005506]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]","GO:0005506; GO:0016114; GO:0019288; GO:0046429; GO:0051539","sml:Smlt1786","COG0821",NA
"62","DCD_STRMK","B2FP14","Stenotrophomonas maltophilia (strain K279a)","522373","B2FP14","AM743169","CAQ46868.1","dcd","dcd Smlt3442","dCTP deaminase activity [GO:0008829]; nucleotide binding [GO:0000166]; dUMP biosynthetic process [GO:0006226]; dUTP biosynthetic process [GO:0006229]","GO:0000166; GO:0006226; GO:0006229; GO:0008829","sml:Smlt3442","COG0717",NA
"63","GPMA_STRMK","B2FHH6","Stenotrophomonas maltophilia (strain K279a)","522373","B2FHH6","AM743169","CAQ44969.1","gpmA","gpmA Smlt1430","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","GO:0006094; GO:0006096; GO:0046538","sml:Smlt1430","COG0588",NA
"64","GH109_STRMK","B2FLK4","Stenotrophomonas maltophilia (strain K279a)","522373","B2FLK4","AM743169","CAQ47799.1","Smlt4431","Smlt4431","hydrolase activity, acting on glycosyl bonds [GO:0016798]; nucleotide binding [GO:0000166]; metabolic process [GO:0008152]","GO:0000166; GO:0008152; GO:0016798","sml:Smlt4431","COG0673",NA
"65","GLYA_STRMK","B2FNK2","Stenotrophomonas maltophilia (strain K279a)","522373","B2FNK2","AM743169","CAQ44297.1","glyA","glyA Smlt0718","cytoplasm [GO:0005737]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]","GO:0004372; GO:0005737; GO:0019264; GO:0030170; GO:0035999","sml:Smlt0718","COG0112",NA
