"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"11","RL5_STRP2","Q04MM4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MM4","CP000410","ABJ53730.1","rplE","rplE SPD_0205","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0205","COG0094",NA
"12","RF3_STRP2","Q04M39","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04M39","CP000410","ABJ55240.1","prfC","prfC SPD_0399","cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]","GO:0003924; GO:0005525; GO:0005737; GO:0006449; GO:0016149","spd:SPD_0399","COG4108",NA
"13","RL31B_STRP2","Q04K26","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04K26","CP000410","ABJ54060.1","rpmE2","rpmE2 SPD_1154","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","spd:SPD_1154","COG0254",NA
"14","SYT_STRP2","Q04JD7","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JD7","CP000410","ABJ53634.1","thrS","thrS SPD_1444","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; threonyl-tRNA aminoacylation [GO:0006435]","GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0046872","spd:SPD_1444","COG0441",NA
"15","SYS_STRP2","Q04M63","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04M63","CP000410","ABJ54621.1","serS","serS SPD_0375","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; selenocysteine biosynthetic process [GO:0016260]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]","GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0016260; GO:0097056","spd:SPD_0375","COG0172",NA
"16","SYP_STRP2","Q04MI4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MI4","CP000410","ABJ54259.1","proS","proS SPD_0246","cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]","GO:0002161; GO:0004827; GO:0005524; GO:0005737; GO:0006433","spd:SPD_0246","COG0442",NA
"17","REX_STRP2","Q04KJ6","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KJ6","CP000410","ABJ53704.1","rex","rex SPD_0976","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]; response to redox state [GO:0051775]","GO:0003677; GO:0003700; GO:0005737; GO:0045892; GO:0051775","spd:SPD_0976","COG2344",NA
"18","RL10_STRP2","Q04JZ3","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JZ3","CP000410","ABJ54946.1","rplJ","rplJ SPD_1188","large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0006412; GO:0015934; GO:0070180","spd:SPD_1188","COG0244",NA
"19","RSMA_STRP2","Q04II4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04II4","CP000410","ABJ54063.1","rsmA","rsmA ksgA SPD_1782","cytoplasm [GO:0005737]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]","GO:0003723; GO:0005737; GO:0052908","spd:SPD_1782","COG0030",NA
"20","SCPB_STRP2","Q04IT3","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04IT3","CP000410","ABJ54926.1","scpB","scpB SPD_1655","cytoplasm [GO:0005737]; cell division [GO:0051301]; chromosome separation [GO:0051304]; DNA replication [GO:0006260]","GO:0005737; GO:0006260; GO:0051301; GO:0051304","spd:SPD_1655","COG1386",NA
"21","TIG_STRP2","Q04M73","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04M73","CP000410","ABJ55051.1","tig","tig SPD_0365","cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031]","GO:0003755; GO:0005737; GO:0006457; GO:0007049; GO:0015031; GO:0051301","spd:SPD_0365","COG0544",NA
"22","RIMM_STRP2","Q04LC6","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04LC6","CP000410","ABJ54545.1","rimM","rimM SPD_0678","cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]","GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022","spd:SPD_0678","COG0806",NA
"23","RL20_STRP2","Q04KW7","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KW7","CP000410","ABJ54841.1","rplT","rplT SPD_0849","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]","GO:0000027; GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0849","COG0292",NA
"24","RS8_STRP2","Q04MM2","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MM2","CP000410","ABJ54001.1","rpsH","rpsH SPD_0207","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0207","COG0096",NA
"25","RS9_STRP2","Q04MF5","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MF5","CP000410","ABJ55401.1","rpsI","rpsI SPD_0275","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","spd:SPD_0275","COG0103",NA
"26","RSMH_STRP2","Q04MC7","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MC7","CP000410","ABJ53738.1","rsmH","rsmH mraW SPD_0304","cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]","GO:0005737; GO:0070475; GO:0071424","spd:SPD_0304","COG0275",NA
"27","RSMG_STRP2","Q04K39","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04K39","CP000410","ABJ55129.1","rsmG","rsmG SPD_1140","cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]","GO:0005737; GO:0070043","spd:SPD_1140","COG0357",NA
"28","PLSY_STRP2","Q04L63","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04L63","CP000410","ABJ53933.1","plsY","plsY SPD_0745","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","spd:SPD_0745","COG0344",NA
"29","TILS_STRP2","Q04N53","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04N53","CP000410","ABJ55077.1","tilS","tilS SPD_0011","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA modification [GO:0006400]","GO:0005524; GO:0005737; GO:0006400; GO:0016879","spd:SPD_0011","COG0037",NA
"30","TRHO_STRP2","Q04MY5","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MY5","CP000410","ABJ55429.1","trhO","trhO SPD_0091","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; tRNA modification [GO:0006400]","GO:0006400; GO:0016705","spd:SPD_0091","COG1054",NA
"31","RRF_STRP2","Q04KY0","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KY0","CP000410","ABJ55153.1","frr","frr SPD_0835","cytoplasm [GO:0005737]; translational termination [GO:0006415]","GO:0005737; GO:0006415","spd:SPD_0835","COG0233",NA
"32","RS11_STRP2","Q04ML2","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04ML2","CP000410","ABJ53737.1","rpsK","rpsK SPD_0217","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0217","COG0100",NA
"33","RS13_STRP2","Q04ML3","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04ML3","CP000410","ABJ54343.1","rpsM","rpsM SPD_0216","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0216","COG0099",NA
"34","TRUA_STRP2","Q04JF7","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JF7","CP000410","ABJ55081.1","truA","truA SPD_1424","RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]","GO:0003723; GO:0031119; GO:0106029","spd:SPD_1424","COG0101",NA
"35","RISB_STRP2","Q04MR3","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MR3","CP000410","ABJ55434.1","ribH","ribH SPD_0166","riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]","GO:0000906; GO:0009231; GO:0009349","spd:SPD_0166","COG0054",NA
"36","RS16_STRP2","Q04LD0","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04LD0","CP000410","ABJ54325.1","rpsP","rpsP SPD_0674","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","spd:SPD_0674","COG0228",NA
"37","RL32_STRP2","Q04I37","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04I37","CP000410","ABJ54359.1","rpmF","rpmF SPD_1963","large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0006412; GO:0015934","spd:SPD_1963","COG0333",NA
"38","RL6_STRP2","Q04MM1","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MM1","CP000410","ABJ55236.1","rplF","rplF SPD_0208","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0208","COG0097",NA
"39","RS14_STRP2","Q04MM3","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MM3","CP000410","ABJ54607.1","rpsN","rpsN SPD_0206","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412; GO:0019843","spd:SPD_0206","COG0199",NA
"40","TPIS_STRP2","Q04JH4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JH4","CP000410","ABJ55094.1","tpiA","tpiA SPD_1404","cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","GO:0004807; GO:0005737; GO:0006094; GO:0006096","spd:SPD_1404","COG0149",NA
"41","FUCI_STRP2","Q04I16","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04I16","CP000410","ABJ54752.1","fucI","fucI SPD_1986","cytoplasm [GO:0005737]; L-fucose isomerase activity [GO:0008736]; manganese ion binding [GO:0030145]; L-fucose catabolic process [GO:0042355]","GO:0005737; GO:0008736; GO:0030145; GO:0042355","spd:SPD_1986","COG2407",NA
"42","FTSX_STRP2","Q04LE4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04LE4","ABJ54921.1","ABJ54921.1","ftsX","ftsX SPD_0660","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cell cycle [GO:0007049]; cell division [GO:0051301]","GO:0005886; GO:0007049; GO:0016021; GO:0051301","spd:SPD_0660","COG2177",NA
"43","FTSX_STRP2","Q04LE4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04LE4","CP000410","ABJ54921.1","ftsX","ftsX SPD_0660","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cell cycle [GO:0007049]; cell division [GO:0051301]","GO:0005886; GO:0007049; GO:0016021; GO:0051301","spd:SPD_0660","COG2177",NA
"44","LGT_STRP2","Q04JT8","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JT8","CP000410","ABJ54220.1","lgt","lgt SPD_1243","integral component of plasma membrane [GO:0005887]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]","GO:0005887; GO:0008961; GO:0042158","spd:SPD_1243","COG0682",NA
"45","LUXS_STRP2","Q04MC2","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MC2","CP000410","ABJ54495.1","luxS","luxS SPD_0309","iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768]; quorum sensing [GO:0009372]","GO:0005506; GO:0009372; GO:0043768","spd:SPD_0309","COG1854",NA
"46","CAPP_STRP2","Q04KL8","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KL8","CP000410","ABJ54336.1","ppc","ppc SPD_0953","magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]","GO:0000287; GO:0006099; GO:0006107; GO:0008964; GO:0015977","spd:SPD_0953","COG2352",NA
"47","KAD_STRP2","Q04ML5","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04ML5","CP000410","ABJ54173.1","adk","adk SPD_0214","cytoplasm [GO:0005737]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]","GO:0004017; GO:0005524; GO:0005737; GO:0044209","spd:SPD_0214","COG0563",NA
"48","MNMG_STRP2","Q04MU9","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04MU9","CP000410","ABJ53608.1","mnmG","mnmG gidA SPD_0129","cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; tRNA wobble uridine modification [GO:0002098]","GO:0002098; GO:0005737; GO:0050660","spd:SPD_0129","COG0445",NA
"49","GUAA_STRP2","Q04JQ8","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JQ8","CP000410","ABJ54770.1","guaA","guaA SPD_1274","ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]; glutamine metabolic process [GO:0006541]","GO:0003922; GO:0005524; GO:0006541; GO:0016462","spd:SPD_1274","COG0518",NA
"50","GUAA_STRP2","Q04JQ8","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JQ8","CP000410","ABJ54770.1","guaA","guaA SPD_1274","ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]; glutamine metabolic process [GO:0006541]","GO:0003922; GO:0005524; GO:0006541; GO:0016462","spd:SPD_1274","COG0519",NA
"51","KHSE_STRP2","Q04JY7","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JY7","CP000410","ABJ55397.1","thrB","thrB SPD_1194","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; homoserine kinase activity [GO:0004413]; threonine biosynthetic process [GO:0009088]","GO:0004413; GO:0005524; GO:0005737; GO:0009088","spd:SPD_1194","COG0083",NA
"52","KHPA_STRP2","A0A0H2ZMB4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","A0A0H2ZMB4","CP000410","ABJ53899.1","khpA","khpA SPD_0675","RNA binding [GO:0003723]","GO:0003723","spd:SPD_0675","COG1837",NA
"53","EFP_STRP2","Q04M43","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04M43","CP000410","ABJ54475.1","efp","efp SPD_0395","cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]","GO:0003746; GO:0005737","spd:SPD_0395","COG0231",NA
"54","FABZ_STRP2","Q04M51","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04M51","CP000410","ABJ55098.1","fabZ","fabZ SPD_0387","cytoplasm [GO:0005737]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]","GO:0004317; GO:0005737; GO:0006633; GO:0008659; GO:0008693; GO:0009245; GO:0047451","spd:SPD_0387","COG0764",NA
"55","ATP6_STRP2","Q04HT4","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04HT4","CP000410","ABJ54678.1","atpB","atpB SPD_1340","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]","GO:0005886; GO:0016021; GO:0045263; GO:0046933","spd:SPD_1340","COG0356",NA
"56","DEOB_STRP2","Q04L81","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04L81","CP000410","ABJ54644.1","deoB","deoB SPD_0724","cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; cellular metabolic compound salvage [GO:0043094]; deoxyribonucleotide catabolic process [GO:0009264]","GO:0000287; GO:0005737; GO:0006015; GO:0008973; GO:0009264; GO:0030145; GO:0043094","spd:SPD_0724","COG1015",NA
"57","KTHY_STRP2","Q04KZ0","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KZ0","CP000410","ABJ54857.1","tmk","tmk SPD_0825","ATP binding [GO:0005524]; thymidylate kinase activity [GO:0004798]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]","GO:0004798; GO:0005524; GO:0006233; GO:0006235","spd:SPD_0825","COG0125",NA
"58","LACB_STRP2","Q04KC2","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KC2","CP000410","ABJ55425.1","lacB","lacB SPD_1052","galactose-6-phosphate isomerase activity [GO:0050044]; galactose catabolic process [GO:0019388]; lactose catabolic process via tagatose-6-phosphate [GO:0019512]","GO:0019388; GO:0019512; GO:0050044","spd:SPD_1052","COG0698",NA
"59","G6PI_STRP2","Q04IA2","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04IA2","CP000410","ABJ54906.1","pgi","pgi SPD_1897","cytoplasm [GO:0005737]; glucose-6-phosphate isomerase activity [GO:0004347]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","GO:0004347; GO:0005737; GO:0006094; GO:0006096","spd:SPD_1897","COG0166",NA
"60","ENGB_STRP2","Q04JI0","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04JI0","CP000410","ABJ53689.1","engB","engB SPD_1398","GTP binding [GO:0005525]; metal ion binding [GO:0046872]; division septum assembly [GO:0000917]","GO:0000917; GO:0005525; GO:0046872","spd:SPD_1398","COG0218",NA
"61","DAPEL_STRP2","Q04I78","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04I78","CP000410","ABJ53880.1","SPD_1922","SPD_1922","N-acetyldiaminopimelate deacetylase activity [GO:0050118]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","GO:0009089; GO:0019877; GO:0050118","spd:SPD_1922","COG1473",NA
"62","DAPA_STRP2","Q04KR9","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KR9","CP000410","ABJ54534.1","dapA","dapA SPD_0901","cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","GO:0005737; GO:0008840; GO:0009089; GO:0019877","spd:SPD_0901","COG0329",NA
"63","ERA_STRP2","Q04KV9","Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)","373153","Q04KV9","CP000410","ABJ55058.1","era","era SPD_0857","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small ribosomal subunit rRNA binding [GO:0070181]; ribosomal small subunit biogenesis [GO:0042274]","GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0042274; GO:0070181","spd:SPD_0857","COG1159",NA
