"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"12","PCNB_HAEIN","P44439","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44439","L42023","AAC21741.1","pcnB","pcnB HI_0063","ATP binding [GO:0005524]; polynucleotide adenylyltransferase activity [GO:0004652]; RNA binding [GO:0003723]; mRNA polyadenylation [GO:0006378]","GO:0003723; GO:0004652; GO:0005524; GO:0006378","hin:HI_0063","COG0617",NA
"13","PLSB_HAEIN","P44857","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44857","L42023","AAC22406.1","plsB","plsB HI_0748","plasma membrane [GO:0005886]; glycerol-3-phosphate O-acyltransferase activity [GO:0004366]; sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity [GO:0102420]; CDP-diacylglycerol biosynthetic process [GO:0016024]; fatty acid metabolic process [GO:0006631]; glycerol-3-phosphate metabolic process [GO:0006072]; phospholipid biosynthetic process [GO:0008654]; triglyceride biosynthetic process [GO:0019432]","GO:0004366; GO:0005886; GO:0006072; GO:0006631; GO:0008654; GO:0016024; GO:0019432; GO:0102420","hin:HI_0748","COG2937",NA
"14","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536754","AAQ11963.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"15","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536755","AAQ10748.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"16","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536754","AAQ10748.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"17","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536755","AAQ10742.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"18","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","L42023","AAQ10748.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"19","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","L42023","AAQ10742.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"20","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF545479","AAQ11963.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"21","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536755","AAC21932.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"22","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","L42023","AAQ11963.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"23","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF545479","AAC21932.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"24","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF545479","AAQ10742.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"25","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","L42023","AAC21932.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"26","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536754","AAQ10742.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"27","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536755","AAQ11963.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"28","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF536754","AAC21932.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"29","PLSY_HAEIN","P44603","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44603","AF545479","AAQ10748.1","plsY","plsY HI_0266","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]","GO:0005886; GO:0008654; GO:0016021; GO:0043772","hin:HI_0266","COG0344",NA
"30","RIR2_HAEIN","P43755","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P43755","L42023","AAC23306.1","nrdB","nrdB HI_1660","metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]","GO:0004748; GO:0006260; GO:0009263; GO:0046872","hin:HI_1660","COG0208",NA
"31","RS21_HAEIN","P44386","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44386","L01756","AAC22188.1","rpsU","rpsU rps21 HI_0531","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","hin:HI_0531","COG0828",NA
"32","RS21_HAEIN","P44386","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44386","L42023","AAC22188.1","rpsU","rpsU rps21 HI_0531","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","hin:HI_0531","COG0828",NA
"33","SSRP_HAEIN","P44967","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44967","L42023","AAC22643.1","smpB","smpB HI_0981","cytosol [GO:0005829]; RNA binding [GO:0003723]; trans-translation [GO:0070929]; trans-translation-dependent protein tagging [GO:0070930]","GO:0003723; GO:0005829; GO:0070929; GO:0070930","hin:HI_0981","COG0691",NA
"34","VCOM_HAEIN","P71390","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P71390","L42023","AAC23179.1","HI_1522.1","HI_1522.1",NA,NA,"hin:HI_1522.1","COG4416",NA
"35","UVRD_HAEIN","Q02322","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q02322","L42023","AAC36867.1","uvrD","uvrD mutB HI_1188","cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; DNA unwinding involved in DNA replication [GO:0006268]; recombinational repair [GO:0000725]","GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006268; GO:0016887; GO:0033202; GO:0042802; GO:0043138","hin:HI_1188","COG0210",NA
"36","UVRD_HAEIN","Q02322","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q02322","M99049","AAC22841.1","uvrD","uvrD mutB HI_1188","cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; DNA unwinding involved in DNA replication [GO:0006268]; recombinational repair [GO:0000725]","GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006268; GO:0016887; GO:0033202; GO:0042802; GO:0043138","hin:HI_1188","COG0210",NA
"37","UVRD_HAEIN","Q02322","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q02322","L42023","AAC22841.1","uvrD","uvrD mutB HI_1188","cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; DNA unwinding involved in DNA replication [GO:0006268]; recombinational repair [GO:0000725]","GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006268; GO:0016887; GO:0033202; GO:0042802; GO:0043138","hin:HI_1188","COG0210",NA
"38","UVRD_HAEIN","Q02322","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q02322","M99049","AAC36867.1","uvrD","uvrD mutB HI_1188","cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; DNA unwinding involved in DNA replication [GO:0006268]; recombinational repair [GO:0000725]","GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006268; GO:0016887; GO:0033202; GO:0042802; GO:0043138","hin:HI_1188","COG0210",NA
"39","UVRB_HAEIN","P45125","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P45125","L42023","AAC22897.1","uvrB","uvrB HI_1247","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_1247","COG0556",NA
"40","UREE_HAEIN","P44394","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44394","L42023","AAC22196.1","ureE","ureE HI_0538","cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; protein-containing complex assembly [GO:0065003]; urea metabolic process [GO:0019627]","GO:0005737; GO:0006457; GO:0016151; GO:0019627; GO:0051082; GO:0065003","hin:HI_0538","COG2371",NA
"41","UREF_HAEIN","P44395","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44395","L42023","AAC22195.1","ureF","ureF HI_0537","cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; nitrogen compound metabolic process [GO:0006807]","GO:0005737; GO:0006807; GO:0016151","hin:HI_0537","COG0830",NA
"42","UUPL_HAEIN","P45167","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P45167","L42023","AAC22987.1","uup-B","uup-B HI_1342","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]","GO:0003677; GO:0005524; GO:0005737; GO:0016887","hin:HI_1342","COG0488",NA
"43","UPPS_HAEIN","P44938","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44938","L42023","AAC22578.1","uppS","uppS HI_0920","cytosol [GO:0005829]; di-trans,poly-cis-decaprenylcistransferase activity [GO:0008834]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polyprenyltransferase activity [GO:0002094]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; polyprenol biosynthetic process [GO:0016094]; regulation of cell shape [GO:0008360]","GO:0000287; GO:0002094; GO:0005829; GO:0008360; GO:0008834; GO:0009252; GO:0016094; GO:0030145; GO:0071555","hin:HI_0920","COG0020",NA
"44","UUP_HAEIN","Q57242","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q57242","L42023","AAC22945.1","uup","uup uup-A HI_1300","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; ribosome binding [GO:0043022]; DNA repair [GO:0006281]","GO:0003677; GO:0005524; GO:0005737; GO:0006281; GO:0016887; GO:0043022","hin:HI_1300","COG0488",NA
"45","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","U33877","AAA60462.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"46","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","L42023","AAC44592.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"47","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","U33877","AAC21915.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"48","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","U04997","AAA60462.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"49","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","L42023","AAA60462.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"50","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","U04997","AAC44592.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"51","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","U04997","AAC21915.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"52","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","U33877","AAC44592.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"53","UVRA_HAEIN","P44410","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44410","L42023","AAC21915.1","uvrA","uvrA HI_0249","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]","GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887","hin:HI_0249","COG0178",NA
"54","VAPB1_HAEIN","Q57534","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q57534","L42023","AAC21984.1","vapB1","vapB1 HI_0321","DNA binding [GO:0003677]","GO:0003677","hin:HI_0321","COG4456",NA
"55","VAPB2_HAEIN","Q57120","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q57120","L42023","AAC22609.1","vapB2","vapB2 HI_0948","DNA binding [GO:0003677]","GO:0003677","hin:HI_0948","COG4456",NA
"56","UXUA_HAEIN","P44488","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","P44488","L42023","AAC21733.1","uxuA","uxuA HI_0055","ferrous iron binding [GO:0008198]; manganese ion binding [GO:0030145]; mannonate dehydratase activity [GO:0008927]; D-glucuronate catabolic process [GO:0042840]","GO:0008198; GO:0008927; GO:0030145; GO:0042840","hin:HI_0055","COG1312",NA
"57","VAPC1_HAEIN","Q57122","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","Q57122","L42023","AAC21985.1","vapC1","vapC1 HI_0322","magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]","GO:0000287; GO:0004540","hin:HI_0322","COG1487",NA
