"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"16","BXY_00800","","(GenBank) AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful)","Purine metabolism, One carbon pool by folate, Metabolic pathways, Biosynthesis of secondary metabolites"
"17","BXY_00880","","(GenBank) asparaginase","Alanine, aspartate and glutamate metabolism, Cyanoamino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"18","BXY_00890","","(GenBank) tryptophan synthase, alpha chain","Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"19","BXY_00900","","(GenBank) phosphoribosylanthranilate isomerase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"20","BXY_00910","","(GenBank) indole-3-glycerol phosphate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"21","BXY_00920","","(GenBank) anthranilate phosphoribosyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"22","BXY_00930","","(GenBank) anthranilate synthase, component II","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids, Quorum sensing"
"23","BXY_00940","","(GenBank) anthranilate synthase, component I","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids, Quorum sensing"
"24","BXY_00950","","(GenBank) tryptophan synthase, beta chain","Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"25","BXY_00970","","(GenBank) Uncharacterized oxidoreductases, Fe-dependent alcohol dehydrogenase family","Propanoate metabolism, Metabolic pathways"
"26","BXY_01090","","(GenBank) nitrogen regulatory protein P-II","Two-component system"
"27","BXY_01110","","(GenBank) LL-diaminopimelate aminotransferase apoenzyme","Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"28","BXY_01120","","(GenBank) diaminopimelate epimerase","Lysine biosynthesis, D-Amino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"29","BXY_01140","","(GenBank) Glycerophosphoryl diester phosphodiesterase","Glycerophospholipid metabolism"
"30","BXY_01150","","(GenBank) asparagine synthase (glutamine-hydrolyzing)","Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"31","BXY_01160","","(GenBank) glutamate synthase (NADH) small subunit","Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"32","BXY_01170","","(GenBank) glutamate synthase (NADH) large subunit","Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"33","BXY_01180","","(GenBank) glutamine--fructose-6-phosphate transaminase","Alanine, aspartate and glutamate metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"34","BXY_01190","","(GenBank) Glutamine phosphoribosylpyrophosphate amidotransferase","Purine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"35","BXY_01200","","(GenBank) carbamoyl-phosphate synthase small subunit","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"36","BXY_01210","","(GenBank) carbamoyl-phosphate synthase large subunit","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"37","BXY_01220","","(GenBank) mannose-1-phosphate guanylyltransferase (GDP)","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"38","BXY_01330","","(GenBank) Excinuclease ABC subunit B","Nucleotide excision repair"
"39","BXY_01340","","(GenBank) phenylacetate-CoA ligase","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"40","BXY_01410","","(GenBank) Excinuclease ABC subunit A","Nucleotide excision repair"
"41","BXY_01530","","(GenBank) protein translocase subunit yidC","Quorum sensing, Protein export, Bacterial secretion system"
"42","BXY_01590","","(GenBank) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"43","BXY_01940","","(GenBank) UDP-galactose 4-epimerase","Galactose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"44","BXY_01950","","(GenBank) 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"45","BXY_01960","","(GenBank) primary replicative DNA helicase","DNA replication"
"46","BXY_01970","","(GenBank) phenylalanyl-tRNA synthetase beta subunit","Aminoacyl-tRNA biosynthesis"
"47","BXY_02010","","(GenBank) exodeoxyribonuclease III","Base excision repair"
"48","BXY_02130","","(GenBank) pyruvate phosphate dikinase","Glycolysis / Gluconeogenesis, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"49","BXY_02170","","(GenBank) Thiamine monophosphate synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"50","BXY_02190","","(GenBank) tyrosine lyase ThiH","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"51","BXY_02200","","(GenBank) hydroxymethylpyrimidine synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"52","BXY_02210","","(GenBank) thiazole-phosphate synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"53","BXY_02220","","(GenBank) thiamine-phosphate diphosphorylase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"54","BXY_02230","","(GenBank) sulfur carrier protein ThiS","Sulfur relay system"
"55","BXY_02300","","(GenBank) carboxynorspermidine decarboxylase","Arginine and proline metabolism, Metabolic pathways"
"56","BXY_T_48830","","(GenBank) BXY_T_48830","Aminoacyl-tRNA biosynthesis"
"57","BXY_T_48840","","(GenBank) BXY_T_48840","Aminoacyl-tRNA biosynthesis"
"58","BXY_T_48850","","(GenBank) BXY_T_48850","Aminoacyl-tRNA biosynthesis"
"59","BXY_T_48860","","(GenBank) BXY_T_48860","Aminoacyl-tRNA biosynthesis"
"60","BXY_T_48870","","(GenBank) BXY_T_48870","Aminoacyl-tRNA biosynthesis"
"61","BXY_T_48880","","(GenBank) BXY_T_48880","Aminoacyl-tRNA biosynthesis"
"62","BXY_02310","","(GenBank) N-acetylglucosamine 6-phosphate deacetylase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"63","BXY_02320","","(GenBank) N-acetylglucosamine 6-phosphate deacetylase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"64","BXY_02380","","(GenBank) Signal transduction histidine kinase","Two-component system"
"65","BXY_02400","","(GenBank) Long-chain acyl-CoA synthetases (AMP-forming)","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism, Quorum sensing"
"66","BXY_02430","","(GenBank) hydroxylamine reductase","Nitrogen metabolism, Metabolic pathways"
"67","BXY_02460","","(GenBank) Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains","Two-component system"
"68","BXY_02520","","(GenBank) haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED","Starch and sucrose metabolism"
"69","BXY_02530","","(GenBank) ketopantoate hydroxymethyltransferase","Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"70","BXY_02550","","(GenBank) (p)ppGpp synthetase, RelA/SpoT family","Purine metabolism, Metabolic pathways"
"71","BXY_02630","","(GenBank) formate-dependent phosphoribosylglycinamide formyltransferase","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"72","BXY_02650","","(GenBank) ATP synthase, F1 beta subunit","Oxidative phosphorylation, Metabolic pathways"
"73","BXY_02660","","(GenBank) ATP synthase F1 subcomplex epsilon subunit","Oxidative phosphorylation, Metabolic pathways"
"74","BXY_02680","","(GenBank) ATP synthase F0 subcomplex A subunit","Oxidative phosphorylation, Metabolic pathways"
"75","BXY_02690","","(GenBank) ATP synthase F0 subcomplex C subunit","Oxidative phosphorylation, Metabolic pathways"
"76","BXY_02700","","(GenBank) ATP synthase F0 subcomplex B subunit","Oxidative phosphorylation, Metabolic pathways"
"77","BXY_02710","","(GenBank) ATP synthase, F1 delta subunit","Oxidative phosphorylation, Metabolic pathways"
"78","BXY_02720","","(GenBank) proton translocating ATP synthase, F1 alpha subunit","Oxidative phosphorylation, Metabolic pathways"
"79","BXY_02730","","(GenBank) ATP synthase F1 subcomplex gamma subunit","Oxidative phosphorylation, Metabolic pathways"
"80","BXY_02780","","(GenBank) dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"81","BXY_02850","","(GenBank) Aspartate/tyrosine/aromatic aminotransferase","Alanine, aspartate and glutamate metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of amino acids"
"82","BXY_02880","","(GenBank) Formate-tetrahydrofolate ligase","One carbon pool by folate, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of cofactors"
"83","BXY_02890","","(GenBank) serine hydroxymethyltransferase","Glycine, serine and threonine metabolism, Cyanoamino acid metabolism, Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"84","BXY_02930","","(GenBank) aspartate carbamoyltransferase, regulatory subunit","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"85","BXY_02940","","(GenBank) aspartate carbamoyltransferase","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"86","BXY_03010","","(GenBank) Glucose-1-phosphate thymidylyltransferase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, Acarbose and validamycin biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"87","BXY_03030","","(GenBank) dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"88","BXY_03040","","(GenBank) dTDP-glucose 4,6-dehydratase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, Acarbose and validamycin biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"89","BXY_03120","","(GenBank) Serine acetyltransferase","Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"90","BXY_03140","","(GenBank) Nucleoside-diphosphate-sugar epimerases","Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"91","BXY_03150","","(GenBank) nucleotide sugar dehydrogenase","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"92","BXY_03160","","(GenBank) bacterial polymer biosynthesis proteins, WecB/TagA/CpsF family","Teichoic acid biosynthesis"
"93","BXY_03170","","(GenBank) GDP-mannose 4,6-dehydratase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"94","BXY_03190","","(GenBank) Periplasmic protein involved in polysaccharide export","Two-component system"
"95","BXY_03200","","(GenBank) capsular exopolysaccharide family","Two-component system"
"96","BXY_03240","","(GenBank) Membrane carboxypeptidase/penicillin-binding protein","Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"97","BXY_03250","","(GenBank) 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"98","BXY_03260","","(GenBank) 3-deoxy-D-manno-octulosonate cytidylyltransferase","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"99","BXY_03290","","(GenBank) ribose-phosphate pyrophosphokinase","Pentose phosphate pathway, Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"100","BXY_T_49390","","(GenBank) BXY_T_49390","Aminoacyl-tRNA biosynthesis"
"101","BXY_03340","","(GenBank) aminodeoxychorismate synthase, subunit I","Folate biosynthesis, Biosynthesis of cofactors"
"102","BXY_03350","","(GenBank) Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase","Folate biosynthesis, Biosynthesis of cofactors"
"103","BXY_03640","","(GenBank) Fe2+-dicitrate sensor, membrane component","Two-component system"
"104","BXY_03650","","(GenBank) Uncharacterized protein, putative amidase","Arginine and proline metabolism, Metabolic pathways"
"105","BXY_03740","","(GenBank) Dihydrodipicolinate synthase/N-acetylneuraminate lyase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"106","BXY_03750","","(GenBank) N-acyl-D-glucosamine 2-epimerase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"107","BXY_03840","","(GenBank) Beta-galactosidase/beta-glucuronidase","Galactose metabolism, Other glycan degradation, Sphingolipid metabolism, Metabolic pathways"
"108","BXY_04110","","(GenBank) Beta-galactosidase/beta-glucuronidase","Galactose metabolism, Other glycan degradation, Sphingolipid metabolism, Metabolic pathways"
"109","BXY_04220","","(GenBank) haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"110","BXY_04270","","(GenBank) Fe2+-dicitrate sensor, membrane component","Two-component system"
"111","BXY_T_48890","","(GenBank) BXY_T_48890","Aminoacyl-tRNA biosynthesis"
"112","BXY_04390","","(GenBank) prolyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"113","BXY_04490","","(GenBank) competence/damage-inducible protein cinA","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"114","BXY_04500","","(GenBank) LSU ribosomal protein L28P","Ribosome"
"115","BXY_04510","","(GenBank) ribosomal protein L33, bacterial type","Ribosome"
"116","BXY_04530","","(GenBank) signal recognition particle-docking protein FtsY","Quorum sensing, Protein export, Bacterial secretion system"
"117","BXY_T_48900","","(GenBank) BXY_T_48900","Aminoacyl-tRNA biosynthesis"
"118","BXY_T_48910","","(GenBank) BXY_T_48910","Aminoacyl-tRNA biosynthesis"
"119","BXY_04730","","(GenBank) dihydrodipicolinate synthase","Monobactam biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"120","BXY_04740","","(GenBank) DNA ligase, NAD-dependent","DNA replication, Base excision repair, Nucleotide excision repair, Mismatch repair"
"121","BXY_04760","","(GenBank) dihydroorotate oxidase B, catalytic subunit","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"122","BXY_04790","","(GenBank) DNA polymerase III, delta subunit","DNA replication, Mismatch repair, Homologous recombination"
"123","BXY_04800","","(GenBank) AMP nucleosidase, putative","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"124","BXY_05000","","(GenBank) Peptidylarginine deiminase and related enzymes","Arginine and proline metabolism, Metabolic pathways"
"125","BXY_05010","","(GenBank) Predicted amidohydrolase","Arginine and proline metabolism, Metabolic pathways"
"126","BXY_05420","","(GenBank) Predicted permeases","ABC transporters"
"127","BXY_05450","","(GenBank) phosphoserine phosphatase","Glycine, serine and threonine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"128","BXY_05490","","(GenBank) nucleotide sugar dehydrogenase","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"129","BXY_05500","","(GenBank) dTDP-4-dehydrorhamnose 3,5-epimerase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"130","BXY_05540","","(GenBank) tagaturonate reductase","Pentose and glucuronate interconversions, Metabolic pathways"
"131","BXY_T_49380","","(GenBank) BXY_T_49380","Aminoacyl-tRNA biosynthesis"
"132","BXY_T_49370","","(GenBank) BXY_T_49370","Aminoacyl-tRNA biosynthesis"
"133","BXY_05700","","(GenBank) signal peptidase II . Aspartic peptidase. MEROPS family A08","Protein export"
"134","BXY_06030","","(GenBank) Uncharacterized protein conserved in bacteria","Purine metabolism, Pyrimidine metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism"
"135","BXY_06060","","(GenBank) D-xylose isomerase","Pentose and glucuronate interconversions, Fructose and mannose metabolism, Metabolic pathways"
"136","BXY_06070","","(GenBank) Sugar (pentulose and hexulose) kinases","Pentose and glucuronate interconversions, Metabolic pathways"
"137","BXY_06090","","(GenBank) phosphomethylpyrimidine kinase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"138","BXY_06100","","(GenBank) [Acyl-carrier-protein] S-malonyltransferase","Fatty acid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"139","BXY_06120","","(GenBank) succinyl-CoA synthetase (ADP-forming) beta subunit","Citrate cycle (TCA cycle), Propanoate metabolism, C5-Branched dibasic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"140","BXY_06130","","(GenBank) succinyl-CoA synthetase (ADP-forming) alpha subunit","Citrate cycle (TCA cycle), Propanoate metabolism, C5-Branched dibasic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"141","BXY_06150","","(GenBank) L-glutamine synthetase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Glyoxylate and dicarboxylate metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids, Two-component system"
"142","BXY_06320","","(GenBank) hypothetical protein","Other glycan degradation"
"143","BXY_06560","","(GenBank) Major Facilitator Superfamily.","beta-Lactam resistance"
"144","BXY_06700","","(GenBank) Fe2+-dicitrate sensor, membrane component","Two-component system"
"145","BXY_06780","","(GenBank) Nucleoside-diphosphate-sugar epimerases","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"146","BXY_06960","","(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase III","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"147","BXY_T_49360","","(GenBank) BXY_T_49360","Aminoacyl-tRNA biosynthesis"
"148","BXY_06990","","(GenBank) Acetyltransferases, including N-acetylases of ribosomal proteins","Arginine and proline metabolism, Metabolic pathways"
"149","BXY_07090","","(GenBank) lipoate-protein ligase B","Lipoic acid metabolism, Metabolic pathways, Biosynthesis of cofactors"
"150","BXY_07310","","(GenBank) D-3-phosphoglycerate dehydrogenase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"151","BXY_07320","","(GenBank) phosphoserine aminotransferase apoenzyme","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"152","BXY_T_48920","","(GenBank) BXY_T_48920","Aminoacyl-tRNA biosynthesis"
"153","BXY_07790","","(GenBank) monofunctional biosynthetic peptidoglycan transglycosylase","Peptidoglycan biosynthesis, Metabolic pathways"
"154","BXY_07850","","(GenBank) UDP-N-acetylglucosamine 2-epimerase","Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars, Two-component system"
"155","BXY_07900","","(GenBank) Lactate dehydrogenase and related dehydrogenases","Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"156","BXY_07910","","(GenBank) cytochrome bd quinol oxidase subunit 2 apoprotein","Oxidative phosphorylation, Two-component system"
"157","BXY_07920","","(GenBank) cytochrome bd quinol oxidase subunit 1 apoprotein","Oxidative phosphorylation, Two-component system"
"158","BXY_07940","","(GenBank) Outer membrane protein","beta-Lactam resistance, Cationic antimicrobial peptide (CAMP) resistance, Two-component system, Bacterial secretion system"
"159","BXY_08040","","(GenBank) N-acetylmuramoyl-L-alanine amidase","Cationic antimicrobial peptide (CAMP) resistance"
"160","BXY_08450","","(GenBank) NAD dependent epimerase/dehydratase family.","Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"161","BXY_R_49400","5S","(GenBank) 5S ribosomal RNA","Ribosome"
"162","BXY_08740","","(GenBank) single-strand binding protein","DNA replication, Mismatch repair, Homologous recombination"
"163","BXY_08890","","(GenBank) 6-phosphogluconolactonase","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"164","BXY_08900","","(GenBank) glucose-6-phosphate 1-dehydrogenase","Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"165","BXY_08910","","(GenBank) 6-phosphogluconate dehydrogenase (decarboxylating)","Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"166","BXY_08950","","(GenBank) Nucleoside-diphosphate-sugar epimerases","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"167","BXY_08970","","(GenBank) Long-chain acyl-CoA synthetases (AMP-forming)","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism, Quorum sensing"
"168","BXY_T_48930","","(GenBank) BXY_T_48930","Aminoacyl-tRNA biosynthesis"
"169","BXY_T_48940","","(GenBank) BXY_T_48940","Aminoacyl-tRNA biosynthesis"
"170","BXY_09100","","(GenBank) 5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases","Purine metabolism, Pyrimidine metabolism, Metabolic pathways"
"171","BXY_09310","","(GenBank) N-acetyl-beta-hexosaminidase","Other glycan degradation, Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism, Metabolic pathways"
"172","BXY_09320","","(GenBank) N-acetyl-beta-hexosaminidase","Other glycan degradation, Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism, Metabolic pathways"
"173","BXY_09330","","(GenBank) beta-mannosidase","Other glycan degradation"
"174","BXY_09340","","(GenBank) BNR/Asp-box repeat.","Other glycan degradation, Sphingolipid metabolism, Metabolic pathways"
"175","BXY_09350","","(GenBank) K+-transporting ATPase, KdpA","Two-component system"
"176","BXY_09360","","(GenBank) K+-transporting ATPase, B subunit","Two-component system"
"177","BXY_09370","","(GenBank) K+-transporting ATPase, C subunit","Two-component system"
"178","BXY_09400","","(GenBank) Universal stress protein family./Osmosensitive K+ channel His kinase sensor domain.","Two-component system"
"179","BXY_09530","","(GenBank) Fe2+-dicitrate sensor, membrane component","Two-component system"
"180","BXY_09550","","(GenBank) GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"181","BXY_09700","","(GenBank) hypothetical protein","Cationic antimicrobial peptide (CAMP) resistance, Two-component system"
"182","BXY_T_49320","","(GenBank) BXY_T_49320","Aminoacyl-tRNA biosynthesis"
"183","BXY_09770","","(GenBank) Predicted permeases","ABC transporters"
