"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"63",NA,NA,NA,"A0A290QJJ3",NA,NA,NA
"64",NA,NA,NA,"A0A290QJD9",NA,NA,NA
"65",NA,NA,NA,"A0A290QU62",NA,NA,NA
"66",NA,NA,NA,"A0A290QK07",NA,NA,NA
"67",NA,NA,NA,"A0A290QFT4",NA,NA,NA
"68",NA,NA,NA,"A0A290QKD0",NA,NA,NA
"69",NA,NA,NA,"A0A290QDX9",NA,NA,NA
"70",NA,NA,NA,"A0A290QPX4",NA,NA,NA
"71",NA,NA,NA,"A0A290QGN5",NA,NA,NA
"72",NA,NA,NA,"A0A290QLX6",NA,NA,NA
"73",NA,NA,NA,"A0A290QP83",NA,NA,NA
"74",NA,NA,NA,"A0A290QSQ3",NA,NA,NA
"75",NA,NA,NA,"A0A290QFK6",NA,NA,NA
"76",NA,NA,NA,"A0A290QHT9",NA,NA,NA
"77",NA,NA,NA,"A0A290QPM6",NA,NA,NA
"78",NA,NA,NA,"A0A290QIU2",NA,NA,NA
"79",NA,NA,NA,"A0A290QNS4",NA,NA,NA
"80",NA,NA,NA,"A0A290QNX1",NA,NA,NA
"81",NA,NA,NA,"V6BVZ3",NA,NA,NA
"82",NA,NA,NA,"A0A290QJY3",NA,NA,NA
"83",NA,NA,NA,"A0A290QJB8",NA,NA,NA
"84",NA,NA,NA,"A0A290QQ44",NA,NA,NA
"85",NA,NA,NA,"A0A290QNQ6","kinase activity [GO:0016301]",NA,NA
"86",NA,NA,NA,"A0A290QTR4","ribosome [GO:0005840]",NA,NA
"87",NA,NA,NA,"A0A290QPZ3",NA,NA,NA
"88",NA,NA,NA,"A0A290QDV6","kinase activity [GO:0016301]",NA,NA
"89",NA,NA,NA,"A0A290QT48","ligase activity [GO:0016874]",NA,NA
"90",NA,NA,NA,"A0A290QLT6","glycosyltransferase activity [GO:0016757]",NA,NA
"91",NA,NA,NA,"A0A290QR72",NA,NA,NA
"92",NA,NA,NA,"A0A290QJA1",NA,NA,NA
"93",NA,NA,NA,"A0A290QFT9","translation initiation factor activity [GO:0003743]",NA,NA
"94",NA,NA,NA,"A0A290QM53",NA,NA,NA
"95",NA,NA,NA,"A0A290QF76",NA,NA,NA
"96",NA,NA,NA,"A0A290QEC1","ribosome [GO:0005840]",NA,NA
"97",NA,NA,NA,"A0A290QDZ2",NA,NA,NA
"98",NA,NA,NA,"A0A290QN04",NA,NA,NA
"99",NA,NA,NA,"A0A290QG66","DNA binding [GO:0003677]",NA,NA
"100",NA,NA,NA,"A0A290QQ50",NA,NA,NA
"101",NA,NA,NA,"A0A290QUV4",NA,NA,NA
"102",NA,NA,NA,"A0A290QH84","ligase activity [GO:0016874]",NA,NA
"103",NA,NA,NA,"A0A290QP16",NA,NA,NA
"104",NA,NA,NA,"A0A290QNV4",NA,NA,NA
"105",NA,NA,NA,"A0A290QCM7",NA,NA,NA
"106",NA,NA,NA,"A0A290QHB6",NA,NA,NA
"107",NA,NA,NA,"A0A290QI94","transferase activity [GO:0016740]",NA,NA
"108",NA,NA,NA,"A0A290QVQ7","oxidoreductase activity [GO:0016491]",NA,NA
"109",NA,NA,NA,"A0A290QHK1",NA,NA,NA
"110",NA,NA,NA,"A0A290QPT4","glycosyltransferase activity [GO:0016757]",NA,NA
"111",NA,NA,NA,"A0A290QL51",NA,NA,NA
"112",NA,NA,NA,"A0A290QIK7",NA,NA,NA
"113",NA,NA,NA,"A0A290QL13","acyltransferase activity [GO:0016746]",NA,NA
"114",NA,NA,NA,"A0A290QPL6",NA,NA,NA
"115",NA,NA,NA,"A0A290QJ67","ribosome [GO:0005840]",NA,NA
"116",NA,NA,NA,"A0A290QDL0","hydrolase activity [GO:0016787]",NA,NA
"117",NA,NA,NA,"A0A290QIR4",NA,NA,NA
"118",NA,NA,NA,"A0A290QII3","transferase activity [GO:0016740]",NA,NA
"119",NA,NA,NA,"A0A290QKY6",NA,NA,NA
"120",NA,NA,NA,"A0A290QLF7",NA,NA,NA
"121",NA,NA,NA,"A0A290QGR1","isomerase activity [GO:0016853]",NA,NA
"122",NA,NA,NA,"A0A290QU56","DNA binding [GO:0003677]",NA,NA
"123",NA,NA,NA,"A0A290QSC8",NA,NA,NA
"124",NA,NA,NA,"A0A290QJX7",NA,NA,NA
"125",NA,NA,NA,"A0A290QLZ5",NA,NA,NA
"126",NA,NA,NA,"A0A290QKN2","ligase activity [GO:0016874]",NA,NA
"127",NA,NA,NA,"A0A290QJ57","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA,NA
"128",NA,NA,NA,"A0A290QT16",NA,NA,NA
"129",NA,NA,NA,"A0A290QGD7",NA,NA,NA
"130",NA,NA,NA,"A0A290QV60",NA,NA,NA
"131",NA,NA,NA,"A0A290QD81",NA,NA,NA
"132",NA,NA,NA,"A0A290QN60",NA,NA,NA
"133",NA,NA,NA,"A0A290QIK9",NA,NA,NA
"134",NA,NA,NA,"A0A290QHV2","kinase activity [GO:0016301]",NA,NA
"135",NA,NA,NA,"A0A290QKF1",NA,NA,NA
"136",NA,NA,NA,"A0A290QV01",NA,NA,NA
"137",NA,NA,NA,"A0A290QMB7",NA,NA,NA
"138",NA,NA,NA,"A0A290QGF3","ribosome [GO:0005840]",NA,NA
"139",NA,NA,NA,"A0A290QNB1",NA,NA,NA
"140",NA,NA,NA,"A0A290QIR7","ribosome [GO:0005840]",NA,NA
"141",NA,NA,NA,"A0A290QSH0","peptidase activity [GO:0008233]",NA,NA
"142",NA,NA,NA,"A0A290QGD5",NA,NA,NA
"143",NA,NA,NA,"A0A290QUT5",NA,NA,NA
"144",NA,NA,NA,"A0A290QCS2",NA,NA,NA
"145",NA,NA,NA,"A0A290QFW1",NA,NA,NA
"146",NA,NA,NA,"A0A290QHM0",NA,NA,NA
"147",NA,NA,NA,"A0A290QLA6","transferase activity [GO:0016740]",NA,NA
"148",NA,NA,NA,"A0A290QGP2",NA,NA,NA
"149",NA,NA,NA,"A0A290QKZ4",NA,NA,NA
"150",NA,NA,NA,"A0A290QGZ4","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA,NA
"151",NA,NA,NA,"A0A290QK92","hydrolase activity [GO:0016787]",NA,NA
"152",NA,NA,NA,"A0A290QR68",NA,NA,NA
"153",NA,NA,NA,"A0A290QVM6",NA,NA,NA
"154",NA,NA,NA,"A0A290QIQ1",NA,NA,NA
"155",NA,NA,NA,"A0A290QKQ4",NA,NA,NA
"156",NA,NA,NA,"A0A290QNQ7",NA,NA,NA
"157",NA,NA,NA,"A0A290QLA7",NA,NA,NA
"158",NA,NA,NA,"A0A290QFM6",NA,NA,NA
"159",NA,NA,NA,"A0A290QHN2","transferase activity [GO:0016740]",NA,NA
"160",NA,NA,NA,"A0A290QFF7",NA,NA,NA
"161",NA,NA,NA,"A0A290QK96","peptidase activity [GO:0008233]",NA,NA
"162",NA,NA,NA,"A0A290QG70",NA,NA,NA
"163",NA,NA,NA,"A0A290QLG7",NA,NA,NA
"164",NA,NA,NA,"A0A290QEZ2",NA,NA,NA
"165",NA,NA,NA,"A0A290QFY7",NA,NA,NA
"166",NA,NA,NA,"A0A290QIW9",NA,NA,NA
"167",NA,NA,NA,"A0A290QT06",NA,NA,NA
"168",NA,NA,NA,"A0A290QKE0",NA,NA,NA
"169",NA,NA,NA,"A0A290QIZ5",NA,NA,NA
"170",NA,NA,NA,"A0A290QER0",NA,NA,NA
"171",NA,NA,NA,"A0A290QLC8",NA,NA,NA
"172",NA,NA,NA,"A0A290QK35","ribosome [GO:0005840]",NA,NA
"173",NA,NA,NA,"A0A290QTF8",NA,NA,NA
"174",NA,NA,NA,"A0A290QH85",NA,NA,NA
"175",NA,NA,NA,"A0A290QTR9",NA,NA,NA
"176",NA,NA,NA,"A0A290QI67",NA,NA,NA
"177",NA,NA,NA,"A0A290QIA6",NA,NA,NA
"178",NA,NA,NA,"A0A290QMW0",NA,NA,NA
"179",NA,NA,NA,"A0A290QK64","ribosome [GO:0005840]",NA,NA
"180",NA,NA,NA,"A0A290QF60",NA,NA,NA
"181",NA,NA,NA,"A0A290QHC0",NA,NA,NA
"182",NA,NA,NA,"A0A290QJW7",NA,NA,NA
"183",NA,NA,NA,"A0A290QNE3",NA,NA,NA
"184",NA,NA,NA,"A0A290QKQ1",NA,NA,NA
"185",NA,NA,NA,"A0A290QKA2",NA,NA,NA
"186",NA,NA,NA,"A0A290QMM7",NA,NA,NA
"187",NA,NA,NA,"A0A290QKD7",NA,NA,NA
"188",NA,NA,NA,"A0A290QEZ4","kinase activity [GO:0016301]",NA,NA
"189",NA,NA,NA,"A0A290QN33","isomerase activity [GO:0016853]",NA,NA
"190",NA,NA,NA,"A0A290QJP3",NA,NA,NA
"191",NA,NA,NA,"A0A290QTN3",NA,NA,NA
"192",NA,NA,NA,"A0A290QW36",NA,NA,NA
"193",NA,NA,NA,"A0A290QLA2",NA,NA,NA
"194",NA,NA,NA,"A0A290QT68",NA,NA,NA
"195",NA,NA,NA,"A0A290QQ57",NA,NA,NA
"196",NA,NA,NA,"A0A290QP92","ribosome [GO:0005840]",NA,NA
"197",NA,NA,NA,"A0A290QLQ3",NA,NA,NA
"198",NA,NA,NA,"A0A290QVH4",NA,NA,NA
"199",NA,NA,NA,"A0A290QT05",NA,NA,NA
"200",NA,NA,NA,"A0A290QEY0",NA,NA,NA
"201",NA,NA,NA,"A0A290QG18",NA,NA,NA
"202",NA,NA,NA,"A0A290QMW6",NA,NA,NA
"203",NA,NA,NA,"A0A290QIS1",NA,NA,NA
"204",NA,NA,NA,"A0A290QIY0",NA,NA,NA
"205",NA,NA,NA,"A0A290QHI9",NA,NA,NA
"206",NA,NA,NA,"A0A290QGV3",NA,NA,NA
"207",NA,NA,NA,"A0A290QQM8",NA,NA,NA
"208",NA,NA,NA,"A0A290QDU5",NA,NA,NA
"209",NA,NA,NA,"A0A290QE97","ligase activity [GO:0016874]",NA,NA
"210",NA,NA,NA,"A0A290QHE2",NA,NA,NA
"211",NA,NA,NA,"A0A290QMG4",NA,NA,NA
"212",NA,NA,NA,"A0A290QIB4",NA,NA,NA
"213",NA,NA,NA,"A0A290QR44",NA,NA,NA
"214",NA,NA,NA,"A0A290QIC1",NA,NA,NA
"215",NA,NA,NA,"A0A290QLI9",NA,NA,NA
"216",NA,NA,NA,"A0A290QT77",NA,NA,NA
"217",NA,NA,NA,"A0A290QF79","nucleotidyltransferase activity [GO:0016779]",NA,NA
"218",NA,NA,NA,"A0A290QJ66",NA,NA,NA
"219",NA,NA,NA,"A0A290QKJ4",NA,NA,NA
"220",NA,NA,NA,"A0A290QHU2",NA,NA,NA
"221",NA,NA,NA,"A0A290QDI0",NA,NA,NA
"222",NA,NA,NA,"A0A290QRK5","kinase activity [GO:0016301]",NA,NA
"223",NA,NA,NA,"A0A290QIB5",NA,NA,NA
"224",NA,NA,NA,"A0A290QP50",NA,NA,NA
"225",NA,NA,NA,"A0A290QGI4","kinase activity [GO:0016301]",NA,NA
"226",NA,NA,NA,"A0A290QGW9",NA,NA,NA
"227",NA,NA,NA,"A0A290QEV5",NA,NA,NA
"228",NA,NA,NA,"A0A290QNC3",NA,NA,NA
"229",NA,NA,NA,"A0A290QNT6",NA,NA,NA
"230",NA,NA,NA,"A0A290QMS7",NA,NA,NA
"231",NA,NA,NA,"A0A290QF78",NA,NA,NA
"232",NA,NA,NA,"A0A290QPU9",NA,NA,NA
"233",NA,NA,NA,"A0A290QSA1","transferase activity [GO:0016740]",NA,NA
"234",NA,NA,NA,"A0A290QMX4","isomerase activity [GO:0016853]",NA,NA
"235",NA,NA,NA,"A0A290QJH9",NA,NA,NA
"236",NA,NA,NA,"A0A290QRP1",NA,NA,NA
"237",NA,NA,NA,"A0A290QN76",NA,NA,NA
"238",NA,NA,NA,"A0A290QSF3",NA,NA,NA
"239",NA,NA,NA,"A0A290QLT1",NA,NA,NA
"240",NA,NA,NA,"A0A290QER3","DNA binding [GO:0003677]",NA,NA
"241",NA,NA,NA,"A0A290QLF0",NA,NA,NA
"242",NA,NA,NA,"A0A290QDR5",NA,NA,NA
"243",NA,NA,NA,"A0A290QSA2",NA,NA,NA
"244",NA,NA,NA,"A0A290QN24",NA,NA,NA
"245",NA,NA,NA,"A0A290QNQ3",NA,NA,NA
"246",NA,NA,NA,"A0A290QJH3",NA,NA,NA
"247",NA,NA,NA,"A0A290QDB7","carbohydrate transport [GO:0008643]",NA,NA
"248",NA,NA,NA,"A0A290QKQ6","peptidase activity [GO:0008233]",NA,NA
"249",NA,NA,NA,"A0A290QNJ6",NA,NA,NA
"250",NA,NA,NA,"A0A290QI56",NA,NA,NA
"251",NA,NA,NA,"A0A290QV97",NA,NA,NA
"252",NA,NA,NA,"A0A290QKL9",NA,NA,NA
"253",NA,NA,NA,"A0A290QJH4",NA,NA,NA
"254",NA,NA,NA,"A0A290QDG9",NA,NA,NA
"255",NA,NA,NA,"A0A290QHZ8",NA,NA,NA
"256",NA,NA,NA,"A0A290QGZ8","ribosome [GO:0005840]",NA,NA
"257",NA,NA,NA,"A0A290QUC4",NA,NA,NA
"258",NA,NA,NA,"A0A290QQ52",NA,NA,NA
"259",NA,NA,NA,"A0A290QJY0",NA,NA,NA
"260",NA,NA,NA,"A0A290QK44","glycosyltransferase activity [GO:0016757]",NA,NA
"261",NA,NA,NA,"A0A290QPF4",NA,NA,NA
"262",NA,NA,NA,"A0A290QJW3","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA,NA
"263",NA,NA,NA,"A0A290QEJ4",NA,NA,NA
"264",NA,NA,NA,"A0A290QG03","transferase activity [GO:0016740]",NA,NA
"265",NA,NA,NA,"A0A290QL46",NA,NA,NA
"266",NA,NA,NA,"A0A290QTV6","transferase activity [GO:0016740]",NA,NA
"267",NA,NA,NA,"A0A290QDF1",NA,NA,NA
"268",NA,NA,NA,"A0A290QF18",NA,NA,NA
"269",NA,NA,NA,"A0A290QJE9",NA,NA,NA
"270",NA,NA,NA,"A0A290QQB9","ligase activity [GO:0016874]",NA,NA
"271",NA,NA,NA,"A0A290QRV2",NA,NA,NA
"272",NA,NA,NA,"A0A290QE19","kinase activity [GO:0016301]",NA,NA
"273",NA,NA,NA,"A0A290QJJ9","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA,NA
"274",NA,NA,NA,"A0A290QH37","transferase activity [GO:0016740]",NA,NA
"275",NA,NA,NA,"A0A290QD49",NA,NA,NA
"276",NA,NA,NA,"A0A290QE70",NA,NA,NA
"277",NA,NA,NA,"A0A290QKW1",NA,NA,NA
"278",NA,NA,NA,"A0A290QSH9","ATP binding [GO:0005524]",NA,NA
"279",NA,NA,NA,"A0A290QIC3",NA,NA,NA
"280",NA,NA,NA,"A0A290QP20",NA,NA,NA
"281",NA,NA,NA,"A0A290QNE1",NA,NA,NA
"282",NA,NA,NA,"A0A290QJY5",NA,NA,NA
"283",NA,NA,NA,"A0A290QKF8",NA,NA,NA
"284",NA,NA,NA,"A0A290QE28","hydrolase activity [GO:0016787]",NA,NA
"285",NA,NA,NA,"A0A290QQY9","peptidase activity [GO:0008233]",NA,NA
"286",NA,NA,NA,"A0A290QLE9","kinase activity [GO:0016301]",NA,NA
"287",NA,NA,NA,"A0A290QRV8",NA,NA,NA
"288",NA,NA,NA,"A0A290QI22","peptidase activity [GO:0008233]",NA,NA
"289",NA,NA,NA,"A0A290QNZ9","hydrolase activity [GO:0016787]",NA,NA
"290",NA,NA,NA,"A0A290QEQ3","DNA binding [GO:0003677]",NA,NA
"291",NA,NA,NA,"A0A290QEN5",NA,NA,NA
"292",NA,NA,NA,"A0A290QQ16",NA,NA,NA
"293",NA,NA,NA,"A0A290QQJ8",NA,NA,NA
"294",NA,NA,NA,"A0A290QIR9",NA,NA,NA
"295",NA,NA,NA,"A0A290QNH1",NA,NA,NA
"296",NA,NA,NA,"A0A290QE59","hydrolase activity [GO:0016787]",NA,NA
"297",NA,NA,NA,"A0A290QN38","helicase activity [GO:0004386]",NA,NA
"298",NA,NA,NA,"A0A290QNB0","integral component of membrane [GO:0016021]",NA,NA
"299",NA,NA,NA,"A0A290QH21",NA,NA,NA
"300",NA,NA,NA,"A0A290QNC5",NA,NA,NA
"301",NA,NA,NA,"A0A290QQV5",NA,NA,NA
"302",NA,NA,NA,"A0A290QRQ6",NA,NA,NA
"303",NA,NA,NA,"A0A290QI12",NA,NA,NA
"304",NA,NA,NA,"A0A290QP61",NA,NA,NA
"305",NA,NA,NA,"A0A290QVJ2",NA,NA,NA
"306",NA,NA,NA,"A0A290QH70","ligase activity [GO:0016874]",NA,NA
"307",NA,NA,NA,"A0A290QMR2",NA,NA,NA
"308",NA,NA,NA,"A0A290QM69","ribosome [GO:0005840]",NA,NA
"309",NA,NA,NA,"A0A290QNJ9",NA,NA,NA
"310",NA,NA,NA,"A0A290QP13",NA,NA,NA
"311",NA,NA,NA,"A0A290QWA9",NA,NA,NA
"312",NA,NA,NA,"A0A290QQZ6","hydrolase activity [GO:0016787]",NA,NA
"313",NA,NA,NA,"A0A290QHR0","ribosome [GO:0005840]",NA,NA
"314",NA,NA,NA,"A0A290QKA3",NA,NA,NA
"315",NA,NA,NA,"A0A290QRA5",NA,NA,NA
"316",NA,NA,NA,"A0A290QHR8","peptidase activity [GO:0008233]",NA,NA
"317",NA,NA,NA,"A0A290QKZ6",NA,NA,NA
"318",NA,NA,NA,"A0A290QK23",NA,NA,NA
"319",NA,NA,NA,"A0A290QVA9","DNA binding [GO:0003677]",NA,NA
"320",NA,NA,NA,"A0A290QDC6",NA,NA,NA
"321",NA,NA,NA,"A0A290QRU0",NA,NA,NA
"322",NA,NA,NA,"A0A290QMA9",NA,NA,NA
"323",NA,NA,NA,"A0A290QPL8","kinase activity [GO:0016301]",NA,NA
"324",NA,NA,NA,"A0A290QEH2",NA,NA,NA
"325",NA,NA,NA,"A0A290QI61",NA,NA,NA
"326",NA,NA,NA,"A0A290QR62",NA,NA,NA
"327",NA,NA,NA,"A0A290QNA2",NA,NA,NA
"328",NA,NA,NA,"A0A290QEN7",NA,NA,NA
"329",NA,NA,NA,"A0A290QG17",NA,NA,NA
"330",NA,NA,NA,"A0A290QQ30",NA,NA,NA
"331",NA,NA,NA,"A0A290QKQ3","translation elongation factor activity [GO:0003746]",NA,NA
"332",NA,NA,NA,"A0A290QIA3",NA,NA,NA
"333",NA,NA,NA,"A0A290QK79",NA,NA,NA
"334",NA,NA,NA,"A0A290QSK7",NA,NA,NA
"335",NA,NA,NA,"A0A290QHI4",NA,NA,NA
"336",NA,NA,NA,"A0A290QFF1",NA,NA,NA
"337",NA,NA,NA,"A0A290QFD6","ligase activity [GO:0016874]",NA,NA
"338",NA,NA,NA,"A0A290QKZ9","transferase activity [GO:0016740]",NA,NA
"339",NA,NA,NA,"A0A290QFI8",NA,NA,NA
"340",NA,NA,NA,"A0A290QIF4",NA,NA,NA
"341",NA,NA,NA,"A0A290QDZ1",NA,NA,NA
"342",NA,NA,NA,"A0A290QNM0",NA,NA,NA
"343",NA,NA,NA,"A0A290QVU1",NA,NA,NA
"344",NA,NA,NA,"A0A290QM45","acyltransferase activity [GO:0016746]",NA,NA
"345",NA,NA,NA,"A0A290QH31",NA,NA,NA
"346",NA,NA,NA,"A0A290QS14",NA,NA,NA
"347",NA,NA,NA,"A0A290QQY0",NA,NA,NA
"348",NA,NA,NA,"A0A290QF68",NA,NA,NA
"349",NA,NA,NA,"A0A290QT44",NA,NA,NA
"350",NA,NA,NA,"A0A290QF05",NA,NA,NA
"351",NA,NA,NA,"A0A290QCT8",NA,NA,NA
"352",NA,NA,NA,"A0A290QV88","ATP binding [GO:0005524]",NA,NA
"353",NA,NA,NA,"A0A290QGE0","ligase activity [GO:0016874]",NA,NA
"354",NA,NA,NA,"A0A290QIF7",NA,NA,NA
"355",NA,NA,NA,"A0A290QPE7",NA,NA,NA
"356",NA,NA,NA,"A0A290QRG2",NA,NA,NA
"357",NA,NA,NA,"A0A290QHA5",NA,NA,NA
"358",NA,NA,NA,"A0A290QLK9",NA,NA,NA
"359",NA,NA,NA,"A0A290QJ36",NA,NA,NA
"360",NA,NA,NA,"A0A290QTG5","ligase activity [GO:0016874]",NA,NA
"361",NA,NA,NA,"A0A290QJL3","hydrolase activity [GO:0016787]",NA,NA
"362",NA,NA,NA,"A0A290QED1","translation elongation factor activity [GO:0003746]",NA,NA
"363",NA,NA,NA,"A0A290QHB4",NA,NA,NA
"364",NA,NA,NA,"A0A290QWD7",NA,NA,NA
"365",NA,NA,NA,"A0A290QGA0",NA,NA,NA
"366",NA,NA,NA,"A0A290QIW8",NA,NA,NA
"367",NA,NA,NA,"A0A290QQV4",NA,NA,NA
"368",NA,NA,NA,"A0A290QK90",NA,NA,NA
"369",NA,NA,NA,"A0A290QDQ2","ribosome [GO:0005840]",NA,NA
"370",NA,NA,NA,"A0A290QLU9","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA,NA
"371",NA,NA,NA,"A0A290QR03",NA,NA,NA
"372",NA,NA,NA,"A0A290QS10","ligase activity [GO:0016874]",NA,NA
"373",NA,NA,NA,"A0A290QPK8",NA,NA,NA
"374",NA,NA,NA,"A0A290QJ08",NA,NA,NA
"375",NA,NA,NA,"A0A290QIB3",NA,NA,NA
"376",NA,NA,NA,"A0A290QNB3",NA,NA,NA
"377",NA,NA,NA,"A0A290QSB2","transferase activity [GO:0016740]",NA,NA
"378",NA,NA,NA,"A0A290QQC7","ligase activity [GO:0016874]",NA,NA
"379",NA,NA,NA,"A0A290QGU3",NA,NA,NA
"380",NA,NA,NA,"A0A290QLR2",NA,NA,NA
"381",NA,NA,NA,"A0A290QHP6",NA,NA,NA
"382",NA,NA,NA,"A0A290QIM0",NA,NA,NA
"383",NA,NA,NA,"A0A290QDU4",NA,NA,NA
"384",NA,NA,NA,"A0A290QP26","ligase activity [GO:0016874]",NA,NA
"385",NA,NA,NA,"A0A290QEA1",NA,NA,NA
"386",NA,NA,NA,"A0A290QP74",NA,NA,NA
"387",NA,NA,NA,"A0A290QKT9",NA,NA,NA
"388",NA,NA,NA,"A0A290QKN7",NA,NA,NA
"389",NA,NA,NA,"A0A290QFQ0",NA,NA,NA
"390",NA,NA,NA,"A0A290QPG2","ribosome [GO:0005840]",NA,NA
"391",NA,NA,NA,"A0A290QT25",NA,NA,NA
"392",NA,NA,NA,"A0A290QMN2",NA,NA,NA
"393",NA,NA,NA,"A0A290QHC2","ligase activity [GO:0016874]",NA,NA
"394",NA,NA,NA,"A0A290QR16",NA,NA,NA
"395",NA,NA,NA,"A0A290QMB2",NA,NA,NA
"396",NA,NA,NA,"A0A290QMF9","ATP binding [GO:0005524]",NA,NA
"397",NA,NA,NA,"A0A290QIV6",NA,NA,NA
"398",NA,NA,NA,"A0A290QIZ6",NA,NA,NA
"399",NA,NA,NA,"A0A290QRW0","ribosome [GO:0005840]",NA,NA
"400",NA,NA,NA,"A0A290QW43",NA,NA,NA
"401",NA,NA,NA,"A0A290QMZ3",NA,NA,NA
"402",NA,NA,NA,"A0A290QEU6",NA,NA,NA
"403",NA,NA,NA,"A0A290QJZ0",NA,NA,NA
"404",NA,NA,NA,"A0A290QUL4",NA,NA,NA
"405",NA,NA,NA,"A0A290QPJ4","ribosome [GO:0005840]",NA,NA
"406",NA,NA,NA,"A0A290QJR4",NA,NA,NA
