"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"39","U769_00565","","(GenBank) cysteine synthase","Oxidative phosphorylation, Metabolic pathways"
"40","U769_00570","","(GenBank) MFS transporter","Oxidative phosphorylation, Metabolic pathways"
"41","U769_00590","","(GenBank) cytochrome B561","Oxidative phosphorylation, Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Two-component system"
"42","U769_00595","","(GenBank) protoheme IX farnesyltransferase","Oxidative phosphorylation, Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"43","U769_00625","","(GenBank) C4-dicarboxylate ABC transporter","Two-component system"
"44","U769_00680","","(GenBank) methylmalonate-semialdehyde dehydrogenase","Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Inositol phosphate metabolism, Propanoate metabolism, Metabolic pathways, Carbon metabolism"
"45","U769_00690","","(GenBank) omega amino acid--pyruvate aminotransferase","Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Propanoate metabolism, Metabolic pathways"
"46","U769_00700","","(GenBank) guanine deaminase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"47","U769_00705","","(GenBank) ribose ABC transporter ATPase","ABC transporters"
"48","U769_00710","","(GenBank) sugar ABC transporter permease","ABC transporters"
"49","U769_00715","","(GenBank) ABC transporter permease","ABC transporters"
"50","U769_00730","","(GenBank) polyphosphate kinase","Oxidative phosphorylation, RNA degradation"
"51","U769_00760","","(GenBank) ABC transporter substrate-binding protein","ABC transporters"
"52","U769_00770","","(GenBank) adenine deaminase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"53","U769_00780","","(GenBank) iron dicitrate transporter FecR","Two-component system"
"54","U769_00795","","(GenBank) protocatechuate 3,4-dioxygenase subunit beta","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"55","U769_00800","","(GenBank) protocatechuate 3,4-dioxygenase subunit alpha","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"56","U769_00845","","(GenBank) gamma-glutamyltransferase","Taurine and hypotaurine metabolism, Cyanoamino acid metabolism, Glutathione metabolism, Metabolic pathways"
"57","U769_00870","","(GenBank) diguanylate cyclase","Biofilm formation - Pseudomonas aeruginosa"
"58","U769_00890","","(GenBank) chemotaxis protein","Two-component system, Bacterial chemotaxis"
"59","U769_00895","","(GenBank) chemotaxis protein CheD","Bacterial chemotaxis"
"60","U769_00900","","(GenBank) chemotaxis protein CheR","Two-component system, Bacterial chemotaxis"
"61","U769_00905","","(GenBank) chemotaxis protein","Two-component system, Bacterial chemotaxis"
"62","U769_00910","","(GenBank) purine-binding chemotaxis protein","Two-component system, Bacterial chemotaxis"
"63","U769_00915","","(GenBank) chemotaxis protein A","Two-component system, Bacterial chemotaxis"
"64","U769_00920","","(GenBank) Fis family transcriptional regulator","Two-component system, Bacterial chemotaxis"
"65","U769_00925","","(GenBank) hypothetical protein","Two-component system, Bacterial chemotaxis"
"66","U769_00935","","(GenBank) 3-ketoacyl-ACP reductase","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"67","U769_00945","","(GenBank) sulfonate ABC transporter ATP-binding protein","Sulfur metabolism, ABC transporters"
"68","U769_00950","","(GenBank) ABC transporter permease","Sulfur metabolism, ABC transporters"
"69","U769_00955","","(GenBank) nitrate ABC transporter substrate-binding protein","Sulfur metabolism, ABC transporters"
"70","U769_00960","","(GenBank) porin","beta-Lactam resistance, Two-component system"
"71","U769_00965","","(GenBank) acid phosphatase","Riboflavin metabolism, Metabolic pathways, Two-component system"
"72","U769_00990","","(GenBank) NAD(P) transhydrogenase subunit alpha","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"73","U769_00995","","(GenBank) NAD(P) transhydrogenase","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"74","U769_01000","","(GenBank) NAD synthetase","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"75","U769_01095","","(GenBank) aldehyde dehydrogenase","Arginine and proline metabolism, Metabolic pathways"
"76","U769_01105","","(GenBank) aminotransferase","Arginine and proline metabolism, Metabolic pathways"
"77","U769_01110","","(GenBank) spermidine/putrescine ABC transporter substrate-binding protein","Quorum sensing"
"78","U769_01115","","(GenBank) dihydrodipicolinate synthase","Monobactam biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"79","U769_01120","","(GenBank) aldolase","Pentose and glucuronate interconversions, Fructose and mannose metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"80","U769_01130","","(GenBank) 3-oxoadipate:succinyl-CoA transferase subunit A","Styrene degradation, Butanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"81","U769_01135","","(GenBank) 3-oxoadipate:succinyl-CoA transferase subunit B","Styrene degradation, Butanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"82","U769_01140","","(GenBank) acetyl-CoA acetyltransferase","Benzoate degradation, Microbial metabolism in diverse environments"
"83","U769_01150","","(GenBank) 3-carboxy-cis,cis-muconate cycloisomerase","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"84","U769_01155","","(GenBank) 3-oxoadipate enol-lactonase","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"85","U769_01160","","(GenBank) 4-carboxymuconolactone decarboxylase","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"86","U769_01215","","(GenBank) 4-hydroxyphenylpyruvate dioxygenase","Ubiquinone and other terpenoid-quinone biosynthesis, Tyrosine metabolism, Phenylalanine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"87","U769_01225","","(GenBank) shikimate 5-dehydrogenase","Phenylalanine, tyrosine and tryptophan biosynthesis, Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"88","U769_01230","","(GenBank) 3-dehydroquinate dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"89","U769_01240","","(GenBank) 4-hydroxybenzoate 3-monooxygenase","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"90","U769_01288","","(GenBank) DNA-cytosine methyltransferase","Cysteine and methionine metabolism, Metabolic pathways"
"91","U769_01355","","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"92","U769_01360","gabD","(GenBank) succinate-semialdehyde dehdyrogenase","Alanine, aspartate and glutamate metabolism, Lysine degradation, Tyrosine metabolism, Butanoate metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"93","U769_01365","","(GenBank) 4-aminobutyrate aminotransferase","Alanine, aspartate and glutamate metabolism, Lysine degradation, Butanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"94","U769_01410","","(GenBank) Crp/Fnr family transcriptional regulator","Two-component system, Quorum sensing, Biofilm formation - Pseudomonas aeruginosa"
"95","U769_01435","","(GenBank) sulfate ABC transporter ATP-binding protein","Sulfur metabolism, ABC transporters"
"96","U769_01440","cysW","(GenBank) sulfate/thiosulfate transporter permease subunit","Sulfur metabolism, ABC transporters"
"97","U769_01445","","(GenBank) sulfate/thiosulfate transporter subunit","Sulfur metabolism, ABC transporters"
"98","U769_01450","","(GenBank) ABC transporter permease","Sulfur metabolism, ABC transporters"
"99","U769_01465","","(GenBank) aminotransferase","Biosynthesis of unsaturated fatty acids, Metabolic pathways, Fatty acid metabolism"
"100","U769_01495","","(GenBank) agmatine deiminase","Arginine and proline metabolism, Metabolic pathways"
"101","U769_01500","","(GenBank) N-carbamoylputrescine amidase","Arginine and proline metabolism, Metabolic pathways"
"102","U769_01510","","(GenBank) spermidine/putrescine ABC transporter substrate-binding protein","ABC transporters"
"103","U769_01515","","(GenBank) glutamine synthetase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Glyoxylate and dicarboxylate metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids, Two-component system"
"104","U769_01525","","(GenBank) glutamine synthetase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Glyoxylate and dicarboxylate metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids, Two-component system"
"105","U769_01530","","(GenBank) aminotransferase","Arginine and proline metabolism, Metabolic pathways"
"106","U769_01535","","(GenBank) putrescine/spermidine ABC transporter substrate-binding protein","ABC transporters"
"107","U769_01540","","(GenBank) ABC transporter substrate-binding protein","ABC transporters"
"108","U769_01545","potG","(GenBank) putrescine/spermidine ABC transporter ATP-binding protein","ABC transporters"
"109","U769_01550","","(GenBank) putrescine/spermidine ABC transporter permease","ABC transporters"
"110","U769_01555","","(GenBank) putrescine/spermidine ABC transporter permease","ABC transporters"
"111","U769_01560","","(GenBank) penicillin amidase","Biosynthesis of secondary metabolites"
"112","U769_01610","","(GenBank) amino acid ABC transporter permease","ABC transporters"
"113","U769_01615","","(GenBank) cysteine ABC transporter substrate-binding protein","ABC transporters, Flagellar assembly"
"114","U769_01625","","(GenBank) 3-phosphoglycerate dehydrogenase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"115","U769_01660","","(GenBank) spermidine/putrescine ABC transporter substrate-binding protein","ABC transporters"
"116","U769_01665","","(GenBank) ABC transporter permease","ABC transporters"
"117","U769_01670","","(GenBank) ABC transporter permease","ABC transporters"
"118","U769_01675","","(GenBank) spermidine/putrescine ABC transporter ATP-binding protein","ABC transporters"
"119","U769_01695","","(GenBank) ribose 5-phosphate isomerase","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"120","U769_01700","","(GenBank) L-threonine dehydratase biosynthetic IlvA","Glycine, serine and threonine metabolism, Valine, leucine and isoleucine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
"121","U769_01730","","(GenBank) RNA pyrophosphohydrolase","RNA degradation"
"122","U769_01735","","(GenBank) phosphoenolpyruvate-protein phosphotransferase","Phosphotransferase system (PTS)"
"123","U769_01760","","(GenBank) thymidylate synthase","Pyrimidine metabolism, One carbon pool by folate, Metabolic pathways, Nucleotide metabolism"
"124","U769_01785","","(GenBank) glycerophosphoryl diester phosphodiesterase","Glycerophospholipid metabolism"
"125","U769_01800","","(GenBank) diacylglycerol kinase","One carbon pool by folate, Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"126","U769_01815","","(GenBank) dihydroxy-acid dehydratase","Valine, leucine and isoleucine biosynthesis, Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"127","U769_01835","","(GenBank) 5-hydroxymethyluracil DNA glycosylase","Base excision repair"
"128","U769_01860","","(GenBank) gamma-glutamyltransferase","Taurine and hypotaurine metabolism, Cyanoamino acid metabolism, Glutathione metabolism, Metabolic pathways"
"129","U769_01870","","(GenBank) phosphopantetheine adenylyltransferase","Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"130","U769_01925","","(GenBank) cell division protein FtsY","Quorum sensing, Protein export, Bacterial secretion system"
"131","U769_01930","","(GenBank) cell division protein FtsE","ABC transporters"
"132","U769_01935","","(GenBank) cell division protein FtsX","ABC transporters"
"133","U769_01950","","(GenBank) peptidoglycan transglycosylase","Peptidoglycan biosynthesis, Metabolic pathways"
"134","U769_01960","","(GenBank) sulfur carrier protein ThiS","Sulfur relay system"
"135","U769_01965","","(GenBank) thiazole synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"136","U769_01995","","(GenBank) nucleoside-triphosphate diphosphatase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"137","U769_02010","metX","(GenBank) homoserine O-acetyltransferase","Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"138","U769_02030","","(GenBank) pyrroline-5-carboxylate reductase","Arginine and proline metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"139","U769_02060","","(GenBank) cystathionine beta-synthase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"140","U769_02065","","(GenBank) cystathionine beta-lyase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Selenocompound metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"141","U769_02070","","(GenBank) dihydroorotase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"142","U769_02075","pyrB","(GenBank) aspartate carbamoyltransferase","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"143","U769_02080","","(GenBank) uracil phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"144","U769_02100","","(GenBank) glutathione synthetase","Cysteine and methionine metabolism, Glutathione metabolism, Metabolic pathways, Biosynthesis of cofactors"
"145","U769_02105","","(GenBank) pilus response regulator PilG","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"146","U769_02110","","(GenBank) chemotaxis protein CheY","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"147","U769_02115","","(GenBank) protein PilI","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"148","U769_02120","","(GenBank) chemotaxis protein","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"149","U769_02125","","(GenBank) methyltransferase","Two-component system"
"150","U769_02130","","(GenBank) pilus response regulator PilG","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"151","U769_02135","","(GenBank) chemotaxis protein CheB","Two-component system"
"152","U769_02140","","(GenBank) chemotaxis protein","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"153","U769_02165","","(GenBank) adenosylmethionine-8-amino-7-oxononanoate aminotransferase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"154","U769_02170","","(GenBank) amine oxidase","Glycine, serine and threonine metabolism, Arginine and proline metabolism, Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Tryptophan metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"155","U769_02185","","(GenBank) MarR family transcriptional regulator","beta-Lactam resistance"
"156","U769_02190","","(GenBank) hemolysin D","beta-Lactam resistance, Cationic antimicrobial peptide (CAMP) resistance"
"157","U769_02195","","(GenBank) multidrug transporter","beta-Lactam resistance, Cationic antimicrobial peptide (CAMP) resistance"
"158","U769_02200","","(GenBank) multidrug transporter","beta-Lactam resistance, Quorum sensing"
"159","U769_02205","","(GenBank) DEAD/DEAH box helicase","RNA degradation"
"160","U769_02215","","(GenBank) 5,10-methylenetetrahydrofolate reductase","One carbon pool by folate, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"161","U769_02225","","(GenBank) adenosylhomocysteinase","Cysteine and methionine metabolism, Metabolic pathways"
"162","U769_02250","","(GenBank) cytosine deaminase","Pyrimidine metabolism, Arginine and proline metabolism, Metabolic pathways, Nucleotide metabolism"
"163","U769_02260","","(GenBank) dihydropyrimidine dehydrogenase subunit B","Pyrimidine metabolism, beta-Alanine metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways"
"164","U769_02265","","(GenBank) dihydropyrimidine dehydrogenase subunit A","Pyrimidine metabolism, beta-Alanine metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways"
"165","U769_02270","","(GenBank) phenylhydantoinase","Pyrimidine metabolism, beta-Alanine metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways"
"166","U769_02280","","(GenBank) allantoate amidohydrolase","Pyrimidine metabolism, Metabolic pathways"
"167","U769_02290","","(GenBank) acyl-CoA dehydrogenase","Fatty acid degradation, Lysine degradation, Benzoate degradation, Tryptophan metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"168","U769_02370","","(GenBank) transcriptional regulator","Two-component system"
"169","U769_02375","","(GenBank) sensor histidine kinase","Two-component system"
"170","U769_02415","","(GenBank) amino acid ABC transporter substrate-binding protein","Two-component system"
"171","U769_02420","","(GenBank) RNA polymerase sigma factor","Two-component system"
"172","U769_02425","","(GenBank) glutathione S-transferase","Glutathione metabolism, Metabolic pathways"
"173","U769_02460","","(GenBank) 3-oxoadipate enol-lactonase","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"174","U769_02470","","(GenBank) malate synthase","Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"175","U769_02520","","(GenBank) LamB/YcsF family protein","Glutathione metabolism, Metabolic pathways"
"176","U769_02525","","(GenBank) hypothetical protein","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"177","U769_02530","","(GenBank) acetyl-CoA carboxylase biotin carboxylase subunit","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"178","U769_02535","","(GenBank) allophanate hydrolase","Arginine biosynthesis, Atrazine degradation, Metabolic pathways"
"179","U769_02550","","(GenBank) biotin synthase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"180","U769_02555","","(GenBank) 8-amino-7-oxononanoate synthase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"181","U769_02560","","(GenBank) transporter","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"182","U769_02565","","(GenBank) malonyl-CoA O-methyltransferase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"183","U769_02570","","(GenBank) dithiobiotin synthetase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"184","U769_02580","","(GenBank) acyl-CoA dehydrogenase","Sulfur metabolism, Metabolic pathways"
"185","U769_02585","","(GenBank) acyl-CoA dehydrogenase","Sulfur metabolism, Metabolic pathways"
"186","U769_02590","","(GenBank) acyl-CoA dehydrogenase","Sulfur metabolism, Metabolic pathways"
"187","U769_02595","","(GenBank) cytochrome CBB3","Porphyrin metabolism, Biosynthesis of secondary metabolites"
"188","U769_02600","","(GenBank) sirohydrochlorin ferrochelatase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"189","U769_02610","","(GenBank) protein nirH","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"190","U769_02615","","(GenBank) protein nirG","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"191","U769_02620","","(GenBank) protein nirL","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"192","U769_02625","","(GenBank) AsnC family transcriptional regulator","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"193","U769_02640","","(GenBank) cytochrome C biogenesis protein CcsA","Oxidative phosphorylation, Metabolic pathways, Two-component system"
"194","U769_02645","","(GenBank) nitrite reductase","Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"195","U769_02665","","(GenBank) cytochrome C","Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"196","U769_02670","","(GenBank) nitric oxide reductase","Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"197","U769_02710","argD","(GenBank) acetylornithine aminotransferase","Arginine biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"198","U769_02790","","(GenBank) S-adenosylmethionine synthase","Cysteine and methionine metabolism, Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids, Biosynthesis of cofactors"
"199","U769_02800","","(GenBank) transketolase","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"200","U769_02815","gapA","(GenBank) glyceraldehyde-3-phosphate dehydrogenase","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"201","U769_02820","","(GenBank) phosphoglycerate kinase","Glycolysis / Gluconeogenesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"202","U769_02835","","(GenBank) fructose-bisphosphate aldolase","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"203","U769_02860","","(GenBank) hypothetical protein","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"204","U769_02940","","(GenBank) tRNA-Met","Aminoacyl-tRNA biosynthesis"
"205","U769_02950","","(GenBank) RNA polymerase sigma factor RpoD","Flagellar assembly"
"206","U769_02955","","(GenBank) DNA primase","DNA replication"
"207","U769_02965","rpsU","(GenBank) 30S ribosomal protein S21","Ribosome"
"208","U769_02975","","(GenBank) glycerol-3-phosphate acyltransferase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"209","U769_02980","folB","(GenBank) dihydroneopterin triphosphate 2'-epimerase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"210","U769_02985","","(GenBank) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"211","U769_03015","glpE","(GenBank) thiosulfate sulfurtransferase","Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"212","U769_03020","","(GenBank) diadenosine tetraphosphatase","Purine metabolism, Metabolic pathways"
"213","U769_03035","pdxA","(GenBank) 4-hydroxythreonine-4-phosphate dehydrogenase","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"214","U769_03050","","(GenBank) aminoglycoside phosphotransferase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"215","U769_03055","","(GenBank) mannose-1-phosphate guanylyltransferase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
