"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"41","R2866_0083","luxS","(GenBank) S-ribosylhomocysteinase (Autoinducer-2 production protein LuxS)","Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of amino acids, Quorum sensing"
"42","R2866_0089","atpB","(GenBank) Membrane-bound ATP synthase, F0 sector, subunit A","Oxidative phosphorylation, Metabolic pathways"
"43","R2866_0090","atpE","(GenBank) Membrane-bound ATP synthase, F0 sector, subunit C","Oxidative phosphorylation, Metabolic pathways"
"44","R2866_0091","atpF","(GenBank) Membrane-bound ATP synthase, F0 sector, subunit B","Oxidative phosphorylation, Metabolic pathways"
"45","R2866_0092","atpH","(GenBank) Membrane-bound ATP synthase, F1 sector, delta-subunit","Oxidative phosphorylation, Metabolic pathways"
"46","R2866_0093","atpA","(GenBank) Membrane-bound ATP synthase, F1 sector, alpha-subunit","Oxidative phosphorylation, Metabolic pathways"
"47","R2866_0094","atpG","(GenBank) Membrane-bound ATP synthase, F1 sector, gamma-subunit","Oxidative phosphorylation, Metabolic pathways"
"48","R2866_0095","atpD","(GenBank) Membrane-bound ATP synthase, F1 sector, beta-subunit","Oxidative phosphorylation, Metabolic pathways"
"49","R2866_0096","atpC","(GenBank) Membrane-bound ATP synthase, F1 sector, epsilon-subunit","Oxidative phosphorylation, Metabolic pathways"
"50","R2866_0098","hisIE","(GenBank) phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphohydrolase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"51","R2866_0099","hisF","(GenBank) Imidazole glycerol phosphate synthase, subunit HisF","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"52","R2866_0100","hisA","(GenBank) N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"53","R2866_0101","hisH","(GenBank) Imidazole glycerol phosphate synthase, subunit HisH","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"54","R2866_0102","hisB","(GenBank) Imidazoleglycerolphosphate dehydratase and histidinol-phosphate phosphatase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"55","R2866_0103","hisC","(GenBank) Histidinol-phosphate aminotransferase","Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"56","R2866_0104","hisD","(GenBank) L-histidinol:NAD+ oxidoreductase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"57","R2866_0105","hisG","(GenBank) ATP phosphoribosyltransferase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"58","R2866_0108","serA","(GenBank) D-3-phosphoglycerate dehydrogenase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"59","R2866_0109","rpiA","(GenBank) Ribose-5-phosphate isomerase A","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"60","R2866_0113","mazG","(GenBank) NTP pyrophosphatase MazG","Purine metabolism, Pyrimidine metabolism, Nicotinate and nicotinamide metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways, Nucleotide metabolism"
"61","R2866_0114","pyrR","(GenBank) bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"62","R2866_0117","tmk","(GenBank) Thymidylate kinase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"63","R2866_0119","holB","(GenBank) DNA polymerase III, delta subunit","DNA replication, Mismatch repair, Homologous recombination"
"64","R2866_0126","fruB","(GenBank) PTS system, fructose-specific IIA/fpr component","Phosphotransferase system (PTS)"
"65","R2866_0127","fruK","(GenBank) Fructose-1-phosphate kinase","Fructose and mannose metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"66","R2866_0128","fruA","(GenBank) PTS system, fructose-specific IIBC component","Fructose and mannose metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Phosphotransferase system (PTS)"
"67","R2866_0129","trnL1","(GenBank) tRNA-Leu","Aminoacyl-tRNA biosynthesis"
"68","R2866_0130","secG","(GenBank) Protein-export membrane protein SecG","Quorum sensing, Protein export, Bacterial secretion system"
"69","R2866_0132","recR","(GenBank) Recombination protein RecR","Homologous recombination"
"70","R2866_0135","ponA","(GenBank) Penicillin-binding protein 1A (PBP 1a)","Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"71","R2866_0143","nudC","(GenBank) NADH pyrophosphatase","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"72","R2866_0146","glmS","(GenBank) Glucosamine-fructose-6-phosphate aminotransferase","Alanine, aspartate and glutamate metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"73","R2866_0150","pssA","(GenBank) Phosphatidylserine synthase","Glycine, serine and threonine metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"74","R2866_0156","thiE","(GenBank) Thiamin-phosphate pyrophosphorylase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"75","R2866_0157","thiD","(GenBank) Phosphomethylpyrimidine kinase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"76","R2866_0158","thiM","(GenBank) Hydroxyethylthiazole kinase","Thiamine metabolism, Riboflavin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"77","R2866_0160","rne","(GenBank) Ribonuclease E","RNA degradation"
"78","R2866_0162","hfq","(GenBank) RNA binding protein Hfq","Quorum sensing, RNA degradation"
"79","R2866_0165","znuC","(GenBank) Zinc transporter ATP-binding subunit ZnuC","ABC transporters"
"80","R2866_0166","znuB","(GenBank) Zinc transporter permease subunit ZnuB","ABC transporters"
"81","R2866_0167","accA","(GenBank) Acetyl-CoA carboxylase, subunit alpha","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"82","R2866_0168","pdxY","(GenBank) Pyridoxine kinase","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"83","R2866_0170","mutH","(GenBank) Methyl-directed DNA mismatch repair protein","Mismatch repair"
"84","R2866_0174","cpdA","(GenBank) cyclic 3,5-adenosine monophosphate phosphodiesterase","Purine metabolism, Metabolic pathways"
"85","R2866_0175","nudF","(GenBank) ADP-Ribose pyrophosphatase","Purine metabolism, Riboflavin metabolism, Metabolic pathways"
"86","R2866_0176","xseA","(GenBank) Exodeoxyribonuclease VII, large subunit","Mismatch repair"
"87","R2866_0183","fadD","(GenBank) Acyl-CoA synthetase","Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Quorum sensing"
"88","R2866_0193","trnK1","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"89","R2866_0194","trnK2","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"90","R2866_0197","iscS","(GenBank) cysteine desulfurase IscS","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"91","R2866_0206","hisS","(GenBank) Histidyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"92","R2866_0207","ispG","(GenBank) 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"93","R2866_0213","yfeA","(GenBank) Fe/Mn/Zn ABC transporter periplasmic-binding protein","ABC transporters"
"94","R2866_0214","yfeB","(GenBank) Fe/Mn/Zn ABC transporter ATP-binding protein","ABC transporters"
"95","R2866_0215","yfeC","(GenBank) Fe/Mn/Zn ABC transporter permease protein","ABC transporters"
"96","R2866_0216","yfeD","(GenBank) Fe/Mn/Zn ABC transporter permease protein","ABC transporters"
"97","R2866_0217","","(GenBank) Conserved hypothetical protein","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"98","R2866_0218","","(GenBank) Probable ABC transporter periplasmic binding protein","ABC transporters"
"99","R2866_0219","","(GenBank) Probable ABC transporter permease protein","ABC transporters"
"100","R2866_0220","","(GenBank) Probable ABC transporter ATP-binding protein","ABC transporters"
"101","R2866_0222","galE","(GenBank) UDP-glucose 4-epimerase","Galactose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"102","R2866_0223","ampG","(GenBank) Peptidoglycan permease AmpG","beta-Lactam resistance"
"103","R2866_0224","adk","(GenBank) Adenylate kinase","Purine metabolism, Thiamine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism, Biosynthesis of cofactors"
"104","R2866_0226","napB","(GenBank) Periplasmic nitrate reductase, small subunit B","Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"105","R2866_0229","napA","(GenBank) Periplasmic nitrate reductase, subunit A","Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"106","R2866_0234","priA","(GenBank) Primosomal protein N' putative","Homologous recombination"
"107","R2866_0236","glnB","(GenBank) Glutamine synthetase regulatory protein P-II","Two-component system"
"108","R2866_0237","mog","(GenBank) Molybdopterin biosynthesis protein","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"109","R2866_0238","dgkA","(GenBank) Diacylglycerol kinase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"110","R2866_0239","relA","(GenBank) GTP pyrophosphokinase","Purine metabolism, Metabolic pathways"
"111","R2866_0241","recO","(GenBank) DNA repair protein RecO","Homologous recombination"
"112","R2866_0246","trnS1","(GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"113","R2866_0247","","(GenBank) Hypothetical protein","Homologous recombination"
"114","R2866_0250","gloA","(GenBank) Lactoylglutathione lyase","Pyruvate metabolism, Metabolic pathways"
"115","R2866_0255","aspS","(GenBank) Aspartyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"116","R2866_0256","ntpA","(GenBank) dATP pyrophosphohydrolase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"117","R2866_0258","ruvC","(GenBank) Holliday junction resolvasome, endodeoxyribonuclease subunit","Homologous recombination"
"118","R2866_0259","ruvA","(GenBank) Holliday junction resolvasome, DNA-binding subunit","Homologous recombination"
"119","R2866_0260","ruvB","(GenBank) Holliday junction resolvasome, ATPase subunit","Homologous recombination"
"120","R2866_0264","proC","(GenBank) Pyrroline-5-carboxylate reductase","Arginine and proline metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"121","R2866_0284","rho","(GenBank) Transcription termination factor Rho","RNA degradation"
"122","R2866_0292","sdaA","(GenBank) L-serine deaminase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
"123","R2866_0294","yfbQ","(GenBank) Putative aminotransferase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Valine, leucine and isoleucine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"124","R2866_0295","menF","(GenBank) Menaquinone-specific isochorismate synthase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"125","R2866_0296","menD","(GenBank) 2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase/2-oxoglutarate decarboxylase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"126","R2866_0297","menH","(GenBank) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"127","R2866_0299","udp","(GenBank) Uridine phosphorylase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"128","R2866_0304","trnV1","(GenBank) tRNA-Val","Aminoacyl-tRNA biosynthesis"
"129","R2866_0305","trnV2","(GenBank) tRNA-Val","Aminoacyl-tRNA biosynthesis"
"130","R2866_0306","trnV3","(GenBank) tRNA-Val","Aminoacyl-tRNA biosynthesis"
"131","R2866_0307","trnV4","(GenBank) tRNA-Val","Aminoacyl-tRNA biosynthesis"
"132","R2866_0308","gltX","(GenBank) Glutamate tRNA synthetase, catalytic subunit","Porphyrin metabolism, Aminoacyl-tRNA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"133","R2866_0309","trnA1","(GenBank) tRNA-Ala","Aminoacyl-tRNA biosynthesis"
"134","R2866_0311","pyrE","(GenBank) Orotate phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"135","R2866_0316","murB","(GenBank) UDP-N-acetylenolpyruvoylglucosamine reductase","Amino sugar and nucleotide sugar metabolism, Peptidoglycan biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"136","R2866_0317","narQ","(GenBank) Sensory histidine kinase NarQ","Two-component system"
"137","R2866_0318","plsY","(GenBank) Probable glycerol-3-phosphate acyltransferase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"138","R2866_0319","folB","(GenBank) Dihydroneopterin aldolase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"139","R2866_0324","kdkA","(GenBank) 3-deoxy-D-manno-octulosonic acid kinase (KDO kinase)","Lipopolysaccharide biosynthesis"
"140","R2866_0325","rdgB","(GenBank) dITP/XTP pyrophosphatase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"141","R2866_0327","trnS2","(GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"142","R2866_0330","dapA","(GenBank) Dihydrodipicolinate synthetase","Monobactam biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"143","R2866_0335","ssb","(GenBank) Single-stranded DNA-binding protein","DNA replication, Mismatch repair, Homologous recombination"
"144","R2866_0336","uvrA","(GenBank) Excinuclease ABC subunit A","Nucleotide excision repair"
"145","R2866_0342","","(GenBank) Conserved hypothetical protein","Sulfur relay system"
"146","R2866_0343","yajC","(GenBank) General secretory pathway component YajC","Quorum sensing, Protein export, Bacterial secretion system"
"147","R2866_0344","secD","(GenBank) General secretory pathway component SecD","Protein export, Bacterial secretion system"
"148","R2866_0345","secF","(GenBank) General secretory pathway component SecF","Protein export, Bacterial secretion system"
"149","R2866_0351","deaD","(GenBank) ATP-dependent RNA helicase DeaD","RNA degradation"
"150","R2866_0353","pnp","(GenBank) Polynucleotide phosphorylase","RNA degradation"
"151","R2866_0360","guaA","(GenBank) GMP synthetase (glutamine-hydrolyzing)","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"152","R2866_0361","guaB","(GenBank) Inosine-5'-monophosphate dehydrogenase","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism"
"153","R2866_0362","birA","(GenBank) Biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor","Biotin metabolism, Metabolic pathways"
"154","R2866_0363","rrn16A","(GenBank) 16S ribosomal RNA","Ribosome"
"155","R2866_0364","trnE1","(GenBank) tRNA-Glu","Aminoacyl-tRNA biosynthesis"
"156","R2866_0365","rrn23A","(GenBank) 23S ribosomal RNA","Ribosome"
"157","R2866_0366","rrn5A","(GenBank) 5S ribosomal RNA","Ribosome"
"158","R2866_0368","arcB","(GenBank) Aerobic respiration sensor-response protein ArcB","Two-component system"
"159","R2866_0376","","(GenBank) Putative oligopeptide transporter periplasmic-binding protein","Quorum sensing"
"160","R2866_0377","ribA","(GenBank) GTP cyclohydrolase II","Riboflavin metabolism, Folate biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Quorum sensing"
"161","R2866_0378","pgpB","(GenBank) Putative phosphatidylglycerophosphatase B","Glycerophospholipid metabolism, Metabolic pathways"
"162","R2866_0379","dam","(GenBank) DNA adenine methylase","Mismatch repair"
"163","R2866_0380","aroB","(GenBank) 3-dehydroquinate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"164","R2866_0381","aroK","(GenBank) Shikimate kinase I","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"165","R2866_0382","nucA","(GenBank) 5'-nucleotidase NucA","Purine metabolism, Pyrimidine metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism"
"166","R2866_0384","rpS16","(GenBank) 30S ribosomal subunit protein S16","Ribosome"
"167","R2866_0387","rpL19","(GenBank) 50S ribosomal subunit protein L19","Ribosome"
"168","R2866_0388","selD","(GenBank) Selenophosphate synthase","Selenocompound metabolism, Metabolic pathways"
"169","R2866_0389","msbB","(GenBank) lipid A biosynthesis (KDO)2-(myristoyl)-lipid IVA acyltransferase","Lipopolysaccharide biosynthesis, Metabolic pathways"
"170","R2866_0392","aroC","(GenBank) Chorismate synthase (5-enolpyruvylshikimate-3-phosphate phospholyase)","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"171","R2866_0394","menE","(GenBank) O-succinylbenzoate-CoA ligase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"172","R2866_0399","gdhA","(GenBank) Glutamate dehydrogenase, NADP-specific","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"173","R2866_0400","tatC","(GenBank) Sec-independent protein secretion pathway component TatC","Protein export, Bacterial secretion system"
"174","R2866_0401","tatB","(GenBank) Sec-independent protein secretion pathway component TatB","Protein export, Bacterial secretion system"
"175","R2866_0402","tatA","(GenBank) Sec-independent protein secretion pathway component TatA","Protein export, Bacterial secretion system"
"176","R2866_0404","frmA","(GenBank) Formaldehyde dehydrogenase, glutathione-dependent","Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Pyruvate metabolism, Chloroalkane and chloroalkene degradation, Naphthalene degradation, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Degradation of aromatic compounds"
"177","R2866_0405","frmB","(GenBank) Probable S-formylglutathione hydrolase","Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"178","R2866_0407","nagK","(GenBank) N-acetyl-D-glucosamine kinase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"179","R2866_0409","pflB","(GenBank) Formate acetyltransferase 1","Pyruvate metabolism, Propanoate metabolism, Butanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"180","R2866_0414","yfiH","(GenBank) Conserved hypothetical protein","Purine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Nucleotide metabolism"
"181","R2866_0415","trmU","(GenBank) tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase","Sulfur relay system"
"182","R2866_0426","gor","(GenBank) Glutathione oxidoreductase","Glutathione metabolism, Metabolic pathways"
"183","R2866_0427","psd","(GenBank) Phosphatidylserine decarboxylase","Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"184","R2866_0429","rpL32","(GenBank) 50S ribosomal protein L32","Ribosome"
"185","R2866_0430","fabH","(GenBank) Beta-ketoacyl-ACP synthase III","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"186","R2866_0431","fabD","(GenBank) Malonyl CoA-acyl carrier protein transacylase","Fatty acid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"187","R2866_0432","fabG","(GenBank) 3-ketoacyl-acyl carrier protein reductase","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"188","R2866_0433","acpP","(GenBank) Acyl carrier protein","Metabolic pathways, Biosynthesis of secondary metabolites"
"189","R2866_0434","dcuB2","(GenBank) Putative anaerobic C4-dicarboxylate transporter","Two-component system"
"190","R2866_0435","","(GenBank) Putative 4'-phosphopantetheinyl transferase","Pantothenate and CoA biosynthesis, Metabolic pathways"
"191","R2866_0442","nanE","(GenBank) N-acetylmannosamine-6-phosphate 2-epimerase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"192","R2866_0443","nanK","(GenBank) N-acetylmannosamine kinase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"193","R2866_0445","nanA","(GenBank) N-acetylneuraminate lyase (aldolase)","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"194","R2866_0446","nagB","(GenBank) Glucosamine-6-phosphate isomerase/deaminase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"195","R2866_0447","nagA","(GenBank) N-acetylglucosamine-6-phosphate deacetylase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"196","R2866_0450","rnh","(GenBank) Ribonuclease HI","DNA replication"
"197","R2866_0451","dnaQ","(GenBank) DNA polymerase III, epsilon subunit","DNA replication, Mismatch repair, Homologous recombination"
