"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"13","PGN_0009","","(GenBank) glycosyl hydrolase family 3","B2RGN3","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]","COG1680","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, beta-Lactam resistance"
"14","PGN_0010","","(GenBank) probable L-threonine-O-3-phosphate decarboxylase","B2RGN4","catalytic activity [GO:0003824]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]","COG0079","Porphyrin metabolism, Metabolic pathways"
"15","PGN_0011","","(GenBank) conserved hypothetical protein","B2RGN5","2-phosphosulfolactate phosphatase activity [GO:0050532]; magnesium ion binding [GO:0000287]","COG2045","Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"16","PGN_0012",NA,NA,"B2RGN6","ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","COG2204",NA
"17","PGN_0013","","(GenBank) putative two-component system sensor histidine kinase","B2RGN7","integral component of membrane [GO:0016021]; kinase activity [GO:0016301]","COG5000","Two-component system"
"18","PGN_0014",NA,NA,"B2RGN8",NA,"COG1470",NA
"19","PGN_0015",NA,NA,"B2RGN9","DNA-binding transcription factor activity [GO:0003700]","COG1846",NA
"20","PGN_0016",NA,NA,"B2RGP0","flavin adenine dinucleotide binding [GO:0050660]; tRNA dihydrouridine synthase activity [GO:0017150]","COG0042",NA
"21","PGN_0017",NA,NA,"B2RGP1","integral component of membrane [GO:0016021]; secondary active sulfate transmembrane transporter activity [GO:0008271]","COG0659",NA
"22","PGN_0018",NA,NA,"B2RGP2",NA,NA,NA
"23","PGN_0019",NA,NA,"B2RGP3",NA,NA,NA
"24","PGN_0020",NA,NA,"B2RGP4","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]; response to redox state [GO:0051775]","COG2344",NA
"25","PGN_0021",NA,NA,"B2RGP5","hydrolase activity [GO:0016787]","COG0179",NA
"26","PGN_0022",NA,NA,"B2RGP6","cysteine-type peptidase activity [GO:0008234]","COG1572",NA
"27","PGN_0023",NA,NA,"B2RGP7",NA,"COG2067",NA
"28","PGN_0024","","(GenBank) putative 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","B2RGP8","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]; metal ion binding [GO:0046872]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]","COG0245","Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"29","PGN_0025",NA,NA,"B2RGP9","RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]","COG0566",NA
"30","PGN_0026","","(GenBank) putative cytidine deaminase","B2RGQ0","cytidine deaminase activity [GO:0004126]; deoxycytidine deaminase activity [GO:0047844]; zinc ion binding [GO:0008270]","COG0295","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"31","PGN_0027",NA,NA,"B2RGQ1","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG3039",NA
"32","PGN_0028",NA,NA,"B2RGQ2",NA,"ENOG502ZQP9",NA
"33","PGN_0029",NA,NA,"B2RGQ3",NA,NA,NA
"34","PGN_0030","","(GenBank) beta-mannosidase","B2RGQ4","cysteine-type peptidase activity [GO:0008234]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]","COG3250","Other glycan degradation"
"35","PGN_0031",NA,NA,"B2RGQ5","integral component of membrane [GO:0016021]","COG1322",NA
"36","PGN_0032",NA,NA,"B2RGQ6",NA,NA,NA
"37","PGN_0033",NA,NA,"B2RGQ7","protein-disulfide reductase activity [GO:0015035]; glycerol ether metabolic process [GO:0006662]","COG3118",NA
"38","PGN_0034","","(GenBank) DNA polymerase III alpha subunit","B2RGQ8","3'-5' exonuclease activity [GO:0008408]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]","COG0587","DNA replication, Mismatch repair, Homologous recombination"
"39","PGN_0035","rplS","(GenBank) 50S ribosomal protein L19","B2RGQ9","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0335","Ribosome"
"40","PGN_0036",NA,NA,"B2RGR0","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG3385",NA
"41","PGN_0037",NA,NA,"B2RGR1",NA,NA,NA
"42","PGN_0038","","(GenBank) serine hydroxymethyltransferase","B2RGR2","cytoplasm [GO:0005737]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]","COG0112","Glycine, serine and threonine metabolism, Cyanoamino acid metabolism, Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"43","PGN_0039","","(GenBank) beta-hexosaminidase","B2RGR3","beta-N-acetylhexosaminidase activity [GO:0004563]; N-acetyl-beta-D-galactosaminidase activity [GO:0102148]; carbohydrate metabolic process [GO:0005975]","COG3525","Other glycan degradation, Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism, Metabolic pathways"
"44","PGN_0040",NA,NA,"B2RGR4",NA,NA,NA
"45","PGN_0041",NA,NA,"B2RGR5","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]","COG0326",NA
"46","PGN_0042","","(GenBank) probable phosphatidate cytidylyltransferase","B2RGR6","integral component of membrane [GO:0016021]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]","COG4589","Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"47","PGN_0043",NA,NA,"B2RGR7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]","COG0465",NA
"48","PGN_0044",NA,NA,"B2RGR8","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; ribosomal large subunit binding [GO:0043023]; ribosome binding [GO:0043022]","COG0012",NA
"49","PGN_0045",NA,NA,"B2RGR9",NA,NA,NA
"50","PGN_0046",NA,NA,"B2RGS0","integral component of membrane [GO:0016021]","ENOG5033A4R",NA
"51","PGN_0047",NA,NA,"B2RGS1",NA,"ENOG5032TVV",NA
"52","PGN_0048",NA,NA,"B2RGS2",NA,"ENOG5033QEH",NA
"53","PGN_0049",NA,NA,"B2RGS3",NA,"COG4734",NA
"54","PGN_0050",NA,NA,"B2RGS4",NA,"ENOG502Z9FZ",NA
"55","PGN_0051",NA,NA,"B2RGS5",NA,"ENOG5032AWP",NA
"56","PGN_0052",NA,NA,"B2RGS6",NA,"ENOG50336VI",NA
"57","PGN_0053",NA,NA,"B2RGS7",NA,"COG0457",NA
"58","PGN_0054",NA,NA,"B2RGS8",NA,"ENOG5032BPX",NA
"59","PGN_0055",NA,NA,"B2RGS9","lysozyme activity [GO:0003796]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; metabolic process [GO:0008152]","COG3772",NA
"60","PGN_0056",NA,NA,"B2RGT0",NA,"ENOG5033REB",NA
"61","PGN_0057",NA,NA,"B2RGT1","DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]","COG0358",NA
"62","PGN_0058",NA,NA,"B2RGT2",NA,"ENOG5033TJD",NA
"63","PGN_0059",NA,NA,"B2RGT3",NA,"COG3504",NA
"64","PGN_0060",NA,NA,"B2RGT4","integral component of membrane [GO:0016021]","ENOG502Z7X2",NA
"65","PGN_0061",NA,NA,"B2RGT5","integral component of membrane [GO:0016021]","ENOG5033WZI",NA
"66","PGN_0062",NA,NA,"B2RGT6","membrane [GO:0016020]","COG3701",NA
"67","PGN_0063",NA,NA,"B2RGT7","integral component of membrane [GO:0016021]","ENOG502Z8G6",NA
"68","PGN_0064",NA,NA,"B2RGT8",NA,"COG5314",NA
"69","PGN_0065",NA,NA,"B2RGT9",NA,"COG3451",NA
"70","PGN_0066",NA,NA,"B2RGU0","integral component of membrane [GO:0016021]","ENOG502ZR4G",NA
"71","PGN_0067",NA,NA,"B2RGU1","integral component of membrane [GO:0016021]","ENOG5031KUP",NA
"72","PGN_0068",NA,NA,"B2RGU2","integral component of membrane [GO:0016021]","ENOG50333Q1",NA
"73","PGN_0069",NA,NA,"B2RGU3",NA,"COG1192",NA
"74","PGN_0070",NA,NA,"B2RGU4",NA,"ENOG5033QPT",NA
"75","PGN_0071",NA,NA,"B2RGU5",NA,"ENOG503436T",NA
"76","PGN_0072",NA,NA,"B2RGU6",NA,"ENOG5033TAQ",NA
"77","PGN_0073",NA,NA,"B2RGU7",NA,"COG1192",NA
"78","PGN_0074",NA,NA,"B2RGU8",NA,"ENOG5033UTB",NA
"79","PGN_0075",NA,NA,"B2RGU9",NA,"COG3843",NA
"80","PGN_0076",NA,NA,"B2RGV0","integral component of membrane [GO:0016021]","COG3505",NA
"81","PGN_0077",NA,NA,"B2RGV1",NA,NA,NA
"82","PGN_0078",NA,NA,"B2RGV2","integral component of membrane [GO:0016021]","ENOG5033HZA",NA
"83","PGN_0079",NA,NA,"B2RGV3","nuclease activity [GO:0004518]; nucleic acid binding [GO:0003676]","COG4804",NA
"84","PGN_0080",NA,NA,"B2RGV4",NA,"ENOG5030EMJ",NA
"85","PGN_0081",NA,NA,"B2RGV5","integral component of membrane [GO:0016021]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]","COG0534",NA
"86","PGN_0082",NA,NA,"B2RGV6","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG1917",NA
"87","PGN_0082",NA,NA,"B2RGV6","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207",NA
"88","PGN_0083",NA,NA,"B2RGV7",NA,"ENOG502Z86V",NA
"89","PGN_0084",NA,NA,"B2RGV8","DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]","COG0550",NA
"90","PGN_0085",NA,NA,"B2RGV9",NA,"ENOG5032R30",NA
"91","PGN_0086",NA,NA,"B2RGW0","methyltransferase activity [GO:0008168]; methylation [GO:0032259]","COG0553",NA
"92","PGN_0086",NA,NA,"B2RGW0","methyltransferase activity [GO:0008168]; methylation [GO:0032259]","COG4646",NA
"93","PGN_0086",NA,NA,"B2RGW0","methyltransferase activity [GO:0008168]; methylation [GO:0032259]","COG0827",NA
"94","PGN_0087",NA,NA,"B2RGW1",NA,"COG0323",NA
"95","PGN_0088",NA,NA,"B2RGW2","DNA binding [GO:0003677]","COG1813",NA
"96","PGN_0089",NA,NA,"B2RGW3",NA,"ENOG50333QA",NA
"97","PGN_0090",NA,NA,"B2RGW4",NA,"ENOG5032X8Z",NA
"98","PGN_0091",NA,NA,"B2RGW5",NA,"COG0789",NA
"99","PGN_0092",NA,NA,"B2RGW6",NA,"ENOG50339EX",NA
"100","PGN_0093",NA,NA,"B2RGW7",NA,"COG3943",NA
"101","PGN_0094",NA,NA,"B2RGW8","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]","COG0582",NA
"102","PGN_0095",NA,NA,"B2RGW9",NA,"ENOG502ZWU4",NA
"103","PGN_0096","","(GenBank) aspartate kinase","B2RGX0","aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]","COG0527","Glycine, serine and threonine metabolism, Monobactam biosynthesis, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"104","PGN_0097","","(GenBank) putative cell-division ATP-binding protein","B2RGX1","ATP binding [GO:0005524]","COG2884","ABC transporters"
"105","PGN_0098",NA,NA,"B2RGX2",NA,NA,NA
"106","PGN_0099",NA,NA,"B2RGX3",NA,"COG1388",NA
"107","PGN_0099",NA,NA,"B2RGX3",NA,"COG0739",NA
"108","PGN_0100","","(GenBank) diaminopimelate decarboxylase","B2RGX4","diaminopimelate decarboxylase activity [GO:0008836]; pyridoxal phosphate binding [GO:0030170]; lysine biosynthetic process via diaminopimelate [GO:0009089]","COG0019","Lysine biosynthesis, D-Amino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"109","PGN_0101","","(GenBank) putative 1,4-dihydroxy-2-naphthoate octaprenyltransferase","B2RGX5","integral component of plasma membrane [GO:0005887]; 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity [GO:0046428]; menaquinone biosynthetic process [GO:0009234]","COG1575","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"110","PGN_0102",NA,NA,"B2RGX6","DNA binding [GO:0003677]; negative regulation of transcription, DNA-templated [GO:0045892]","COG3682",NA
"111","PGN_0103",NA,NA,"B2RGX7","integral component of membrane [GO:0016021]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; energy transducer activity [GO:0031992]; siderophore transmembrane transporter activity [GO:0015343]; protein transport [GO:0015031]","COG0810",NA
"112","PGN_0103",NA,NA,"B2RGX7","integral component of membrane [GO:0016021]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; energy transducer activity [GO:0031992]; siderophore transmembrane transporter activity [GO:0015343]; protein transport [GO:0015031]","COG4219",NA
"113","PGN_0104",NA,NA,"B2RGX8","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG3039",NA
"114","PGN_0105",NA,NA,"B2RGX9",NA,NA,NA
"115","PGN_0106",NA,NA,"B2RGY0",NA,"COG3039",NA
"116","PGN_0107",NA,NA,"B2RGY1",NA,"COG3039",NA
"117","PGN_0108",NA,NA,"B2RGY2",NA,"COG3039",NA
"118","PGN_0109",NA,NA,"B2RGY3","integral component of membrane [GO:0016021]","COG3137",NA
"119","PGN_0110",NA,NA,"B2RGY4","integral component of membrane [GO:0016021]",NA,NA
"120","PGN_0111",NA,NA,"B2RGY5",NA,"COG5433",NA
"121","PGN_0112",NA,NA,"B2RGY6","sequence-specific DNA binding [GO:0043565]",NA,NA
"122","PGN_0113",NA,NA,"B2RGY7",NA,NA,NA
"123","PGN_0114",NA,NA,"B2RGY8","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; sodium ion transport [GO:0006814]","COG1726",NA
"124","PGN_0115",NA,NA,"B2RGY9","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; FMN binding [GO:0010181]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]","COG4658",NA
"125","PGN_0116",NA,NA,"B2RGZ0","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; FMN binding [GO:0010181]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; sodium ion transport [GO:0006814]","COG2869",NA
"126","PGN_0117",NA,NA,"B2RGZ1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; sodium ion transport [GO:0006814]","COG1347",NA
"127","PGN_0118",NA,NA,"B2RGZ2","Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]","COG2209",NA
"128","PGN_0119",NA,NA,"B2RGZ3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; sodium ion transport [GO:0006814]","COG2871",NA
"129","PGN_0120",NA,NA,"B2RGZ4","antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]","COG0526",NA
"130","PGN_0121",NA,NA,"B2RGZ5",NA,"ENOG502Z85N",NA
"131","PGN_0122",NA,NA,"B2RGZ6","cysteine-type peptidase activity [GO:0008234]","ENOG5032UCK",NA
"132","PGN_0123",NA,NA,"B2RGZ7",NA,NA,NA
"133","PGN_0124",NA,NA,"B2RGZ8",NA,NA,NA
"134","PGN_0125",NA,NA,"B2RGZ9","NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]","COG1052",NA
"135","PGN_0126",NA,NA,"B2RH00","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","COG0738",NA
"136","PGN_0127",NA,NA,"B2RH01",NA,NA,NA
"137","PGN_0128",NA,NA,"B2RH02","membrane [GO:0016020]","COG2885",NA
"138","PGN_0128",NA,NA,"B2RH02","membrane [GO:0016020]","COG0790",NA
"139","PGN_0129",NA,NA,"B2RH03",NA,"COG2885",NA
"140","PGN_0130",NA,NA,"B2RH04","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG3039",NA
"141","PGN_0131",NA,NA,"B2RH05",NA,"COG3039",NA
"142","PGN_0132",NA,NA,"B2RH06",NA,"ENOG503420H",NA
"143","PGN_0133","","(GenBank) adenosylmethionine--8-amino-7-oxononanoate aminotransferase","B2RH07","cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]","COG0161","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"144","PGN_0134","","(GenBank) putative biotin synthetase","B2RH08","2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]","COG0502","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"145","PGN_0135",NA,NA,"B2RH09","integral component of membrane [GO:0016021]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]","COG3104",NA
"146","PGN_0136",NA,NA,"B2RH10",NA,"ENOG502ZAG0",NA
"147","PGN_0137","","(GenBank) putative tryptophanyl-tRNA synthetase","B2RH11","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]","COG0180","Aminoacyl-tRNA biosynthesis"
"148","PGN_0138",NA,NA,"B2RH12",NA,"ENOG5032SXV",NA
"149","PGN_0139",NA,NA,"B2RH13","cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]","COG1576",NA
"150","PGN_0140",NA,NA,"B2RH14","L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]","COG0229",NA
"151","PGN_0140",NA,NA,"B2RH14","L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]","COG0225",NA
"152","PGN_0141",NA,NA,"B2RH15","integral component of membrane [GO:0016021]","COG0467",NA
"153","PGN_0142",NA,NA,"B2RH16","integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]","COG0053",NA
"154","PGN_0143","","(GenBank) probable dihydroneopterin aldolase","B2RH17","dihydroneopterin aldolase activity [GO:0004150]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]","COG1539","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"155","PGN_0144",NA,NA,"B2RH18",NA,"ENOG502Z7QJ",NA
"156","PGN_0145",NA,NA,"B2RH19","integral component of plasma membrane [GO:0005887]; protein secretion [GO:0009306]","COG2911",NA
"157","PGN_0146",NA,NA,"B2RH20",NA,NA,NA
"158","PGN_0147",NA,NA,"B2RH21","outer membrane [GO:0019867]","COG4775",NA
"159","PGN_0148",NA,NA,"B2RH22","integral component of plasma membrane [GO:0005887]; protein secretion [GO:0009306]","COG2911",NA
"160","PGN_0149","","(GenBank) ribose-phosphate pyrophosphokinase","B2RH23","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]","COG0462","Pentose phosphate pathway, Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"161","PGN_0150","","(GenBank) putative ATP-dependent RNA helicase","B2RH24","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]","COG0513","RNA degradation"
"162","PGN_0151",NA,NA,"B2RH25",NA,"ENOG502ZBYG",NA
"163","PGN_0152",NA,NA,"B2RH26",NA,"COG3391",NA
"164","PGN_0153",NA,NA,"B2RH27",NA,NA,NA
"165","PGN_0154",NA,NA,"B2RH28",NA,NA,NA
"166","PGN_0155",NA,NA,"B2RH29",NA,NA,NA
"167","PGN_0156",NA,NA,"B2RH30",NA,"ENOG5032ERD",NA
"168","PGN_0157","","(GenBank) putative thiamine biosynthesis protein ThiH","B2RH31","4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; iron ion binding [GO:0005506]; thiamine biosynthetic process [GO:0009228]","COG0502","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"169","PGN_0158","","(GenBank) putative thiazole biosynthesis protein ThiG","B2RH32","cytoplasm [GO:0005737]; thiazole synthase activity [GO:1990107]; thiamine diphosphate biosynthetic process [GO:0009229]","COG2022","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"170","PGN_0159","","(GenBank) probable thiamin-phosphate pyrophosphorylase","B2RH33","magnesium ion binding [GO:0000287]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]","COG0351","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"171","PGN_0159","","(GenBank) probable thiamin-phosphate pyrophosphorylase","B2RH33","magnesium ion binding [GO:0000287]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]","COG0352","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"172","PGN_0160","","(GenBank) thiamine biosynthesis protein","B2RH34","4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]","COG0422","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"173","PGN_0161","","(GenBank) putative thiamine biosynthesis protein ThiS","B2RH35",NA,"COG2104","Sulfur relay system"
"174","PGN_0162",NA,NA,"B2RH36",NA,NA,NA
"175","PGN_0163",NA,NA,"B2RH37",NA,NA,NA
"176","PGN_0164",NA,NA,"B2RH38",NA,NA,NA
"177","PGN_0165",NA,NA,"B2RH39",NA,NA,NA
"178","PGN_0166",NA,NA,"B2RH40",NA,NA,NA
"179","PGN_0167","rpsP","(GenBank) 30S ribosomal protein S16","B2RH41","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0228","Ribosome"
