"","Uniprot_ID","GO_Terms","eggNOG"
"26","B0Y0Y6","mRNA cleavage factor complex [GO:0005849]; ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; mRNA 3'-end processing [GO:0031124]",NA
"27","B0Y4P5","thiol-dependent deubiquitinase [GO:0004843]; carbon catabolite repression of transcription [GO:0045013]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]",NA
"28","B0XYY2","mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]",NA
"29","B0YA61","integral component of membrane [GO:0016021]; cobalamin binding [GO:0031419]",NA
"30","B0Y581","mannitol 2-dehydrogenase activity [GO:0050086]",NA
"31","B0XTJ7","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]",NA
"32","B0Y5N4","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]",NA
"33","B0YAX5","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]",NA
"34","B0Y7S2","extracellular region [GO:0005576]; beta-mannosidase activity [GO:0004567]; polysaccharide catabolic process [GO:0000272]",NA
"35","B0YBU9","beta-mannosidase activity [GO:0004567]; polysaccharide catabolic process [GO:0000272]",NA
"36","B0XQB9","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; isopeptidase activity [GO:0070122]; metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"37","B0XPE7","nuclear chromosome [GO:0000228]; transcription regulator complex [GO:0005667]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045898]; rRNA processing [GO:0006364]",NA
"38","B0XQ16","Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; serine-type carboxypeptidase activity [GO:0004185]; apoptotic process [GO:0006915]",NA
"39","B0XMT4","cytoplasmic vesicle lumen [GO:0060205]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]; carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486]",NA
"40","B0XVP0","cytoplasm [GO:0005737]; 3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; ferrous iron binding [GO:0008198]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]",NA
"41","B0Y793","extracellular region [GO:0005576]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; cellulose catabolic process [GO:0030245]",NA
"42","B0XYQ4","cytosol [GO:0005829]; molybdopterin synthase complex [GO:0019008]; molybdopterin synthase activity [GO:0030366]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]",NA
"43","B0XPW9","cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; ATP metabolic process [GO:0046034]",NA
"44","B0Y7C3","mitochondrial outer membrane [GO:0005741]; FAD binding [GO:0071949]; kynurenine 3-monooxygenase activity [GO:0004502]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]",NA
"45","B0Y310",NA,NA
"46","B0XS74","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"47","B0XWL3","extracellular region [GO:0005576]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; cellulose binding [GO:0030248]; cellulose catabolic process [GO:0030245]",NA
"48","B0XU47","cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; mRNA cap binding [GO:0098808]; translation initiation factor activity [GO:0003743]; cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"49","B0YDW9","extracellular region [GO:0005576]; feruloyl esterase activity [GO:0030600]; metal ion binding [GO:0046872]; tannase activity [GO:0050318]; xylan catabolic process [GO:0045493]",NA
"50","B0XYZ8","extrinsic component of mitochondrial inner membrane [GO:0031314]; ubiquinone biosynthetic process [GO:0006744]",NA
"51","B0XP13","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"52","B0XZZ2","mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; positive regulation of translation [GO:0045727]; translation [GO:0006412]",NA
"53","B0XPZ1","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]",NA
"54","B0XXN8","ATP binding [GO:0005524]; protein kinase activity [GO:0004672]",NA
"55","B0XU32","extracellular region [GO:0005576]; feruloyl esterase activity [GO:0030600]; xylan catabolic process [GO:0045493]",NA
"56","B0YED6","extracellular region [GO:0005576]; aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235]",NA
"57","B0YCP1","integral component of membrane [GO:0016021]",NA
"58","B0XXK5","glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543]",NA
"59","B0Y1D1","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; sporulation resulting in formation of a cellular spore [GO:0030435]",NA
"60","B0Y240","ERMES complex [GO:0032865]; integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial genome maintenance [GO:0000002]; mitochondrial outer membrane translocase complex assembly [GO:0070096]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; protein insertion into mitochondrial outer membrane [GO:0045040]",NA
"61","B0Y762","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"62","B0XTU6","anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group [GO:0052861]; glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group [GO:0052862]; cellulose catabolic process [GO:0030245]",NA
"63","B0Y1E7","cytosol [GO:0005829]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]; protein urmylation [GO:0032447]; tRNA thio-modification [GO:0034227]; tRNA wobble uridine modification [GO:0002098]",NA
"64","B0XMP7","extracellular region [GO:0005576]; beta-galactosidase activity [GO:0004565]; polysaccharide catabolic process [GO:0000272]",NA
"65","B0XUW3","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; phosphatidylethanolamine N-methyltransferase activity [GO:0004608]; methylation [GO:0032259]; phosphatidylcholine biosynthetic process [GO:0006656]",NA
"66","B0Y7W2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; glucan exo-1,3-beta-glucosidase activity [GO:0004338]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]",NA
"67","B0XRX9","extracellular region [GO:0005576]; glucan endo-1,6-beta-glucosidase activity [GO:0046557]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]",NA
"68","B0Y4X4","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell wall integrity MAPK cascade [GO:0000196]; negative regulation of glucose mediated signaling pathway [GO:1902660]; negative regulation of mitotic cytokinesis [GO:1902413]; positive regulation of calcium ion import across plasma membrane [GO:1905665]; positive regulation of calcium-mediated signaling [GO:0050850]",NA
"69","B0YA65","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",NA
"70","B0Y3W4","mitochondrial matrix [GO:0005759]; acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; glutamate N-acetyltransferase activity [GO:0004358]; methione N-acyltransferase activity [GO:0103045]; arginine biosynthetic process [GO:0006526]",NA
"71","B0XRM8","cytoplasm [GO:0005737]; 3-dehydroquinate dehydratase activity [GO:0003855]; 3-dehydroquinate synthase activity [GO:0003856]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; shikimate kinase activity [GO:0004765]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]",NA
"72","B0XRV0","extracellular region [GO:0005576]; serine-type peptidase activity [GO:0008236]",NA
"73","B0XRV0","extracellular region [GO:0005576]; serine-type peptidase activity [GO:0008236]",NA
"74","B0XRV0","extracellular region [GO:0005576]; serine-type peptidase activity [GO:0008236]",NA
"75","B0XRV0","extracellular region [GO:0005576]; serine-type peptidase activity [GO:0008236]",NA
"76","B0YEH1","cytoplasmic stress granule [GO:0010494]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; multi-eIF complex [GO:0043614]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"77","B0Y604","mitochondrion [GO:0005739]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; mitochondrial translational elongation [GO:0070125]",NA
"78","B0XXF8","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]",NA
"79","B0XN12","actin fusion focus [GO:1990819]; division septum [GO:0000935]; extracellular region [GO:0005576]; glucan endo-1,6-beta-glucosidase activity [GO:0046557]; glucan exo-1,3-beta-glucosidase activity [GO:0004338]; metal ion binding [GO:0046872]; fungal-type cell wall beta-glucan metabolic process [GO:0070879]; fungal-type cell wall disassembly involved in conjugation with cellular fusion [GO:1904541]; polysaccharide catabolic process [GO:0000272]",NA
"80","B0YDT3","extracellular region [GO:0005576]; arabinan endo-1,5-alpha-L-arabinosidase activity [GO:0046558]; arabinan catabolic process [GO:0031222]; xylan catabolic process [GO:0045493]",NA
"81","B0XN37","manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]",NA
"82","B0XW47","manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]",NA
"83","B0Y9G4","extracellular region [GO:0005576]; cellulase activity [GO:0008810]; cellulose binding [GO:0030248]; cellulose catabolic process [GO:0030245]",NA
"84","B0XPR3","extracellular region [GO:0005576]; arabinogalactan endo-1,4-beta-galactosidase activity [GO:0031218]; glucosidase activity [GO:0015926]; cell wall organization [GO:0071555]; pectin catabolic process [GO:0045490]",NA
"85","B0Y7I1","regulation of protein ubiquitination [GO:0031396]",NA
"86","B0Y7U1","extracellular region [GO:0005576]; feruloyl esterase activity [GO:0030600]; metal ion binding [GO:0046872]; tannase activity [GO:0050318]; xylan catabolic process [GO:0045493]",NA
"87","B0XM00","cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; spindle pole [GO:0000922]; dynein complex binding [GO:0070840]; cell division [GO:0051301]; establishment of mitotic spindle orientation [GO:0000132]; microtubule sliding [GO:0051012]",NA
"88","B0Y6H2","cytoplasm [GO:0005737]; 3-hydroxykynureninase activity [GO:0061981]; kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]",NA
"89","B0XY69","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]",NA
"90","B0XYC4","extracellular region [GO:0005576]; galacturan 1,4-alpha-galacturonidase activity [GO:0047911]; polygalacturonase activity [GO:0004650]; cell wall organization [GO:0071555]; pectin catabolic process [GO:0045490]",NA
"91","B0Y8W7","ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine/threonine/tyrosine kinase activity [GO:0004712]",NA
"92","B0Y691","lyase activity [GO:0016829]; Mo-molybdopterin cofactor sulfurase activity [GO:0008265]; molybdenum cofactor sulfurtransferase activity [GO:0102867]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]",NA
"93","B0YD09","ERMES complex [GO:0032865]; integral component of endoplasmic reticulum membrane [GO:0030176]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; mitochondrial genome maintenance [GO:0000002]; protein insertion into mitochondrial outer membrane [GO:0045040]",NA
"94","B0YAK0","cytoplasm [GO:0005737]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]",NA
"95","B0XPE4","cytoplasm [GO:0005737]; division septum [GO:0000935]; ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; cell wall integrity MAPK cascade [GO:0000196]; positive regulation of calcium-mediated signaling [GO:0050850]",NA
"96","B0XVA3","mitochondrial inner membrane [GO:0005743]; mitochondrial gene expression [GO:0140053]",NA
"97","B0XV83","cyanate hydratase activity [GO:0008824]; DNA binding [GO:0003677]; cyanate metabolic process [GO:0009439]",NA
"98","B0XR88","actin cortical patch [GO:0030479]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; actin filament organization [GO:0007015]; endocytosis [GO:0006897]",NA
"99","B0Y8K2","extracellular region [GO:0005576]; cellulose 1,4-beta-cellobiosidase activity [GO:0016162]; cellulose binding [GO:0030248]; cellulose catabolic process [GO:0030245]",NA
"100","B0XRG7","cytoplasmic stress granule [GO:0010494]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; multi-eIF complex [GO:0043614]; identical protein binding [GO:0042802]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]",NA
"101","B0XS28","eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; multi-eIF complex [GO:0043614]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]; positive regulation of ATPase activity [GO:0032781]; translation reinitiation [GO:0002188]; translational termination [GO:0006415]",NA
"102","B0Y4F9","4 iron, 4 sulfur cluster binding [GO:0051539]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]",NA
"103","B0Y537","extracellular region [GO:0005576]; cutinase activity [GO:0050525]",NA
"104","B0XXL3","cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; translation initiation factor activity [GO:0003743]; eukaryotic translation initiation factor 3 complex assembly [GO:0070196]; formation of cytoplasmic translation initiation complex [GO:0001732]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]",NA
"105","B0XZ33","mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]",NA
"106","B0XRA0","heterotrimeric G-protein complex [GO:0005834]; G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular response to chemical stimulus [GO:0070887]; G protein-coupled receptor signaling pathway [GO:0007186]",NA
"107","B0Y9F9","extracellular region [GO:0005576]; aspartyl esterase activity [GO:0045330]; pectinesterase activity [GO:0030599]; cell wall modification [GO:0042545]; pectin catabolic process [GO:0045490]",NA
"108","B0XYE0","nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; positive regulation of transcription by RNA polymerase II [GO:0045944]",NA
"109","B0XTS5","extracellular region [GO:0005576]; arabinan endo-1,5-alpha-L-arabinosidase activity [GO:0046558]; arabinan catabolic process [GO:0031222]; xylan catabolic process [GO:0045493]",NA
"110","B0Y081","cysteine-type peptidase activity [GO:0008234]; apoptotic process [GO:0006915]",NA
"111","B0XXN5","nucleolus [GO:0005730]; RNA binding [GO:0003723]; rRNA processing [GO:0006364]",NA
"112","B0XNF8","cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; AMP binding [GO:0016208]; DNA replication origin binding [GO:0003688]; GMP binding [GO:0019002]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; sulfinylpropanyl adenylate synthase [GO:0061483]; 'de novo' AMP biosynthetic process [GO:0044208]; cellular response to cadmium ion [GO:0071276]; fumarate metabolic process [GO:0006106]",NA
"113","B0Y665","anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phospholipid catabolic process [GO:0009395]",NA
"114","B0Y665","anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phospholipid catabolic process [GO:0009395]",NA
"115","B0Y665","anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phospholipid catabolic process [GO:0009395]",NA
"116","B0Y665","anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phospholipid catabolic process [GO:0009395]",NA
"117","B0Y7Q2","mitochondrial matrix [GO:0005759]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; cellular iron ion homeostasis [GO:0006879]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; protein stabilization [GO:0050821]",NA
"118","B0XTT5","nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]",NA
"119","B0YAA4","extracellular region [GO:0005576]; galacturan 1,4-alpha-galacturonidase activity [GO:0047911]; polygalacturonase activity [GO:0004650]; cell wall organization [GO:0071555]; pectin catabolic process [GO:0045490]",NA
"120","B0XQZ0","cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; endoplasmic reticulum inheritance [GO:0048309]; endoplasmic reticulum membrane fusion [GO:0016320]",NA
"121","B0XSW5","mitochondrion [GO:0005739]",NA
"122","B0Y601","cytoplasm [GO:0005737]",NA
"123","B0Y3B5","protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]",NA
"124","B0XPP3","cysteine-type peptidase activity [GO:0008234]; apoptotic process [GO:0006915]",NA
"125","B0XSI3","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; 3-oxo-arachidoyl-CoA reductase activity [GO:0102339]; 3-oxo-behenoyl-CoA reductase activity [GO:0102340]; 3-oxo-cerotoyl-CoA reductase activity [GO:0102342]; 3-oxo-lignoceroyl-CoA reductase activity [GO:0102341]; ketoreductase activity [GO:0045703]; fatty acid elongation [GO:0030497]",NA
"126","B0YC95","actin cortical patch [GO:0030479]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; endocytosis [GO:0006897]",NA
"127","B0Y708","extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]",NA
"128","B0Y612","nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; ribonucleoprotein complex binding [GO:0043021]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",NA
"129","B0XTS1","nuclear SCF ubiquitin ligase complex [GO:0043224]; identical protein binding [GO:0042802]; ubiquitin binding [GO:0043130]; ubiquitin ligase-substrate adaptor activity [GO:1990756]; protein polyubiquitination [GO:0000209]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]; response to arsenic-containing substance [GO:0046685]; response to cadmium ion [GO:0046686]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]",NA
"130","B0YEV0","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]",NA
"131","B0Y4X9","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]",NA
"132","B0Y766","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]",NA
