"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"15","CAALFM_C100550WA","CIS2, CaO19.6053 ","(RefSeq) gamma-glutamyltransferase","Taurine and hypotaurine metabolism, Cyanoamino acid metabolism, Glutathione metabolism, Metabolic pathways"
"16","CAALFM_C100600WA","APC1, CaO19.6046 ","(RefSeq) anaphase promoting complex subunit 1","Cell cycle - yeast, Meiosis - yeast, Ubiquitin mediated proteolysis"
"17","CAALFM_C100610WA","PSD1, CaO19.6045 ","(RefSeq) phosphatidylserine decarboxylase 1","Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"18","CAALFM_C100630WA","CaO19.6043 ","(RefSeq) hypothetical protein","Pyruvate metabolism, Metabolic pathways"
"19","CAALFM_C100650CA","SNF7, CaO19.6040 ","(RefSeq) ESCRT-III subunit protein","Viral life cycle - HIV-1, Endocytosis"
"20","CAALFM_C100660CA","CaO19.6039 ","(RefSeq) t-SNARE syntaxin","SNARE interactions in vesicular transport"
"21","CAALFM_C100700WA","CaO19.6035 ","(RefSeq) hypothetical protein","Oxidative phosphorylation, Metabolic pathways"
"22","CAALFM_C100710CA","TUB2, CaO19.6034 ","(RefSeq) beta-tubulin","Phagosome"
"23","CAALFM_C100740CA","SPE1, CaO19.6032 ","(RefSeq) ornithine decarboxylase","Arginine and proline metabolism, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"24","CAALFM_C100750CA","VPS27, CaO19.6031 ","(RefSeq) ESCRT-0 subunit protein","Viral life cycle - HIV-1, Endocytosis, Phagosome"
"25","CAALFM_C100800CA","ERG2, CaO19.6026 ","(RefSeq) C-8 sterol isomerase","Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"26","CAALFM_C100810WA","CaO19.6025 ","(RefSeq) N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase catalytic subunit","N-Glycan biosynthesis, Various types of N-glycan biosynthesis, Metabolic pathways"
"27","CAALFM_C100860WA","CaO19.6020 ","(RefSeq) hypothetical protein","Autophagy - other, Autophagy - yeast"
"28","CAALFM_C100870WA","LRO1, CaO19.6018 ","(RefSeq) phospholipid:diacylglycerol acyltransferase","Glycerolipid metabolism, Metabolic pathways"
"29","CAALFM_C100930CA","SIN3, CaO19.6011 ","(RefSeq) transcriptional regulator","Mitophagy - yeast"
"30","CAALFM_C100940WA","RPB11 ","(RefSeq) DNA-directed RNA polymerase II core subunit","RNA polymerase"
"31","CAALFM_C100950CA","CDC5, CaO19.6010 ","(RefSeq) polo kinase","Cell cycle - yeast, Meiosis - yeast"
"32","CAALFM_C100960CA","SET1, CaO19.6009 ","(RefSeq) histone methyltransferase","Lysine degradation, Metabolic pathways"
"33","CAALFM_C101000CA","CaO19.3289 ","(RefSeq) origin recognition complex subunit 6","Cell cycle - yeast, Meiosis - yeast"
"34","CAALFM_C101010WA","CaO19.3290 ","(RefSeq) hypothetical protein","Oxidative phosphorylation, Metabolic pathways"
"35","CAALFM_C101050CA","CaO19.3293 ","(RefSeq) trans-2-enoyl-CoA reductase (NADPH)","Fatty acid elongation, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"36","CAALFM_C101130WA","CaO19.3301 ","(RefSeq) ubiquitin-binding SDF ubiquitin ligase complex subunit","Cell cycle - yeast, Ubiquitin mediated proteolysis"
"37","CAALFM_C101160CA","CaO19.3304 ","(RefSeq) exosome non-catalytic core subunit","RNA degradation"
"38","CAALFM_C101180CA","CaO19.3306 ","(RefSeq) hypothetical protein","Meiosis - yeast"
"39","CAALFM_C101320WA","MRS7, CaO19.3321 ","(RefSeq) Mrs7p","Mitophagy - yeast"
"40","CAALFM_C101330CA","DUT1, CaO19.3322 ","(RefSeq) bifunctional dITP/dUTP diphosphatase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"41","CAALFM_C101360CA","CaO19.3325 ","(RefSeq) glycogenin glucosyltransferase","Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"42","CAALFM_C101370CA","RPS21B ","(RefSeq) ribosomal 40S subunit protein S21B","Ribosome"
"43","CAALFM_C101390CA","CaO19.3328 ","(RefSeq) hypothetical protein","MAPK signaling pathway - yeast"
"44","CAALFM_C101400CA","CaO19.3329 ","(RefSeq) sphinganine kinase","Sphingolipid metabolism, Metabolic pathways"
"45","CAALFM_C101480CA","RPS21, CaO19.3334 ","(RefSeq) ribosomal 40S subunit protein S2","Ribosome"
"46","CAALFM_C101520CA","SOD2, CaO19.3340 ","(RefSeq) superoxide dismutase","Peroxisome, Longevity regulating pathway - multiple species"
"47","CAALFM_C101530CA","CaO19.3341 ","(RefSeq) arginine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"48","CAALFM_C101560WA","SIZ1, CaO19.3345 ","(RefSeq) SUMO ligase","Ubiquitin mediated proteolysis"
"49","CAALFM_C101570CA","RPB7, CaO19.3347 ","(RefSeq) DNA-directed RNA polymerase II subunit","RNA polymerase"
"50","CAALFM_C101580WA","CaO19.3348 ","(RefSeq) mitochondrial 54S ribosomal protein YmL23","Ribosome"
"51","CAALFM_C101590CA","CaO19.3349 ","(RefSeq) DNA-directed RNA polymerase II core subunit","RNA polymerase"
"52","CAALFM_C101600WA","MRP20, CaO19.3350 ","(RefSeq) mitochondrial 54S ribosomal protein YmL41","Ribosome"
"53","CAALFM_C101640WA","RPS42, CaO19.3354 ","(RefSeq) ribosomal 40S subunit protein S4A","Ribosome"
"54","CAALFM_C101650WA","ISN1, CaO19.3355 ","(RefSeq) IMP 5'-nucleotidase","Purine metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways, Nucleotide metabolism"
"55","CAALFM_C101670CA","ESP1, CaO19.3356 ","(RefSeq) separase","Cell cycle - yeast, Meiosis - yeast"
"56","CAALFM_C101690CA","LSC1, CaO19.3358 ","(RefSeq) succinate--CoA ligase (GDP-forming) subunit alpha","Citrate cycle (TCA cycle), Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"57","CAALFM_C101740WA","CTN1, CaO19.4551 ","(RefSeq) carnitine O-acetyltransferase","Peroxisome"
"58","CAALFM_C101790WA","SWI4, CaO19.4545 ","(RefSeq) SBF complex DNA-binding subunit","MAPK signaling pathway - yeast, Cell cycle - yeast, Meiosis - yeast"
"59","CAALFM_C101810CA","UGA2, CaO19.4543 ","(RefSeq) Uga2p","Alanine, aspartate and glutamate metabolism, Lysine degradation, Tyrosine metabolism, Butanoate metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways"
"60","CAALFM_C101820CA","CaO19.4542 ","(RefSeq) TFIIH complex kinase subunit","Basal transcription factors, Nucleotide excision repair"
"61","CAALFM_C101830CA","UBC8, CaO19.4540 ","(RefSeq) E2 ubiquitin-conjugating protein","Ubiquitin mediated proteolysis"
"62","CAALFM_C101850CA","CaO19.4538 ","(RefSeq) hypothetical protein","mRNA surveillance pathway"
"63","CAALFM_C101870CA","CYS4, CaO19.4536 ","(RefSeq) cystathionine beta-synthase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"64","CAALFM_C101890CA","CaO19.4534 ","(RefSeq) hypothetical protein","Protein processing in endoplasmic reticulum"
"65","CAALFM_C102000WA","CaO19.4525 ","(RefSeq) hypothetical protein","Nucleocytoplasmic transport"
"66","CAALFM_C102020WA","CaO19.4523 ","(RefSeq) 5-formyltetrahydrofolate cyclo-ligase","One carbon pool by folate, Metabolic pathways"
"67","CAALFM_C102130CA","GAL1, CaO19.3670 ","(RefSeq) galactokinase","Galactose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"68","CAALFM_C102150WA","GAL10, CaO19.3672 ","(RefSeq) bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase","Glycolysis / Gluconeogenesis, Galactose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"69","CAALFM_C102170CA","GAL102, CaO19.3674 ","(RefSeq) Gal102p","Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"70","CAALFM_C102180WA","GAL7, CaO19.3675 ","(RefSeq) UDP-glucose:hexose-1-phosphate uridylyltransferase","Galactose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"71","CAALFM_C102200CA","CaO19.3677 ","(RefSeq) hypothetical protein","Autophagy - other, Autophagy - yeast, Longevity regulating pathway - multiple species"
"72","CAALFM_C102240WA","CaO19.3681 ","(RefSeq) karyopherin beta","Nucleocytoplasmic transport"
"73","CAALFM_C102250WA","CWH8, CaO19.3682 ","(RefSeq) Cwh8p","N-Glycan biosynthesis, Metabolic pathways"
"74","CAALFM_C102260CA","AGE3, CaO19.3683 ","(RefSeq) Age3p","Endocytosis"
"75","CAALFM_C102270CA","CaO19.3684 ","(RefSeq) hypothetical protein","Peroxisome"
"76","CAALFM_C102320CA","CaO19.3690 ","(RefSeq) bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase","Fructose and mannose metabolism"
"77","CAALFM_C102330CA"," ","(RefSeq) ribosomal 60S subunit protein L26B","Ribosome"
"78","CAALFM_C102400CA","MNN11, CaO19.2927 ","(RefSeq) alpha-1,6-mannosyltransferase","Various types of N-glycan biosynthesis, Metabolic pathways"
"79","CAALFM_C102420CA","GSC1, CaO19.2929 ","(RefSeq) 1,3-beta-glucan synthase","Starch and sucrose metabolism, Metabolic pathways, MAPK signaling pathway - yeast"
"80","CAALFM_C102440CA","CaO19.2933 ","(RefSeq) ubiquitin-specific protease","Protein processing in endoplasmic reticulum"
"81","CAALFM_C102460WA","RPL10, CaO19.2935 ","(RefSeq) ribosomal 60S subunit protein L10","Ribosome"
"82","CAALFM_C102480WA","PMM1, CaO19.2937 ","(RefSeq) phosphomannomutase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"83","CAALFM_C102510WA","CaO19.2940 ","(RefSeq) hypothetical protein","SNARE interactions in vesicular transport"
"84","CAALFM_C102590CA","SNZ1, CaO19.2947 ","(RefSeq) pyridoxine biosynthesis protein","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"85","CAALFM_C102600WA","SNO1, CaO19.2948 ","(RefSeq) putative pyridoxal 5'-phosphate synthase","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"86","CAALFM_C102620CA","HOM6, CaO19.2951 ","(RefSeq) homoserine dehydrogenase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"87","CAALFM_C102630CA","EXG2, CaO19.2952 ","(RefSeq) glucan exo-1,3-beta-glucosidase","Starch and sucrose metabolism, Metabolic pathways"
"88","CAALFM_C102710WA","FRS2, CaO19.2960 ","(RefSeq) phenylalanine--tRNA ligase subunit alpha","Aminoacyl-tRNA biosynthesis"
"89","CAALFM_C102740CA","CaO19.2963 ","(RefSeq) hypothetical protein","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"90","CAALFM_C102780WA","CaO19.2966 ","(RefSeq) carboxymethylenebutenolidase","Metabolic pathways"
"91","CAALFM_C102820WA","LYS2, CaO19.2970 ","(RefSeq) L-aminoadipate-semialdehyde dehydrogenase","Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"92","CAALFM_C102840WA","PDE2, CaO19.2972 ","(RefSeq) 3',5'-cyclic-nucleotide phosphodiesterase","Purine metabolism, Metabolic pathways"
"93","CAALFM_C102860CA","YKT6, CaO19.2974 ","(RefSeq) palmitoyltransferase","SNARE interactions in vesicular transport, Autophagy - yeast"
"94","CAALFM_C102870WA","YPT7, CaO19.2975 ","(RefSeq) Ypt7p","Autophagy - yeast, Endocytosis, Phagosome"
"95","CAALFM_C102910CA","CaO19.2982 ","(RefSeq) protein kinase regulatory subunit","Autophagy - yeast"
"96","CAALFM_C102930CA","MST1, CaO19.2984 ","(RefSeq) threonine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"97","CAALFM_C102970WA","CaO19.2988 ","(RefSeq) hypothetical protein","Histidine metabolism, Metabolic pathways"
"98","CAALFM_C102980WA","GOR1, CaO19.2989 ","(RefSeq) glyoxylate reductase","Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"99","CAALFM_C102990CA","XOG1, CaO19.2990 ","(RefSeq) glucan 1,3-beta-glucosidase","Starch and sucrose metabolism, Metabolic pathways"
"100","CAALFM_C103010WA","RPP1A, CaO19.2992 ","(RefSeq) ribosomal protein P1A","Ribosome"
"101","CAALFM_C103020CA","RPL13, CaO19.2994 ","(RefSeq) ribosomal 60S subunit protein L13A","Ribosome"
"102","CAALFM_C103030WA","RPS16A ","(RefSeq) ribosomal 40S subunit protein S16A","Ribosome"
"103","CAALFM_C103070CA","ORC1, CaO19.3000 ","(RefSeq) origin recognition complex subunit 1","Cell cycle - yeast, Meiosis - yeast"
"104","CAALFM_C103080CA","TEM1, CaO19.3001 ","(RefSeq) Ras family GTPase","Cell cycle - yeast"
"105","CAALFM_C103090WA","RPS1, CaO19.3002 ","(RefSeq) ribosomal 40S subunit protein S1B","Ribosome"
"106","CAALFM_C103110WA","RPL6 ","(RefSeq) ribosomal 60S subunit protein L6B","Ribosome"
"107","CAALFM_C103180WA","CaO19.3010 ","(RefSeq) lipoyl(octanoyl) transferase","Lipoic acid metabolism, Metabolic pathways, Biosynthesis of cofactors"
"108","CAALFM_C103220CA","BMH1, CaO19.3014 ","(RefSeq) 14-3-3 family protein","MAPK signaling pathway - yeast"
"109","CAALFM_C103320CA","EHD3, CaO19.3029 ","(RefSeq) Ehd3p","Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Propanoate metabolism, Metabolic pathways, Carbon metabolism"
"110","CAALFM_C103330CA","CaO19.3030 ","(RefSeq) hypothetical protein","Autophagy - other, Autophagy - yeast"
"111","CAALFM_C103340CA","SEC62, CaO19.3031 ","(RefSeq) Sec63 complex subunit","Protein export, Protein processing in endoplasmic reticulum"
"112","CAALFM_C103370WA","CaO19.3037 ","(RefSeq) polyadenylate-binding protein","mRNA surveillance pathway, RNA degradation"
"113","CAALFM_C103380WA","TPS2, CaO19.3038 ","(RefSeq) trehalose-phosphatase","Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"114","CAALFM_C103430WA","CaO19.3043 ","(RefSeq) triglyceride lipase","Glycerolipid metabolism, Metabolic pathways"
"115","CAALFM_C103470CA","CaO19.3049 ","(RefSeq) putative serine/threonine protein kinase","Meiosis - yeast"
"116","CAALFM_C103480CA","AGE1, CaO19.3050 ","(RefSeq) Age1p","Endocytosis"
"117","CAALFM_C103520WA","RPN3, CaO19.3054 ","(RefSeq) proteasome regulatory particle lid subunit","Proteasome"
"118","CAALFM_C103550CA","COQ6, CaO19.3058 ","(RefSeq) putative N,N-dimethylaniline monooxygenase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"119","CAALFM_C103560CA","SUA71, CaO19.3059 ","(RefSeq) transcription factor TFIIB","Basal transcription factors"
"120","CAALFM_C103600WA","CaO19.3060 ","(RefSeq) dolichyl-diphosphooligosaccharide-protein glycotransferase","N-Glycan biosynthesis, Various types of N-glycan biosynthesis, Metabolic pathways, Protein processing in endoplasmic reticulum"
"121","CAALFM_C103610CA","IMP1, CaO19.3061 ","(RefSeq) endopeptidase catalytic subunit","Protein export"
"122","CAALFM_C103620CA"," ","(RefSeq) hypothetical protein","Ribosome"
"123","CAALFM_C103640CA","HFL1, CaO19.3063 ","(RefSeq) DNA polymerase epsilon noncatalytic subunit","DNA replication, Base excision repair, Nucleotide excision repair"
"124","CAALFM_C103670CA","DAO1, CaO19.3065 ","(RefSeq) Dao1p","Glycine, serine and threonine metabolism, Arginine and proline metabolism, D-Amino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Peroxisome"
"125","CAALFM_C103730CA","MNS1, CaO19.1036 ","(RefSeq) mannosyl-oligosaccharide 1,2-alpha-mannosidase","N-Glycan biosynthesis, Various types of N-glycan biosynthesis, Metabolic pathways, Protein processing in endoplasmic reticulum"
"126","CAALFM_C103760CA","STR2, CaO19.1033 ","(RefSeq) cystathionine gamma-synthase","Cysteine and methionine metabolism, Selenocompound metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"127","CAALFM_C103770WA","SKO1, CaO19.1032 ","(RefSeq) Sko1p","MAPK signaling pathway - yeast"
"128","CAALFM_C103780CA","HMG1, CaO19.1031 ","(RefSeq) hydroxymethylglutaryl-CoA reductase (NADPH)","Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"129","CAALFM_C103800WA","RPP1, CaO19.1029 ","(RefSeq) RNA-binding RNA processing protein","Ribosome biogenesis in eukaryotes"
"130","CAALFM_C103830CA","CaO19.1026 ","(RefSeq) exosome non-catalytic core subunit","RNA degradation"
"131","CAALFM_C103940WA","CaO19.4468 ","(RefSeq) succinate dehydrogenase membrane anchor subunit","Citrate cycle (TCA cycle), Oxidative phosphorylation, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"132","CAALFM_C104030WA","CaO19.4478 ","(RefSeq) aspartate--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"133","CAALFM_C104050CA","MFALPHA, CaO19.4481 ","(RefSeq) mating pheromone alpha","MAPK signaling pathway - yeast"
"134","CAALFM_C104080WA","MAD2, CaO19.1040 ","(RefSeq) spindle checkpoint protein","Cell cycle - yeast, Meiosis - yeast"
"135","CAALFM_C104110WA","CaO19.1043 ","(RefSeq) lysophosphatidic acid acyltransferase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"136","CAALFM_C104190CA","CaO19.1053 ","(RefSeq) hypothetical protein","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Metabolic pathways"
"137","CAALFM_C104200CA","CaO19.1054 ","(RefSeq) nucleoporin","Nucleocytoplasmic transport"
"138","CAALFM_C104230WA","CaO19.1058 ","(RefSeq) proteasome regulatory particle lid subunit","Proteasome"
"139","CAALFM_C104280CA","CaO19.1063 ","(RefSeq) GPI-anchor transamidase","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Metabolic pathways"
"140","CAALFM_C104290CA","ACS2, CaO19.1064 ","(RefSeq) acetate--CoA ligase","Glycolysis / Gluconeogenesis, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"141","CAALFM_C104300CA","SSA2, CaO19.1065 ","(RefSeq) Hsp70 family chaperone","Spliceosome, Protein processing in endoplasmic reticulum, Endocytosis, Longevity regulating pathway - multiple species"
"142","CAALFM_C104320WA","GPM2, CaO19.1067 ","(RefSeq) Gpm2p","Glycolysis / Gluconeogenesis, Glycine, serine and threonine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
"143","CAALFM_C104370CA","CaO19.5201 ","(RefSeq) mitochondrial 37S ribosomal protein RSM18","Ribosome"
"144","CAALFM_C104390CA","NOP4, CaO19.5198 ","(RefSeq) mRNA-binding ribosome biosynthesis protein","Ribosome biogenesis in eukaryotes"
"145","CAALFM_C104410CA","ESS1, CaO19.5196 ","(RefSeq) peptidylprolyl isomerase","Viral life cycle - HIV-1"
"146","CAALFM_C104420CA","URA6, CaO19.5195 ","(RefSeq) bifunctional uridylate/adenylate kinase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism, Biosynthesis of cofactors"
"147","CAALFM_C104480CA","TUS1, CaO19.6842 ","(RefSeq) Rho family guanine nucleotide exchange factor","MAPK signaling pathway - yeast"
"148","CAALFM_C104500WA","ICL1, CaO19.6844 ","(RefSeq) isocitrate lyase 1","Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"149","CAALFM_C104520CA","PHO85, CaO19.6846 ","(RefSeq) cyclin-dependent serine/threonine-protein kinase","Cell cycle - yeast, Autophagy - yeast"
"150","CAALFM_C104540CA","VPS16, CaO19.6848 ","(RefSeq) tethering complex subunit","Autophagy - yeast"
"151","CAALFM_C104550WA","ELC1, CaO19.6849 ","(RefSeq) elongin C","Ubiquitin mediated proteolysis"
"152","CAALFM_C104610WA","ATP1, CaO19.6854 ","(RefSeq) F1F0 ATP synthase subunit alpha","Oxidative phosphorylation, Metabolic pathways"
"153","CAALFM_C104660WA","DUR1,2, CaO19.780 ","(RefSeq) bifunctional urea carboxylase/allophanate hydrolase","Arginine biosynthesis, Atrazine degradation, Metabolic pathways"
"154","CAALFM_C104690CA","CaO19.776 ","(RefSeq) hypothetical protein","Meiosis - yeast"
"155","CAALFM_C104730CA","LYS21, CaO19.772 ","(RefSeq) homocitrate synthase","Lysine biosynthesis, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"156","CAALFM_C104750WA","IFE1, CaO19.769 ","(RefSeq) putative dehydrogenase","Butanoate metabolism, Biosynthesis of secondary metabolites"
"157","CAALFM_C104770CA","ERG3, CaO19.767 ","(RefSeq) C-5 sterol desaturase","Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"158","CAALFM_C104790WA","CaO19.763 ","(RefSeq) hypothetical protein","Nucleocytoplasmic transport, mRNA surveillance pathway, Spliceosome"
"159","CAALFM_C104820CA","CaO19.760 ","(RefSeq) putative mitochondrial 54S ribosomal protein RTC6","Ribosome"
"160","CAALFM_C104840CA","CaO19.758 ","(RefSeq) hypothetical protein","Phagosome"
"161","CAALFM_C104990CA","CaO19.53 ","(RefSeq) hypothetical protein","Spliceosome"
"162","CAALFM_C105020CA","ARG2, CaO19.56 ","(RefSeq) acetyl-CoA:L-glutamate N-acetyltransferase","Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"163","CAALFM_C105050CA","RRP6, CaO19.58 ","(RefSeq) exosome nuclease subunit","RNA degradation"
"164","CAALFM_C105070CA","GPI7, CaO19.4064 ","(RefSeq) mannose-ethanolamine phosphotransferase","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Metabolic pathways"
"165","CAALFM_C105090WA","TRY2, CaO19.4062 ","(RefSeq) Try2p","Spliceosome"
"166","CAALFM_C105110CA","ARO4, CaO19.4060 ","(RefSeq) 3-deoxy-7-phosphoheptulonate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"167","CAALFM_C105180CA"," ","(RefSeq) hypothetical protein","Oxidative phosphorylation, Metabolic pathways"
"168","CAALFM_C105190CA"," ","(RefSeq) hypothetical protein","Oxidative phosphorylation, Metabolic pathways"
"169","CAALFM_C105230WA","CaO19.443 ","(RefSeq) DNA-directed RNA polymerase III subunit","RNA polymerase"
"170","CAALFM_C105240CA","RPT1, CaO19.441 ","(RefSeq) proteasome regulatory particle base subunit","Proteasome"
"171","CAALFM_C105260CA","SDH1, CaO19.440 ","(RefSeq) succinate dehydrogenase flavoprotein subunit","Citrate cycle (TCA cycle), Oxidative phosphorylation, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"172","CAALFM_C105290WA","GRS1, CaO19.437 ","(RefSeq) glycine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"173","CAALFM_C105360CA","CaO19.429 ","(RefSeq) non-canonical poly(A) polymerase","RNA degradation"
"174","CAALFM_C105410CA","TRP99, CaO19.424 ","(RefSeq) Trp99p","Peroxisome"
"175","CAALFM_C105420WA","CaO19.423 ","(RefSeq) hypothetical protein","RNA degradation"
"176","CAALFM_C105460WA","KOG1, CaO19.418 ","(RefSeq) ubiquitin-binding TORC1 subunit","Autophagy - other, Autophagy - yeast, Longevity regulating pathway - multiple species"
"177","CAALFM_C105510CA","RPS27A ","(RefSeq) ribosomal 40S subunit protein S27A","Ribosome"
"178","CAALFM_C105530CA","SSH1, CaO19.412 ","(RefSeq) Ssh1p","Protein export, Protein processing in endoplasmic reticulum, Phagosome"
"179","CAALFM_C105560WA","RIB4 ","(RefSeq) lumazine synthase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
