"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"160","SAOUHSC_00024",NA,NA,"Q2G2U5","hydrolase activity [GO:0016787]","COG1235",NA
"161","SAOUHSC_00025",NA,NA,"Q2G253","extracellular region [GO:0005576]; outer membrane-bounded periplasmic space [GO:0030288]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; UDP-sugar diphosphatase activity [GO:0008768]; nucleotide catabolic process [GO:0009166]","COG0737",NA
"162","SAOUHSC_00026",NA,NA,"Q2G249","integral component of membrane [GO:0016021]",NA,NA
"163","SAOUHSC_00027",NA,NA,"Q2G252","cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]","COG1576",NA
"164","SAOUHSC_00028",NA,NA,"Q2G251","integral component of membrane [GO:0016021]",NA,NA
"165","SAOUHSC_00029",NA,NA,"Q2G250",NA,NA,NA
"166","SAOUHSC_00030",NA,NA,"Q2G2E9",NA,NA,NA
"167","SAOUHSC_00031",NA,NA,"Q2G2E8","oxidoreductase activity [GO:0016491]",NA,NA
"168","SAOUHSC_00032",NA,NA,"Q2G2E6",NA,NA,NA
"169","SAOUHSC_00033",NA,NA,"Q2G2E7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA
"170","SAOUHSC_00034",NA,NA,"Q2G1R8","DNA binding [GO:0003677]; metal ion binding [GO:0046872]; negative regulation of transcription, DNA-templated [GO:0045892]",NA,NA
"171","SAOUHSC_00035",NA,NA,"Q2G1R7",NA,NA,NA
"172","SAOUHSC_00036",NA,NA,"Q2G1R6","hydrolase activity, acting on ester bonds [GO:0016788]; sulfur dioxygenase activity [GO:0050313]; glutathione metabolic process [GO:0006749]; hydrogen sulfide metabolic process [GO:0070813]",NA,NA
"173","SAOUHSC_00037","","(RefSeq) hypothetical protein","Q2G1R5","FAD binding [GO:0071949]; sulfide:quinone oxidoreductase activity [GO:0070224]; sulfide oxidation, using sulfide:quinone oxidoreductase [GO:0070221]",NA,"Sulfur metabolism, Microbial metabolism in diverse environments"
"174","SAOUHSC_00038",NA,NA,"Q2G1R4",NA,NA,NA
"175","SAOUHSC_00039",NA,NA,"Q2G1R3","flavin adenine dinucleotide binding [GO:0050660]; RNA binding [GO:0003723]; tRNA dihydrouridine synthase activity [GO:0017150]","COG0042",NA
"176","SAOUHSC_00040",NA,NA,"Q2G1R2","integral component of membrane [GO:0016021]",NA,NA
"177","SAOUHSC_00041",NA,NA,"Q2G1R1",NA,NA,NA
"178","SAOUHSC_00042",NA,NA,"Q2G1R0","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA,NA
"179","SAOUHSC_00043",NA,NA,"Q2G1Q9",NA,NA,NA
"180","SAOUHSC_00044",NA,NA,"Q2G1Q8","DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]",NA,NA
"181","SAOUHSC_00045",NA,NA,"Q2G1Q7",NA,NA,NA
"182","SAOUHSC_00046",NA,NA,"Q2G1Q6","DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]",NA,NA
"183","SAOUHSC_00047",NA,NA,"Q2G1Q5","integral component of membrane [GO:0016021]",NA,NA
"184","SAOUHSC_00049",NA,NA,"Q2G1Q4","RNA binding [GO:0003723]","COG0419",NA
"185","SAOUHSC_00049",NA,NA,"Q2G1Q4","RNA binding [GO:0003723]","COG1112",NA
"186","SAOUHSC_00049",NA,NA,"Q2G1Q4","RNA binding [GO:0003723]","COG0507",NA
"187","SAOUHSC_00050",NA,NA,"Q2G1Q3","integral component of membrane [GO:0016021]",NA,NA
"188","SAOUHSC_00051","","(RefSeq) 1-phosphatidylinositol phosphodiesterase","Q2G1Q2","extracellular region [GO:0005576]; phosphatidylinositol diacylglycerol-lyase activity [GO:0004436]; phosphoric diester hydrolase activity [GO:0008081]; lipid catabolic process [GO:0016042]; signal transduction [GO:0007165]","COG0823","Inositol phosphate metabolism, Metabolic pathways"
"189","SAOUHSC_00052",NA,NA,"Q2G1Q1","plasma membrane [GO:0005886]",NA,NA
"190","SAOUHSC_00053",NA,NA,"Q2G1Q0","plasma membrane [GO:0005886]",NA,NA
"191","SAOUHSC_00054",NA,NA,"Q2G1P9","plasma membrane [GO:0005886]",NA,NA
"192","SAOUHSC_00055",NA,NA,"Q2G1P8","plasma membrane [GO:0005886]",NA,NA
"193","SAOUHSC_00056",NA,NA,"Q2G1P7","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207",NA
"194","SAOUHSC_00056",NA,NA,"Q2G1P7","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG3664",NA
"195","SAOUHSC_00057",NA,NA,"Q2G1P6","hydrolase activity [GO:0016787]","COG1473",NA
"196","SAOUHSC_00058",NA,NA,"Q2G1P5","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]","COG0477",NA
"197","SAOUHSC_00060",NA,NA,"Q2G1P4","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphate ion transmembrane transporter activity [GO:0015114]; sodium:phosphate symporter activity [GO:0005436]; sodium-dependent phosphate transport [GO:0044341]","COG1283",NA
"198","SAOUHSC_00061",NA,NA,"Q2G1P3","FAD binding [GO:0071949]; oleate hydratase activity [GO:0050151]; fatty acid metabolic process [GO:0006631]","COG4716",NA
"199","SAOUHSC_00062",NA,NA,"Q2G1P2","integral component of membrane [GO:0016021]",NA,NA
"200","SAOUHSC_00064",NA,NA,"Q2G1P1","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058]",NA,NA
"201","SAOUHSC_00065",NA,NA,"Q2G1P0","integral component of membrane [GO:0016021]; response to toxic substance [GO:0009636]","ENOG502ZF4H",NA
"202","SAOUHSC_00067",NA,NA,"Q2G1N9","integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; lactate transmembrane transporter activity [GO:0015129]; solute:proton symporter activity [GO:0015295]","COG1620",NA
"203","SAOUHSC_00069","","(RefSeq) protein A","P02976","extracellular region [GO:0005576]; IgG binding [GO:0019864]","COG1388","Staphylococcus aureus infection"
"204","SAOUHSC_00070",NA,NA,"Q2G1N7","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]","COG1846",NA
"205","SAOUHSC_00071",NA,NA,"Q2G1N6","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; siderophore-dependent iron import into cell [GO:0033214]","COG0609",NA
"206","SAOUHSC_00072",NA,NA,"Q2G1N5","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; siderophore-dependent iron import into cell [GO:0033214]","COG0609",NA
"207","SAOUHSC_00074",NA,NA,"Q2G1N4","outer membrane-bounded periplasmic space [GO:0030288]","COG0614",NA
"208","SAOUHSC_00075","","(RefSeq) 2,3-diaminopropionate biosynthesis protein SbnA","Q2G1N3","cytoplasm [GO:0005737]; cysteine synthase activity [GO:0004124]; L-cysteine desulfhydrase activity [GO:0080146]; cysteine biosynthetic process [GO:0019344]; cysteine biosynthetic process from serine [GO:0006535]","COG0031","Biosynthesis of various other secondary metabolites, Biosynthesis of various antibiotics, Metabolic pathways, Biosynthesis of secondary metabolites"
"209","SAOUHSC_00076","","(RefSeq) 2,3-diaminopropionate biosynthesis protein SbnB","Q2G1N2","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]; siderophore biosynthetic process [GO:0019290]","COG2423","Biosynthesis of various other secondary metabolites, Biosynthesis of various antibiotics, Metabolic pathways, Biosynthesis of secondary metabolites"
"210","SAOUHSC_00077","","(RefSeq) hypothetical protein","Q2G1N1","acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; siderophore biosynthetic process [GO:0019290]","COG4264","Biosynthesis of various other secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites"
"211","SAOUHSC_00078",NA,NA,"Q2G1N0","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","COG2814",NA
"212","SAOUHSC_00079","","(RefSeq) hypothetical protein","Q2G1M9","acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; siderophore biosynthetic process [GO:0019290]","COG4264","Biosynthesis of various other secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites"
"213","SAOUHSC_00080","","(RefSeq) hypothetical protein","Q2G1M8","acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; siderophore biosynthetic process [GO:0019290]","COG4264","Biosynthesis of various other secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites"
"214","SAOUHSC_00081",NA,NA,"Q2G1M7","cytoplasm [GO:0005737]; aldehyde-lyase activity [GO:0016832]; metal ion binding [GO:0046872]","COG3836",NA
"215","SAOUHSC_00082","","(RefSeq) hypothetical protein","Q2G1M6","carboxy-lyase activity [GO:0016831]; diaminopimelate decarboxylase activity [GO:0008836]; lysine biosynthetic process via diaminopimelate [GO:0009089]; polyamine biosynthetic process [GO:0006596]; siderophore biosynthetic process [GO:0019290]","COG0019","Biosynthesis of various other secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites"
