"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"41","Bcen2424_0089","","(GenBank) amino acid/amide ABC transporter substrate-binding protein, HAAT family","ABC transporters, Quorum sensing"
"42","Bcen2424_0090","","(GenBank) amino acid/amide ABC transporter membrane protein 1, HAAT family","ABC transporters, Quorum sensing"
"43","Bcen2424_0091","","(GenBank) amino acid/amide ABC transporter membrane protein 2, HAAT family / amino acid/amide ABC transporter ATP-binding protein 1, HAAT family","ABC transporters, Quorum sensing"
"44","Bcen2424_0092","","(GenBank) amino acid/amide ABC transporter ATP-binding protein 2, HAAT family","ABC transporters, Quorum sensing"
"45","Bcen2424_0100","","(GenBank) ATP synthase F0, A subunit","Oxidative phosphorylation, Metabolic pathways"
"46","Bcen2424_0101","","(GenBank) ATP synthase F0, C subunit","Oxidative phosphorylation, Metabolic pathways"
"47","Bcen2424_0102","","(GenBank) ATP synthase F0 subcomplex B subunit","Oxidative phosphorylation, Metabolic pathways"
"48","Bcen2424_0103","","(GenBank) ATP synthase F1 subcomplex delta subunit","Oxidative phosphorylation, Metabolic pathways"
"49","Bcen2424_0104","","(GenBank) ATP synthase F1 subcomplex alpha subunit","Oxidative phosphorylation, Metabolic pathways"
"50","Bcen2424_0105","","(GenBank) ATP synthase F1 subcomplex gamma subunit","Oxidative phosphorylation, Metabolic pathways"
"51","Bcen2424_0106","","(GenBank) ATP synthase F1 subcomplex beta subunit","Oxidative phosphorylation, Metabolic pathways"
"52","Bcen2424_0107","","(GenBank) ATP synthase F1 subcomplex epsilon subunit","Oxidative phosphorylation, Metabolic pathways"
"53","Bcen2424_0110","","(GenBank) cyclohexadienyl dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"54","Bcen2424_0111","","(GenBank) uroporphyrinogen decarboxylase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"55","Bcen2424_0112","","(GenBank) primosomal protein N'","Homologous recombination"
"56","Bcen2424_0113","","(GenBank) L-proline dehydrogenase / delta-1-pyrroline-5-carboxylate dehydrogenase","Alanine, aspartate and glutamate metabolism, Arginine and proline metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"57","Bcen2424_0114","","(GenBank) amino acid/amide ABC transporter substrate-binding protein, HAAT family","ABC transporters, Quorum sensing"
"58","Bcen2424_0120","","(GenBank) amino acid ABC transporter substrate-binding protein, PAAT family","ABC transporters"
"59","Bcen2424_0129","","(GenBank) Ethanolamine ammonia-lyase heavy chain","Glycerophospholipid metabolism, Metabolic pathways"
"60","Bcen2424_0130","","(GenBank) Ethanolamine ammonia-lyase light chain","Glycerophospholipid metabolism, Metabolic pathways"
"61","Bcen2424_0134","","(GenBank) Aldehyde dehydrogenase (NAD(+))","Glycolysis / Gluconeogenesis, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"62","Bcen2424_0138","","(GenBank) thiamine pyrophosphate enzyme domain protein TPP-binding protein","Valine, leucine and isoleucine biosynthesis, Butanoate metabolism, C5-Branched dibasic acid metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"63","Bcen2424_0142","","(GenBank) L-serine ammonia-lyase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
"64","Bcen2424_0144","","(GenBank) glycine dehydrogenase","Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"65","Bcen2424_0145","","(GenBank) glycine cleavage system H protein","Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"66","Bcen2424_0146","","(GenBank) glycine cleavage system T protein","Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"67","Bcen2424_0148","","(GenBank) oxidoreductase domain protein","Inositol phosphate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"68","Bcen2424_R0005","","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"69","Bcen2424_0158","","(GenBank) Aminocarboxymuconate-semialdehyde decarboxylase","Tryptophan metabolism, Metabolic pathways"
"70","Bcen2424_0161","","(GenBank) monooxygenase, FAD-binding protein","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"71","Bcen2424_0174","","(GenBank) short-chain dehydrogenase/reductase SDR","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"72","Bcen2424_0175","","(GenBank) AMP-dependent synthetase and ligase","Biosynthesis of siderophore group nonribosomal peptides, Biosynthesis of secondary metabolites"
"73","Bcen2424_0176","","(GenBank) Enoyl-CoA hydratase","Fatty acid degradation, Valine, leucine and isoleucine degradation, Geraniol degradation, Lysine degradation, Phenylalanine metabolism, Benzoate degradation, Tryptophan metabolism, beta-Alanine metabolism, Aminobenzoate degradation, Propanoate metabolism, Butanoate metabolism, Limonene and pinene degradation, Caprolactam degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Fatty acid metabolism"
"74","Bcen2424_0207","","(GenBank) conserved hypothetical protein","Nucleotide excision repair, Mismatch repair"
"75","Bcen2424_0239","","(GenBank) conserved hypothetical protein","Flagellar assembly"
"76","Bcen2424_0240","","(GenBank) flagellar hook-associated 2 domain protein","Flagellar assembly"
"77","Bcen2424_0241","","(GenBank) flagellin domain protein","Two-component system, Flagellar assembly"
"78","Bcen2424_0242","","(GenBank) SSU ribosomal protein S21P","Ribosome"
"79","Bcen2424_0245","","(GenBank) DNA-3-methyladenine glycosylase I","Base excision repair"
"80","Bcen2424_0246","","(GenBank) ATPase, BadF/BadG/BcrA/BcrD type","Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
"81","Bcen2424_0251","","(GenBank) Flagellar transcriptional activator, FlhD subunit","Two-component system, Quorum sensing, Flagellar assembly"
"82","Bcen2424_0252","","(GenBank) Flagellar transcriptional activator, FlhC subunit","Two-component system, Quorum sensing, Flagellar assembly"
"83","Bcen2424_0253","","(GenBank) flagellar motor component-like protein","Two-component system, Bacterial chemotaxis, Flagellar assembly"
"84","Bcen2424_0254","","(GenBank) OmpA/MotB domain protein","Bacterial chemotaxis, Flagellar assembly"
"85","Bcen2424_0255","","(GenBank) response regulator receiver protein","Two-component system, Bacterial chemotaxis"
"86","Bcen2424_0256","","(GenBank) CheA signal transduction histidine kinases","Two-component system, Bacterial chemotaxis"
"87","Bcen2424_0257","","(GenBank) CheW protein","Two-component system, Bacterial chemotaxis"
"88","Bcen2424_0258","","(GenBank) methyl-accepting chemotaxis sensory transducer","Two-component system, Bacterial chemotaxis"
"89","Bcen2424_0259","","(GenBank) MCP methyltransferase, CheR-type","Two-component system, Bacterial chemotaxis"
"90","Bcen2424_0260","","(GenBank) CheD","Bacterial chemotaxis"
"91","Bcen2424_0261","","(GenBank) response regulator receiver modulated CheB methylesterase","Two-component system, Bacterial chemotaxis"
"92","Bcen2424_0262","","(GenBank) response regulator receiver protein","Two-component system, Bacterial chemotaxis"
"93","Bcen2424_0263","","(GenBank) chemotaxis phosphatase, CheZ","Bacterial chemotaxis"
"94","Bcen2424_0267","","(GenBank) flagellar biosynthetic protein FlhB","Flagellar assembly"
"95","Bcen2424_0268","","(GenBank) flagellar biosynthesis protein FlhA","Flagellar assembly"
"96","Bcen2424_0271","","(GenBank) RNA polymerase, sigma 28 subunit, SigD/FliA/WhiG","Two-component system, Flagellar assembly"
"97","Bcen2424_0272","","(GenBank) adenosylhomocysteinase","Cysteine and methionine metabolism, Metabolic pathways"
"98","Bcen2424_0274","","(GenBank) 5,10-methylenetetrahydrofolate reductase","One carbon pool by folate, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"99","Bcen2424_0275","","(GenBank) Amidase","Arginine and proline metabolism, Phenylalanine metabolism, Tryptophan metabolism, Aminobenzoate degradation, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"100","Bcen2424_0276","","(GenBank) Carboxymethylenebutenolidase","Chlorocyclohexane and chlorobenzene degradation, Fluorobenzoate degradation, Toluene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"101","Bcen2424_0277","","(GenBank) 2-nitropropane dioxygenase, NPD","Nitrogen metabolism, Metabolic pathways"
"102","Bcen2424_0278","","(GenBank) amino acid/amide ABC transporter substrate-binding protein, HAAT family","ABC transporters, Quorum sensing"
"103","Bcen2424_0280","","(GenBank) pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein","Porphyrin metabolism, Biosynthesis of secondary metabolites"
"104","Bcen2424_0285","","(GenBank) beta-lactamase domain protein","Pyruvate metabolism, Metabolic pathways"
"105","Bcen2424_0291","","(GenBank) phosphoheptose isomerase","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"106","Bcen2424_0293","","(GenBank) cytochrome c, class I","Oxidative phosphorylation, Metabolic pathways, Two-component system"
"107","Bcen2424_R0006","","(GenBank) tRNA-Ala","Aminoacyl-tRNA biosynthesis"
"108","Bcen2424_0295","","(GenBank) D-glucarate dehydratase","Ascorbate and aldarate metabolism, Metabolic pathways"
"109","Bcen2424_0298","","(GenBank) Glutathione S-transferase, C-terminal domain protein","Glutathione metabolism, Metabolic pathways"
"110","Bcen2424_0314","","(GenBank) N-acetyl-gamma-glutamyl-phosphate reductase","Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"111","Bcen2424_0315","","(GenBank) flavodoxin/nitric oxide synthase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"112","Bcen2424_0317","","(GenBank) orotate phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"113","Bcen2424_0318","","(GenBank) Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))., Phosphate acetyltransferase","Pyruvate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"114","Bcen2424_0321","","(GenBank) 4-hydroxyphenylpyruvate dioxygenase","Ubiquinone and other terpenoid-quinone biosynthesis, Tyrosine metabolism, Phenylalanine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"115","Bcen2424_0326","","(GenBank) phenylacetate-CoA oxygenase/reductase, PaaK subunit","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"116","Bcen2424_0327","","(GenBank) phenylacetate-CoA oxygenase, PaaJ subunit","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"117","Bcen2424_0328","","(GenBank) phenylacetate-CoA oxygenase, PaaI subunit","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"118","Bcen2424_0329","","(GenBank) phenylacetate-CoA oxygenase, PaaH subunit","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"119","Bcen2424_0330","","(GenBank) phenylacetate-CoA oxygenase, PaaG subunit","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"120","Bcen2424_R0007","","(GenBank) 16S ribosomal RNA","Ribosome"
"121","Bcen2424_R0008","","(GenBank) tRNA-Ile","Aminoacyl-tRNA biosynthesis"
"122","Bcen2424_R0009","","(GenBank) tRNA-Ala","Aminoacyl-tRNA biosynthesis"
"123","Bcen2424_R0010","","(GenBank) 23S ribosomal RNA","Ribosome"
"124","Bcen2424_R0011","","(GenBank) tRNA-Tyr","Aminoacyl-tRNA biosynthesis"
"125","Bcen2424_R0012","","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"126","Bcen2424_R0013","","(GenBank) tRNA-Thr","Aminoacyl-tRNA biosynthesis"
"127","Bcen2424_R0014","","(GenBank) tRNA-Trp","Aminoacyl-tRNA biosynthesis"
"128","Bcen2424_0334","","(GenBank) protein translocase subunit secE/sec61 gamma","Quorum sensing, Protein export, Bacterial secretion system"
"129","Bcen2424_0336","","(GenBank) LSU ribosomal protein L11P","Ribosome"
"130","Bcen2424_0337","","(GenBank) LSU ribosomal protein L1P","Ribosome"
"131","Bcen2424_0338","","(GenBank) LSU ribosomal protein L10P","Ribosome"
"132","Bcen2424_0339","","(GenBank) LSU ribosomal protein L12P / LSU ribosomal protein L12P","Ribosome"
"133","Bcen2424_0340","","(GenBank) DNA-directed RNA polymerase subunit beta","RNA polymerase"
"134","Bcen2424_0341","","(GenBank) DNA-directed RNA polymerase subunit beta'","RNA polymerase"
"135","Bcen2424_0342","","(GenBank) ATP-dependent DNA helicase RecQ","RNA degradation"
"136","Bcen2424_0343","","(GenBank) SSU ribosomal protein S12P","Ribosome"
"137","Bcen2424_0344","","(GenBank) SSU ribosomal protein S7P","Ribosome"
"138","Bcen2424_0347","","(GenBank) SSU ribosomal protein S10P","Ribosome"
"139","Bcen2424_0348","","(GenBank) LSU ribosomal protein L3P","Ribosome"
"140","Bcen2424_0349","","(GenBank) LSU ribosomal protein L4P","Ribosome"
"141","Bcen2424_0350","","(GenBank) LSU ribosomal protein L23P","Ribosome"
"142","Bcen2424_0351","","(GenBank) LSU ribosomal protein L2P","Ribosome"
"143","Bcen2424_0352","","(GenBank) SSU ribosomal protein S19P","Ribosome"
"144","Bcen2424_0353","","(GenBank) LSU ribosomal protein L22P","Ribosome"
"145","Bcen2424_0354","","(GenBank) SSU ribosomal protein S3P","Ribosome"
"146","Bcen2424_0355","","(GenBank) LSU ribosomal protein L16P","Ribosome"
"147","Bcen2424_0356","","(GenBank) LSU ribosomal protein L29P","Ribosome"
"148","Bcen2424_0357","","(GenBank) SSU ribosomal protein S17P","Ribosome"
"149","Bcen2424_0358","","(GenBank) LSU ribosomal protein L14P","Ribosome"
"150","Bcen2424_0359","","(GenBank) LSU ribosomal protein L24P","Ribosome"
"151","Bcen2424_0360","","(GenBank) LSU ribosomal protein L5P","Ribosome"
"152","Bcen2424_0361","","(GenBank) SSU ribosomal protein S14P","Ribosome"
"153","Bcen2424_0362","","(GenBank) SSU ribosomal protein S8P","Ribosome"
"154","Bcen2424_0363","","(GenBank) LSU ribosomal protein L6P","Ribosome"
"155","Bcen2424_0364","","(GenBank) LSU ribosomal protein L18P","Ribosome"
"156","Bcen2424_0365","","(GenBank) SSU ribosomal protein S5P","Ribosome"
"157","Bcen2424_0366","","(GenBank) LSU ribosomal protein L30P","Ribosome"
"158","Bcen2424_0367","","(GenBank) LSU ribosomal protein L15P","Ribosome"
"159","Bcen2424_0368","","(GenBank) protein translocase subunit secY/sec61 alpha","Quorum sensing, Protein export, Bacterial secretion system"
"160","Bcen2424_0370","","(GenBank) LSU ribosomal protein L36P","Ribosome"
"161","Bcen2424_0371","","(GenBank) SSU ribosomal protein S13P","Ribosome"
"162","Bcen2424_0372","","(GenBank) SSU ribosomal protein S11P","Ribosome"
"163","Bcen2424_0373","","(GenBank) SSU ribosomal protein S4P","Ribosome"
"164","Bcen2424_0374","","(GenBank) DNA-directed RNA polymerase subunit alpha","RNA polymerase"
"165","Bcen2424_0375","","(GenBank) LSU ribosomal protein L17P","Ribosome"
"166","Bcen2424_0378","","(GenBank) Porphobilinogen synthase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"167","Bcen2424_0387","","(GenBank) penicillin-binding protein, 1A family","Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"168","Bcen2424_0392","","(GenBank) shikimate kinase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"169","Bcen2424_0393","","(GenBank) 3-dehydroquinate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"170","Bcen2424_0394","","(GenBank) putative deoxyguanosinetriphosphate triphosphohydrolase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"171","Bcen2424_0395","","(GenBank) glycerol 3-phosphate-binding protein","ABC transporters"
"172","Bcen2424_0396","","(GenBank) glycerol 3-phosphate ABC transporter membrane protein","ABC transporters"
"173","Bcen2424_0397","","(GenBank) glycerol 3-phosphate ABC transporter membrane protein","ABC transporters"
"174","Bcen2424_0398","","(GenBank) glycerol 3-phosphate ABC transporter ATP-binding protein","ABC transporters"
"175","Bcen2424_0399","","(GenBank) Glycerophosphodiester phosphodiesterase","Glycerophospholipid metabolism"
"176","Bcen2424_0402","","(GenBank) glutamate synthase (NADH) large subunit","Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"177","Bcen2424_0403","","(GenBank) glutamate synthase (NADH) small subunit","Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"178","Bcen2424_0406","","(GenBank) D-amino-acid dehydrogenase","Phenylalanine metabolism, D-Amino acid metabolism, Metabolic pathways"
"179","Bcen2424_0408","","(GenBank) short-chain dehydrogenase/reductase SDR","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"180","Bcen2424_0409","","(GenBank) ABC transporter domain protein","ABC transporters"
"181","Bcen2424_0410","","(GenBank) glycine oxidase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"182","Bcen2424_0411","","(GenBank) thiamine biosynthesis protein ThiS","Sulfur relay system"
"183","Bcen2424_0412","","(GenBank) thiazole-phosphate synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"184","Bcen2424_0413","","(GenBank) thiamine-phosphate diphosphorylase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"185","Bcen2424_0414","","(GenBank) ABC transporter related protein","ABC transporters"
"186","Bcen2424_0415","","(GenBank) protein of unknown function DUF140","ABC transporters"
"187","Bcen2424_0416","","(GenBank) Mammalian cell entry related domain protein","ABC transporters"
"188","Bcen2424_0418","","(GenBank) toluene tolerance family protein","ABC transporters"
"189","Bcen2424_0419","","(GenBank) conserved hypothetical protein","ABC transporters"
"190","Bcen2424_0423","","(GenBank) UDP-N-acetylglucosamine 1-carboxyvinyltransferase","Amino sugar and nucleotide sugar metabolism, Peptidoglycan biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"191","Bcen2424_0424","","(GenBank) ATP phosphoribosyltransferase (homohexameric)","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"192","Bcen2424_0425","","(GenBank) histidinol dehydrogenase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"193","Bcen2424_0426","","(GenBank) histidinol phosphate aminotransferase apoenzyme","Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"194","Bcen2424_0427","","(GenBank) imidazoleglycerol-phosphate dehydratase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"195","Bcen2424_0429","","(GenBank) imidazole glycerol phosphate synthase subunit hisH","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"196","Bcen2424_0430","","(GenBank) 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"197","Bcen2424_0431","","(GenBank) imidazole glycerol phosphate synthase subunit hisF","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"198","Bcen2424_0432","","(GenBank) phosphoribosyl-AMP cyclohydrolase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"199","Bcen2424_0433","","(GenBank) phosphoribosyl-ATP pyrophosphatase","Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"200","Bcen2424_0436","","(GenBank) twin-arginine translocation protein, TatA/E family subunit","Protein export, Bacterial secretion system"
"201","Bcen2424_0437","","(GenBank) twin-arginine translocation protein, TatB subunit","Protein export, Bacterial secretion system"
"202","Bcen2424_0438","","(GenBank) Sec-independent protein translocase TatC","Protein export, Bacterial secretion system"
"203","Bcen2424_0441","","(GenBank) ubiquinol-cytochrome c reductase, iron-sulfur subunit","Oxidative phosphorylation, Metabolic pathways, Two-component system"
"204","Bcen2424_0442","","(GenBank) Cytochrome b/b6, N-terminal domain protein","Oxidative phosphorylation, Metabolic pathways, Two-component system"
"205","Bcen2424_0443","","(GenBank) cytochrome c1","Oxidative phosphorylation, Metabolic pathways, Two-component system"
"206","Bcen2424_R0015","","(GenBank) tRNA-Thr","Aminoacyl-tRNA biosynthesis"
"207","Bcen2424_0449","","(GenBank) TrbL/VirB6 plasmid conjugal transfer protein","Bacterial secretion system"
"208","Bcen2424_0458","","(GenBank) amino acid ABC transporter substrate-binding protein, PAAT family","ABC transporters, Flagellar assembly"
"209","Bcen2424_0459","","(GenBank) Rhs element Vgr protein","Bacterial secretion system"
"210","Bcen2424_0463","","(GenBank) conserved hypothetical protein","Bacterial secretion system"
"211","Bcen2424_0465","","(GenBank) conserved hypothetical protein","Bacterial secretion system"
"212","Bcen2424_0469","","(GenBank) protein of unknown function DUF796","Bacterial secretion system"
"213","Bcen2424_0473","","(GenBank) ATPase AAA-2 domain protein","Bacterial secretion system"
"214","Bcen2424_0475","","(GenBank) Rhs element Vgr protein","Bacterial secretion system"
"215","Bcen2424_0485","","(GenBank) ImcF domain protein","Bacterial secretion system"
"216","Bcen2424_0492","","(GenBank) peptidase M1, membrane alanine aminopeptidase","Glutathione metabolism, Metabolic pathways"
"217","Bcen2424_0506","","(GenBank) Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B","Biosynthesis of secondary metabolites"
"218","Bcen2424_0507","","(GenBank) 3-octaprenyl-4-hydroxybenzoate carboxy-lyase","Ubiquinone and other terpenoid-quinone biosynthesis, Aminobenzoate degradation, Riboflavin metabolism, Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Degradation of aromatic compounds, Biosynthesis of cofactors"
"219","Bcen2424_0511","","(GenBank) glutamyl-tRNA reductase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"220","Bcen2424_0516","","(GenBank) HAD-superfamily hydrolase, subfamily IA, variant 3","Chlorocyclohexane and chlorobenzene degradation, Chloroalkane and chloroalkene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
