"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"12","PA14_00110","tag","(GenBank) DNA-3-methyladenine glycosidase I","A0A0H2ZIW5","DNA-3-methyladenine glycosylase activity [GO:0008725]; base-excision repair [GO:0006284]",NA,"Base excision repair"
"13","PA14_00120","","(GenBank) putative 2-OH-lauroyltransferase","A0A0H2ZJS7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyltransferase activity [GO:0016746]; glycolipid biosynthetic process [GO:0009247]; lipopolysaccharide biosynthetic process [GO:0009103]",NA,"Lipopolysaccharide biosynthesis, Metabolic pathways"
"14","PA14_00130",NA,NA,"A0A0H2ZJX8","cyclic-di-GMP binding [GO:0035438]",NA,NA
"15","PA14_00140",NA,NA,"A0A0H2ZK11","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; queuosine salvage [GO:1990397]",NA,NA
"16","PA14_00150",NA,NA,"A0A0H2ZJL2",NA,NA,NA
"17","PA14_00160",NA,NA,"A0A0H2ZIW8",NA,NA,NA
"18","PA14_00170",NA,NA,"A0A0H2ZJT5","plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]",NA,NA
"19","PA14_00180",NA,NA,"A0A0H2ZJY3","cytoplasm [GO:0005737]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; regulation of transcription, DNA-templated [GO:0006355]",NA,NA
"20","PA14_00190","fmt","(GenBank) methionyl-tRNA formyltransferase","Q02V63","methionyl-tRNA formyltransferase activity [GO:0004479]",NA,"One carbon pool by folate, Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"21","PA14_00200",NA,NA,"A0A0H2ZK18","metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586]; translation [GO:0006412]",NA,NA
"22","PA14_00210",NA,NA,"A0A0H2ZJL6",NA,NA,NA
"23","PA14_00230",NA,NA,"A0A0H2ZIX1","DNA mediated transformation [GO:0009294]",NA,NA
"24","PA14_00240",NA,NA,"Q02V59","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; tRNA threonylcarbamoyladenosine modification [GO:0002949]",NA,NA
"25","PA14_00250",NA,NA,"A0A0H2ZJU1","oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]",NA,NA
"26","PA14_00280","hemF","(GenBank) coproporphyrinogen III oxidase, aerobic","Q02V57","cytoplasm [GO:0005737]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protoporphyrinogen IX biosynthetic process [GO:0006782]",NA,"Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"27","PA14_00290","aroE","(GenBank) shikimate dehydrogenase","A0A0H2ZJY6","NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis, Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"28","PA14_00300",NA,NA,"A0A0H2ZK23","phospholipase C activity [GO:0004629]; zinc ion binding [GO:0008270]",NA,NA
"29","PA14_00310",NA,NA,"A0A0H2ZJM0","peptidyl-prolyl cis-trans isomerase activity [GO:0003755]",NA,NA
"30","PA14_00320",NA,NA,"A0A0H2ZIX3",NA,NA,NA
"31","PA14_00340",NA,NA,"A0A0H2ZJU7","integral component of membrane [GO:0016021]; secondary active sulfate transmembrane transporter activity [GO:0008271]",NA,NA
"32","PA14_00360","","(GenBank) putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein","A0A0H2ZJZ0","ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; choline binding [GO:0033265]; transmembrane transporter activity [GO:0022857]; choline transport [GO:0015871]",NA,"ABC transporters"
"33","PA14_00380",NA,NA,"A0A0H2ZK30","sulfuric ester hydrolase activity [GO:0008484]",NA,NA
"34","PA14_00400",NA,NA,"A0A0H2ZJM3","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"35","PA14_00410",NA,NA,"A0A0H2ZIX6","dioxygenase activity [GO:0051213]",NA,NA
"36","PA14_00420",NA,NA,"A0A0H2ZJV3","protein kinase activity [GO:0004672]; phosphorelay signal transduction system [GO:0000160]",NA,NA
"37","PA14_00430","bvga","(GenBank) putative two-component response regulator","A0A0H2ZJZ4","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",NA,"Two-component system"
"38","PA14_00440","trpA","(GenBank) tryptophan synthase alpha chain","Q02V45","tryptophan synthase activity [GO:0004834]",NA,"Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"39","PA14_00450","trpB","(GenBank) tryptophan synthase beta chain","A0A0H2ZK36","tryptophan synthase activity [GO:0004834]",NA,"Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"40","PA14_00460",NA,NA,"A0A0H2ZJM6","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"41","PA14_00470",NA,NA,"A0A0H2ZIY0",NA,NA,NA
"42","PA14_00480",NA,NA,"A0A0H2ZJV9",NA,NA,NA
"43","PA14_00490",NA,NA,"A0A0H2ZJZ8","cell outer membrane [GO:0009279]; protein transport [GO:0015031]",NA,NA
"44","PA14_00510",NA,NA,"A0A0H2ZK44","cytoplasm [GO:0005737]; catalytic activity [GO:0003824]; macromolecule metabolic process [GO:0043170]; nitrogen compound metabolic process [GO:0006807]; primary metabolic process [GO:0044238]",NA,NA
"45","PA14_00520",NA,NA,"A0A0H2ZJN0",NA,NA,NA
"46","PA14_00530",NA,NA,"A0A0H2ZIY3",NA,NA,NA
"47","PA14_00550",NA,NA,"A0A0H2ZJW4","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA
"48","PA14_00560",NA,NA,"A0A0H2ZK02","extracellular region [GO:0005576]; GTPase activator activity [GO:0005096]; toxin activity [GO:0090729]",NA,NA
"49","PA14_00570",NA,NA,"A0A0H2ZK49","outer membrane-bounded periplasmic space [GO:0030288]",NA,NA
"50","PA14_00580",NA,NA,"A0A0H2ZJN3",NA,NA,NA
"51","PA14_00590",NA,NA,"A0A0H2ZIY7",NA,NA,NA
"52","PA14_00600",NA,NA,"A0A0H2ZJX1","DNA binding [GO:0003677]",NA,NA
"53","PA14_00620",NA,NA,"A0A0H2ZK06",NA,NA,NA
"54","PA14_00630",NA,NA,"A0A0H2ZK54",NA,NA,NA
"55","PA14_00640","phzH","(GenBank) potential phenazine-modifying enzyme","A0A0H2ZJN6","asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]",NA,"Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"56","PA14_00650",NA,NA,"A0A0H2ZIZ5",NA,NA,NA
"57","PA14_00660",NA,NA,"Q02V26","NAD+ ADP-ribosyltransferase activity [GO:0003950]; transferase activity, transferring phosphorus-containing groups [GO:0016772]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]",NA,NA
"58","PA14_00670",NA,NA,"A0A0H2ZJX7",NA,NA,NA
"59","PA14_00680",NA,NA,"A0A0H2ZK09","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"60","PA14_00690",NA,NA,"A0A0H2ZK59",NA,NA,NA
"61","PA14_00700",NA,NA,"A0A0H2ZJP1","oxidoreductase activity [GO:0016491]",NA,NA
"62","PA14_00710",NA,NA,"A0A0H2ZJ00","peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]",NA,NA
"63","PA14_00720",NA,NA,"A0A0H2ZJY2",NA,NA,NA
"64","PA14_00730",NA,NA,"A0A0H2ZK13",NA,NA,NA
"65","PA14_00740",NA,NA,"A0A0H2ZK65",NA,NA,NA
"66","PA14_00750",NA,NA,"A0A0H2ZJP6","aminopeptidase activity [GO:0004177]",NA,NA
"67","PA14_00760",NA,NA,"A0A0H2ZJ05","integral component of membrane [GO:0016021]",NA,NA
"68","PA14_00770","","(GenBank) putative phosphatase","A0A0H2ZJY8",NA,NA,"Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"69","PA14_00780",NA,NA,"A0A0H2ZK15",NA,NA,NA
"70","PA14_00790",NA,NA,"A0A0H2ZK71","metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]",NA,NA
"71","PA14_00800",NA,NA,"A0A0H2ZJQ0",NA,NA,NA
"72","PA14_00810",NA,NA,"A0A0H2ZJ11","4 iron, 4 sulfur cluster binding [GO:0051539]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]",NA,NA
"73","PA14_00820",NA,NA,"A0A0H2ZJZ5",NA,NA,NA
"74","PA14_00830",NA,NA,"A0A0H2ZK19",NA,NA,NA
"75","PA14_00850",NA,NA,"A0A0H2ZK77","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA
"76","PA14_00860",NA,NA,"A0A0H2ZJQ6","ATP binding [GO:0005524]",NA,NA
"77","PA14_00875","ppkA","(GenBank) serine/threonine protein kinase PpkA","A0A0H2ZKT3","ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]",NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"78","PA14_00890","","(GenBank) putative serine/threonine phosphoprotein phosphatase","A0A0H2ZJ15","protein serine/threonine phosphatase activity [GO:0004722]",NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"79","PA14_00900","","(GenBank) conserved hypothetical protein","A0A0H2ZK01",NA,NA,"Biofilm formation - Pseudomonas aeruginosa"
"80","PA14_00910","","(GenBank) conserved hypothetical protein","A0A0H2ZK24","integral component of membrane [GO:0016021]",NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"81","PA14_00925","","(GenBank) hypothetical protein","A0A0H2ZKR2","integral component of membrane [GO:0016021]",NA,"Bacterial secretion system"
"82","PA14_00940","","(GenBank) conserved hypothetical protein","A0A0H2ZK83",NA,NA,"Biofilm formation - Pseudomonas aeruginosa"
"83","PA14_00960","","(GenBank) putative lipoprotein","A0A0H2ZJR0",NA,NA,"Bacterial secretion system"
"84","PA14_00970","","(GenBank) conserved hypothetical protein","A0A0H2ZJ19",NA,NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"85","PA14_00980","","(GenBank) conserved hypothetical protein","A0A0H2ZK07",NA,NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"86","PA14_00990","","(GenBank) conserved hypothetical protein","A0A0H2ZK28",NA,NA,"Biofilm formation - Pseudomonas aeruginosa"
"87","PA14_01010","","(GenBank) conserved hypothetical protein","A0A0H2ZK88",NA,NA,"Biofilm formation - Pseudomonas aeruginosa"
"88","PA14_01020","","(GenBank) conserved hypothetical protein","A0A0H2ZJR5",NA,NA,"Biofilm formation - Pseudomonas aeruginosa"
"89","PA14_01030","","(GenBank) conserved hypothetical protein","A0A0H2ZJ24",NA,NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"90","PA14_01040",NA,NA,"A0A0H2ZK14",NA,NA,NA
"91","PA14_01060",NA,NA,"A0A0H2ZK32",NA,NA,NA
"92","PA14_01070",NA,NA,"A0A0H2ZK96",NA,NA,NA
"93","PA14_01080","","(GenBank) conserved hypothetical protein","A0A0H2ZJS0",NA,NA,"Biofilm formation - Pseudomonas aeruginosa"
"94","PA14_01100","clpB","(GenBank) putative ClpA/B-type chaperone","A0A0H2ZJ28","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]",NA,"Biofilm formation - Pseudomonas aeruginosa, Bacterial secretion system"
"95","PA14_01110","","(GenBank) hypothetical protein","A0A0H2ZK21",NA,NA,"Bacterial secretion system"
"96","PA14_01120",NA,NA,"A0A0H2ZK35",NA,NA,NA
"97","PA14_01130",NA,NA,"A0A0H2ZKA1",NA,NA,NA
"98","PA14_01140",NA,NA,"A0A0H2ZJS4","extracellular region [GO:0005576]",NA,NA
"99","PA14_01150",NA,NA,"A0A0H2ZJ35",NA,NA,NA
"100","PA14_01160","","(GenBank) conserved hypothetical protein","A0A0H2ZK27",NA,NA,"Bacterial secretion system"
"101","PA14_01170",NA,NA,"A0A0H2ZK40",NA,NA,NA
"102","PA14_01180",NA,NA,"A0A0H2ZKA6",NA,NA,NA
"103","PA14_01190","","(GenBank) Putative 3-oxoacyl-(acyl-carrier-protein) synthase","A0A0H2ZJS8","acyltransferase activity [GO:0016746]",NA,"Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism, Biosynthesis of cofactors"
"104","PA14_01200",NA,NA,"A0A0H2ZJ41",NA,NA,NA
"105","PA14_01220",NA,NA,"A0A0H2ZK33",NA,NA,NA
"106","PA14_01230",NA,NA,"A0A0H2ZK43",NA,NA,NA
"107","PA14_01240","","(GenBank) probable carbonic anhydrase","A0A0H2ZKB2","carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]",NA,"Nitrogen metabolism, Metabolic pathways"
"108","PA14_01250",NA,NA,"A0A0H2ZJT1","integral component of membrane [GO:0016021]; secondary active sulfate transmembrane transporter activity [GO:0008271]",NA,NA
"109","PA14_01270",NA,NA,"A0A0H2ZJ46",NA,NA,NA
"110","PA14_01290","coxB","(GenBank) cytochrome c oxidase, subunit II","A0A0H2ZK39","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]",NA,"Oxidative phosphorylation, Metabolic pathways"
"111","PA14_01300","coxA","(GenBank) cytochrome c oxidase, subunit I","A0A0H2ZK46","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]",NA,"Oxidative phosphorylation, Metabolic pathways"
"112","PA14_01310","coxG","(GenBank) putative cytochrome c oxidase assembly protein","A0A0H2ZKB7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; copper ion binding [GO:0005507]",NA,"Oxidative phosphorylation, Metabolic pathways"
"113","PA14_01320","coIII","(GenBank) cytochrome c oxidase, subunit III","A0A0H2ZJT6","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646]",NA,"Oxidative phosphorylation, Metabolic pathways"
"114","PA14_01330",NA,NA,"A0A0H2ZJ51","integral component of membrane [GO:0016021]",NA,NA
"115","PA14_01340",NA,NA,"A0A0H2ZK45","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA
"116","PA14_01350",NA,NA,"A0A0H2ZK48","integral component of membrane [GO:0016021]",NA,NA
"117","PA14_01360","ctaA","(GenBank) putative cytochrome oxidase assembly protein","A0A0H2ZKC3","integral component of membrane [GO:0016021]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; heme A biosynthetic process [GO:0006784]",NA,"Oxidative phosphorylation, Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Two-component system"
"118","PA14_01380","ctaB","(GenBank) putative cytochrome c oxidase assembly factor","Q02UW5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034]",NA,"Oxidative phosphorylation, Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"119","PA14_01390",NA,NA,"A0A0H2ZJU0",NA,NA,NA
"120","PA14_01400",NA,NA,"A0A0H2ZJ57","N-acetyltransferase activity [GO:0008080]",NA,NA
"121","PA14_01410",NA,NA,"A0A0H2ZK50",NA,NA,NA
"122","PA14_01430",NA,NA,"A0A0H2ZK51","oxidoreductase activity [GO:0016491]",NA,NA
"123","PA14_01440",NA,NA,"A0A0H2ZKC7","2-hydroxychromene-2-carboxylate isomerase activity [GO:0018845]; oxidoreductase activity [GO:0016491]; naphthalene catabolic process [GO:1901170]",NA,NA
"124","PA14_01460","dctA","(GenBank) putative dicarboxylate transporter","Q02UV9","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; symporter activity [GO:0015293]; dicarboxylic acid transport [GO:0006835]",NA,"Two-component system"
"125","PA14_01470",NA,NA,"A0A0H2ZJU3","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]",NA,NA
"126","PA14_01480",NA,NA,"A0A0H2ZJ64","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]",NA,NA
"127","PA14_01490",NA,NA,"A0A0H2ZK55","hemolysis by symbiont of host erythrocytes [GO:0019836]",NA,NA
"128","PA14_01500",NA,NA,"A0A0H2ZK53","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"129","PA14_01510",NA,NA,"A0A0H2ZKD2",NA,NA,NA
"130","PA14_01520",NA,NA,"A0A0H2ZJU8","regulation of transcription, DNA-templated [GO:0006355]",NA,NA
"131","PA14_01540",NA,NA,"A0A0H2ZJ69",NA,NA,NA
"132","PA14_01550",NA,NA,"A0A0H2ZK60","response to desiccation [GO:0009269]",NA,NA
"133","PA14_01560",NA,NA,"A0A0H2ZK57",NA,NA,NA
"134","PA14_01580",NA,NA,"A0A0H2ZKD7","integral component of membrane [GO:0016021]; gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]",NA,NA
"135","PA14_01600","mmsA","(GenBank) putative aldehyde dehydrogenase","A0A0H2ZJV2","methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]; organic substance metabolic process [GO:0071704]",NA,"Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Inositol phosphate metabolism, Propanoate metabolism, Metabolic pathways, Carbon metabolism"
"136","PA14_01610",NA,NA,"A0A0H2ZJ72",NA,NA,NA
"137","PA14_01620","aptA","(GenBank) beta-alanine--pyruvate transaminase","A0A0H2ZK66","pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; nitrogen compound metabolic process [GO:0006807]; organic substance metabolic process [GO:0071704]",NA,"Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Propanoate metabolism, Metabolic pathways"
"138","PA14_01640",NA,NA,"A0A0H2ZK61","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"139","PA14_01660","guaD","(GenBank) putative guanine deaminase","A0A0H2ZKE4","guanine deaminase activity [GO:0008892]; zinc ion binding [GO:0008270]; guanine catabolic process [GO:0006147]",NA,"Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"140","PA14_01670","","(GenBank) putative ATP-binding component of ABC transporter","A0A0H2ZJV6","ATP binding [GO:0005524]",NA,"ABC transporters"
"141","PA14_01680","","(GenBank) putative permease of ABC transporter","A0A0H2ZJ75","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA,"ABC transporters"
"142","PA14_01690","","(GenBank) putative permease of ABC transporter","A0A0H2ZK73","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA,"ABC transporters"
"143","PA14_01710",NA,NA,"Q02UU0","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; alkylhydroperoxide reductase activity [GO:0102039]; peroxidase activity [GO:0004601]; peroxiredoxin activity [GO:0051920]; response to oxidative stress [GO:0006979]",NA,NA
"144","PA14_01720",NA,NA,"A0A0H2ZK64","alkyl hydroperoxide reductase activity [GO:0008785]; flavin adenine dinucleotide binding [GO:0050660]; NAD binding [GO:0051287]; response to reactive oxygen species [GO:0000302]",NA,NA
"145","PA14_01730","","(GenBank) conserved hypothetical protein","A0A0H2ZKF2","polyphosphate kinase activity [GO:0008976]",NA,"Oxidative phosphorylation, RNA degradation"
"146","PA14_01750",NA,NA,"A0A0H2ZJW1","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]",NA,NA
"147","PA14_01760",NA,NA,"A0A0H2ZJ79","uridine nucleosidase activity [GO:0045437]; nucleobase-containing compound metabolic process [GO:0006139]; organonitrogen compound metabolic process [GO:1901564]",NA,NA
"148","PA14_01770",NA,NA,"A0A0H2ZK78","cell outer membrane [GO:0009279]; nucleoside transmembrane transporter activity [GO:0005337]",NA,NA
"149","PA14_01780",NA,NA,"A0A0H2ZK69","transferase activity [GO:0016740]",NA,NA
"150","PA14_01790",NA,NA,"A0A0H2ZKF7","transferase activity [GO:0016740]",NA,NA
"151","PA14_01800","","(GenBank) putative basic membrane protein (bmp)","A0A0H2ZJW7","plasma membrane [GO:0005886]",NA,"ABC transporters"
"152","PA14_01810",NA,NA,"A0A0H2ZJ83","2-oxoglutarate oxygenase/decarboxylase (ethylene-forming) activity [GO:0102276]; dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]; ethylene biosynthetic process [GO:0009693]",NA,NA
"153","PA14_01830","add","(GenBank) putative adenosine deaminase","Q02UT0","adenine deaminase activity [GO:0000034]; zinc ion binding [GO:0008270]; adenine catabolic process [GO:0006146]; hypoxanthine salvage [GO:0043103]; nucleotide metabolic process [GO:0009117]",NA,"Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"154","PA14_01840",NA,NA,"A0A0H2ZK85","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; response to stimulus [GO:0050896]",NA,NA
"155","PA14_01860","","(GenBank) putative transmembrane sensor","A0A0H2ZK74","integral component of membrane [GO:0016021]",NA,"Two-component system"
"156","PA14_01870",NA,NA,"A0A0H2ZKG6","cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]; signaling receptor activity [GO:0038023]; iron ion homeostasis [GO:0055072]",NA,NA
"157","PA14_01890",NA,NA,"A0A0H2ZJX2","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; 3,4-dihydroxybenzoate catabolic process [GO:0019619]; positive regulation of transcription, DNA-templated [GO:0045893]",NA,NA
"158","PA14_01900","pcaH","(GenBank) protocatechuate 3,4-dioxygenase, beta subunit","A0A0H2ZJ87","ferric iron binding [GO:0008199]; protocatechuate 3,4-dioxygenase activity [GO:0018578]; 3,4-dihydroxybenzoate catabolic process [GO:0019619]",NA,"Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"159","PA14_01910","pcaG","(GenBank) protocatechuate 3,4-dioxygenase, alpha subunit","A0A0H2ZK90","ferric iron binding [GO:0008199]; protocatechuate 3,4-dioxygenase activity [GO:0018578]; aromatic compound catabolic process [GO:0019439]",NA,"Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"160","PA14_01930",NA,NA,"A0A0H2ZK80","DNA binding [GO:0003677]; 3,4-dihydroxybenzoate metabolic process [GO:0046278]; positive regulation of transcription, DNA-templated [GO:0045893]",NA,NA
"161","PA14_01940",NA,NA,"A0A0H2ZKH1","plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA,NA
"162","PA14_01960",NA,NA,"A0A0H2ZJX6","plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA,NA
"163","PA14_01970",NA,NA,"A0A0H2ZJ93","cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA,NA
"164","PA14_01980",NA,NA,"A0A0H2ZK95","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"165","PA14_01990",NA,NA,"A0A0H2ZK84",NA,NA,NA
"166","PA14_02010",NA,NA,"A0A0H2ZKH6",NA,NA,NA
"167","PA14_02020",NA,NA,"A0A0H2ZJY0","integral component of membrane [GO:0016021]",NA,NA
"168","PA14_02030",NA,NA,"A0A0H2ZJA0","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]",NA,NA
