"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","COG_ID","COG_Category","KEGG_Pathway"
"49",NA,NA,NA,"Q9I390","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; P-type potassium transmembrane transporter activity [GO:0008556]; regulation of ATPase activity [GO:0043462]",NA,NA,NA,NA
"50",NA,NA,NA,"Q9I6C5",NA,NA,NA,NA,NA
"51",NA,NA,NA,"Q9HTG4","electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]",NA,NA,NA,NA
"52",NA,NA,NA,"Q9HXG3",NA,NA,NA,NA,NA
"53",NA,NA,NA,"Q9I024",NA,NA,NA,NA,NA
"54",NA,NA,NA,"Q9HWZ9",NA,NA,NA,NA,NA
"55",NA,NA,NA,"Q9I6X1",NA,NA,NA,NA,NA
"56",NA,NA,NA,"Q9I3F7",NA,NA,NA,NA,NA
"57",NA,NA,NA,"Q9I0B5","ATP binding [GO:0005524]; helicase activity [GO:0004386]; protein kinase activity [GO:0004672]",NA,NA,NA,NA
"58",NA,NA,NA,"Q9I779","kinase activity [GO:0016301]",NA,NA,NA,NA
"59",NA,NA,NA,"Q9HX64",NA,NA,NA,NA,NA
"60",NA,NA,NA,"Q9I4I5",NA,NA,NA,NA,NA
"61",NA,NA,NA,"Q9HZ83","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]",NA,NA,NA,NA
"62",NA,NA,NA,"Q9HXR0",NA,NA,NA,NA,NA
"63",NA,NA,NA,"Q9HX29",NA,NA,NA,NA,NA
"64",NA,NA,NA,"Q9HWX0",NA,NA,NA,NA,NA
"65",NA,NA,NA,"Q9I269",NA,NA,NA,NA,NA
"66",NA,NA,NA,"Q9HW69","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; metal ion binding [GO:0046872]; bacterial-type flagellum-dependent swarming motility [GO:0071978]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]; positive regulation of single-species biofilm formation [GO:1900192]; single-species biofilm formation [GO:0044010]",NA,NA,NA,NA
"67",NA,NA,NA,"Q9HZQ1","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"68",NA,NA,NA,"Q9I728",NA,NA,NA,NA,NA
"69",NA,NA,NA,"Q9HUE5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA,NA,NA
"70",NA,NA,NA,"Q9HYC1",NA,NA,NA,NA,NA
"71",NA,NA,NA,"Q9I4U5",NA,NA,NA,NA,NA
"72",NA,NA,NA,"Q9I126",NA,NA,NA,NA,NA
"73",NA,NA,NA,"Q9HWN5",NA,NA,NA,NA,NA
"74",NA,NA,NA,"Q9HZB8",NA,NA,NA,NA,NA
"75",NA,NA,NA,"E1JGK0",NA,NA,NA,NA,NA
"76",NA,NA,NA,"Q9I3R8",NA,NA,NA,NA,NA
"77",NA,NA,NA,"Q9HYA6",NA,NA,NA,NA,NA
"78",NA,NA,NA,"Q9I1G2","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"79",NA,NA,NA,"Q9I5S4",NA,NA,NA,NA,NA
"80",NA,NA,NA,"Q9I6M6",NA,NA,NA,NA,NA
"81",NA,NA,NA,"Q9I4Z1",NA,NA,NA,NA,NA
"82",NA,NA,NA,"Q9I1M4","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"83",NA,NA,NA,"Q9HZ22",NA,NA,NA,NA,NA
"84",NA,NA,NA,"A0A0F7L0K9","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]",NA,NA,NA,NA
"85",NA,NA,NA,"G3XD41",NA,NA,NA,NA,NA
"86",NA,NA,NA,"A0A0F7KYQ6","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"87",NA,NA,NA,"A0A0F7L2S0","nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]",NA,NA,NA,NA
"88",NA,NA,NA,"A0A0F7L1H3",NA,NA,NA,NA,NA
"89",NA,NA,NA,"A0A0F7L0C6",NA,NA,NA,NA,NA
"90",NA,NA,NA,"A0A0F7L2V1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; mercury ion transmembrane transporter activity [GO:0015097]; metal ion binding [GO:0046872]",NA,NA,NA,NA
"91",NA,NA,NA,"A0A0F7KYQ0","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]",NA,NA,NA,NA
"92",NA,NA,NA,"A0A0F7L1M5",NA,NA,NA,NA,NA
"93",NA,NA,NA,"A0A0F7KYJ7",NA,NA,NA,NA,NA
"94",NA,NA,NA,"C6JW41",NA,NA,NA,NA,NA
"95",NA,NA,NA,"A0A0F7L1Q5",NA,NA,NA,NA,NA
"96",NA,NA,NA,"C6JW44","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"97",NA,NA,NA,"A0A0F7L1P0","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"98",NA,NA,NA,"A0A0F7L0C1",NA,NA,NA,NA,NA
"99",NA,NA,NA,"A0A0F7KYK2","dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]",NA,NA,NA,NA
"100",NA,NA,NA,"A0A0F7L2U7",NA,NA,NA,NA,NA
"101",NA,NA,NA,"A0A0F7L1K0",NA,NA,NA,NA,NA
"102",NA,NA,NA,"A0A0F7KYI9","magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]; toxin activity [GO:0090729]",NA,NA,NA,NA
"103",NA,NA,NA,"A0A0F7L1R6","DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]",NA,NA,NA,NA
"104",NA,NA,NA,"A0A0F7KYN2","N-acetyltransferase activity [GO:0008080]",NA,NA,NA,NA
"105",NA,NA,NA,"A0A0F7L1J3","DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]",NA,NA,NA,NA
"106",NA,NA,NA,"A0A0F7L1R1","periplasmic space [GO:0042597]; mercury ion binding [GO:0045340]; mercury ion transmembrane transporter activity [GO:0015097]",NA,NA,NA,NA
"107",NA,NA,NA,"A0A0F7L0I7","DNA binding [GO:0003677]; mercury ion binding [GO:0045340]; regulation of transcription, DNA-templated [GO:0006355]; response to mercury ion [GO:0046689]",NA,NA,NA,NA
"108",NA,NA,NA,"C6JW52","phosphatase activity [GO:0016791]",NA,NA,NA,NA
"109",NA,NA,NA,"A0A0F7L1T1",NA,NA,NA,NA,NA
"110",NA,NA,NA,"A0A0F7L1N6","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"111",NA,NA,NA,"A0A0F7KYP7","membrane [GO:0016020]",NA,NA,NA,NA
"112",NA,NA,NA,"A0A0F7L1S1",NA,NA,NA,NA,NA
"113",NA,NA,NA,"A0A0F7KYI1","DNA binding [GO:0003677]",NA,NA,NA,NA
"114",NA,NA,NA,"A0A0F7L0B9",NA,NA,NA,NA,NA
"115",NA,NA,NA,"A0A0F7L1J0",NA,NA,NA,NA,NA
"116",NA,NA,NA,"A0A0F7KYQ3","conjugation [GO:0000746]",NA,NA,NA,NA
"117",NA,NA,NA,"A0A0F7L1S6","DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]",NA,NA,NA,NA
"118",NA,NA,NA,"A0A0F7L2Q9",NA,NA,NA,NA,NA
"119",NA,NA,NA,"A0A0F7L0B4","DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]",NA,NA,NA,NA
"120",NA,NA,NA,"C6JW53","ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]",NA,NA,NA,NA
"121",NA,NA,NA,"A0A0F7L1P4",NA,NA,NA,NA,NA
"122",NA,NA,NA,"C6JW50",NA,NA,NA,NA,NA
"123",NA,NA,NA,"A0A385MI56","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]",NA,NA,NA,NA
"124",NA,NA,NA,"A0A0F7L2S6","adenylyltransferase activity [GO:0070566]; aminoglycoside 3''-adenylyltransferase activity [GO:0009012]; ATP binding [GO:0005524]; response to antibiotic [GO:0046677]",NA,NA,NA,NA
"125",NA,NA,NA,"C6JW51",NA,NA,NA,NA,NA
"126",NA,NA,NA,"A0A0F7L2W8","DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]",NA,NA,NA,NA
"127",NA,NA,NA,"A0A0F7L1I0",NA,NA,NA,NA,NA
"128",NA,NA,NA,"A0A0F7KYI5","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"129",NA,NA,NA,"A0A0F7L2V6","regulation of transcription, DNA-templated [GO:0006355]",NA,NA,NA,NA
"130",NA,NA,NA,"A0A0F7L0J2",NA,NA,NA,NA,NA
"131",NA,NA,NA,"A0A0F7L1P5",NA,NA,NA,NA,NA
"132",NA,NA,NA,"A0A0F7L1M8","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"133",NA,NA,NA,"A0A0F7L1I6",NA,NA,NA,NA,NA
"134",NA,NA,NA,"C6JW42","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"135",NA,NA,NA,"C6JW54","ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]",NA,NA,NA,NA
"136",NA,NA,NA,"F5A8F0","ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; DNA topological change [GO:0006265]",NA,NA,NA,NA
"137",NA,NA,NA,"C6JW47",NA,NA,NA,NA,NA
"138",NA,NA,NA,"A0A0F7L1N2",NA,NA,NA,NA,NA
"139",NA,NA,NA,"A0A0F7L1K2",NA,NA,NA,NA,NA
"140",NA,NA,NA,"A0A0F7L2W0","conjugation [GO:0000746]",NA,NA,NA,NA
"141",NA,NA,NA,"C6JW48",NA,NA,NA,NA,NA
"142",NA,NA,NA,"A0A0F7L1J6","N-acetyltransferase activity [GO:0008080]",NA,NA,NA,NA
"143",NA,NA,NA,"A0A0F7L0B7",NA,NA,NA,NA,NA
"144",NA,NA,NA,"A0A0F7L2W4","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA,NA,NA,NA
"145",NA,NA,NA,"A0A0F7L0J7","conjugation [GO:0000746]",NA,NA,NA,NA
"146",NA,NA,NA,"A0A0F7L1K6",NA,NA,NA,NA,NA
"147",NA,NA,NA,"A0A0F7L1J7",NA,NA,NA,NA,NA
"148",NA,NA,NA,"A0A0F7L0K3","DNA binding [GO:0003677]",NA,NA,NA,NA
"149",NA,NA,NA,"A0A0F7L0I3",NA,NA,NA,NA,NA
"150",NA,NA,NA,"A0A0F7L2P7",NA,NA,NA,NA,NA
"151",NA,NA,NA,"A0A0F7L2R5",NA,NA,NA,NA,NA
"152",NA,NA,NA,"C6JW40","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]",NA,NA,NA,NA
"153",NA,NA,NA,"A0A0F7L0D3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to chemical [GO:0042221]",NA,NA,NA,NA
"154",NA,NA,NA,"A0A0F7L1J4",NA,NA,NA,NA,NA
"155",NA,NA,NA,"C6JW49",NA,NA,NA,NA,NA
"156",NA,NA,NA,"A0A0F7KYP1","regulation of transcription, DNA-templated [GO:0006355]",NA,NA,NA,NA
"157",NA,NA,NA,"A0A0F7KYJ3",NA,NA,NA,NA,NA
"158",NA,NA,NA,"A0A0F7L2Q4","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"159",NA,NA,NA,"A0A0F7KYQ8",NA,NA,NA,NA,NA
"160","AD02068",NA,NA,"P26841","chloramphenicol O-acetyltransferase activity [GO:0008811]; response to antibiotic [GO:0046677]",NA,NA,NA,NA
"161","AG04518",NA,NA,"Q9I4K6","cytoplasm [GO:0005737]; glutathione transferase activity [GO:0004364]; metal ion binding [GO:0046872]; response to antibiotic [GO:0046677]",NA,NA,NA,NA
"162","PA0001","dnaA","(RefSeq) chromosome replication initiator DnaA","Q9I7C5","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]",NA,"COG0593","","Two-component system"
"163","PA0002","dnaN","(RefSeq) DNA polymerase III subunit beta","Q9I7C4","cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA strand elongation involved in DNA replication [GO:0006271]",NA,"COG0592","","DNA replication, Mismatch repair, Homologous recombination"
"164","PA0003","recF","(RefSeq) DNA replication and repair protein RecF","Q9I7C3","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; SOS response [GO:0009432]",NA,"COG1195","","Homologous recombination"
"165","PA0004",NA,NA,"Q9I7C2","chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]; DNA-dependent DNA replication [GO:0006261]",NA,NA,NA,NA
"166","PA0005","lptA","(RefSeq) lysophosphatidic acid acyltransferase","Q9I7C1","integral component of membrane [GO:0016021]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; lysophosphatidic acid acyltransferase activity [GO:0042171]; phosphatidic acid biosynthetic process [GO:0006654]; phospholipid biosynthetic process [GO:0008654]",NA,NA,NA,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"167","PA0006","","(RefSeq) D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Q9I7C0","cytoplasm [GO:0005737]; D,D-heptose 1,7-bisphosphate phosphatase activity [GO:0034200]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; lipopolysaccharide core region biosynthetic process [GO:0009244]",NA,NA,NA,"Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"168","PA0007",NA,NA,"Q9I7B9","cytochrome-c peroxidase activity [GO:0004130]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]",NA,NA,NA,NA
"169","PA0008","glyS","(RefSeq) glycine--tRNA ligase subunit beta","Q9I7B8","cytosol [GO:0005829]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; arginyl-tRNA aminoacylation [GO:0006420]; glycyl-tRNA aminoacylation [GO:0006426]",NA,NA,NA,"Aminoacyl-tRNA biosynthesis"
"170","PA0009","glyQ","(RefSeq) glycine--tRNA ligase subunit alpha","Q9I7B7","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]",NA,NA,NA,"Aminoacyl-tRNA biosynthesis"
"171","PA0010","tag","(RefSeq) DNA-3-methyladenine glycosidase I","Q9I7B6","DNA-3-methyladenine glycosylase activity [GO:0008725]; base-excision repair [GO:0006284]; DNA dealkylation involved in DNA repair [GO:0006307]",NA,"COG2818","","Base excision repair"
"172","PA0011","","(RefSeq) lipid A biosynthesis lauroyl acyltransferase","Q9I7B5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; cellular response to antibiotic [GO:0071236]; cellular response to heat [GO:0034605]; cellular response to osmotic stress [GO:0071470]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]",NA,NA,NA,"Lipopolysaccharide biosynthesis, Metabolic pathways"
"173","PA0012",NA,NA,"Q9I7B4","cyclic-di-GMP binding [GO:0035438]",NA,NA,NA,NA
"174","PA0013",NA,NA,"Q9I7B3","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; queuosine salvage [GO:1990397]",NA,NA,NA,NA
"175","PA0014",NA,NA,"Q9I7B2",NA,NA,NA,NA,NA
"176","PA0015",NA,NA,"Q9I7B1",NA,NA,NA,NA,NA
"177","PA0016",NA,NA,"Q9I7B0","plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]; potassium ion transport [GO:0006813]",NA,"COG0569","","NA, NA"
"178","PA0017",NA,NA,"Q9I7A9","cytosol [GO:0005829]; RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]; regulation of transcription, DNA-templated [GO:0006355]; RNA methylation [GO:0001510]; rRNA base methylation [GO:0070475]",NA,NA,NA,NA
"179","PA0018","fmt","(RefSeq) methionyl-tRNA formyltransferase","O85732","cytosol [GO:0005829]; methionyl-tRNA formyltransferase activity [GO:0004479]; conversion of methionyl-tRNA to N-formyl-methionyl-tRNA [GO:0071951]; regulation of transmembrane transporter activity [GO:0022898]",NA,NA,NA,"One carbon pool by folate, Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"180","PA0019",NA,NA,"Q9I7A8","metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586]; co-translational protein modification [GO:0043686]; N-terminal protein amino acid modification [GO:0031365]; peptidyl-methionine modification [GO:0018206]; translation [GO:0006412]",NA,NA,NA,NA
"181","PA0020",NA,NA,"Q9I7A7",NA,NA,NA,NA,NA
"182","PA0021",NA,NA,"Q9I7A6","DNA mediated transformation [GO:0009294]",NA,NA,NA,NA
"183","PA0022",NA,NA,"Q9I7A5","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]; regulation of translational fidelity [GO:0006450]; tRNA threonylcarbamoyladenosine modification [GO:0002949]",NA,"COG0009","tRNA modification","NA"
"184","PA0023",NA,NA,"P43903","cytoplasm [GO:0005737]; cytosol [GO:0005829]; NADPH:quinone reductase activity [GO:0003960]; zinc ion binding [GO:0008270]; cellular response to oxidative stress [GO:0034599]",NA,"COG0604","","NA"
"185","PA0024","hemF","(RefSeq) coproporphyrinogen III oxidase","P43898","cytoplasm [GO:0005737]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protoporphyrinogen IX biosynthetic process [GO:0006782]",NA,NA,NA,"Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"186","PA0025","aroE","(RefSeq) shikimate dehydrogenase","P43904","cytosol [GO:0005829]; NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]",NA,NA,NA,"Phenylalanine, tyrosine and tryptophan biosynthesis, Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"187","PA0026",NA,NA,"Q9I7A4","lipase activity [GO:0016298]; phospholipase C activity [GO:0004629]; zinc ion binding [GO:0008270]; chemotaxis [GO:0006935]; protein secretion by the type II secretion system [GO:0015628]; protein transport by the Sec complex [GO:0043952]",NA,NA,NA,NA
"188","PA0027",NA,NA,"Q9I7A3","peptidyl-prolyl cis-trans isomerase activity [GO:0003755]",NA,NA,NA,NA
"189","PA0028",NA,NA,"Q9I7A2",NA,NA,NA,NA,NA
"190","PA0029",NA,NA,"Q9I7A1","integral component of plasma membrane [GO:0005887]; anion:anion antiporter activity [GO:0015301]; secondary active sulfate transmembrane transporter activity [GO:0008271]",NA,"COG0659","","NA"
"191","PA0030","","(RefSeq) hypothetical protein","Q9I7A0","ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; choline binding [GO:0033265]; sulfur compound transmembrane transporter activity [GO:1901682]; choline biosynthetic process [GO:0042425]; choline transport [GO:0015871]",NA,"COG2113","","ABC transporters"
"192","PA0031",NA,NA,"Q9I799","sulfuric ester hydrolase activity [GO:0008484]",NA,NA,NA,NA
"193","PA0032",NA,NA,"Q9I798","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription, DNA-templated [GO:0006351]",NA,"COG0583","","NA"
"194","PA0032a",NA,NA,NA,NA,NA,"COG3805","","NA"
"195","PA0033",NA,NA,"Q9I797","protein kinase activity [GO:0004672]; phosphorelay signal transduction system [GO:0000160]",NA,"COG2198","","NA"
"196","PA0034","","(RefSeq) two-component response regulator","P24908","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",NA,"COG2197","","Two-component system"
"197","PA0035","trpA","(RefSeq) tryptophan synthase subunit alpha","P07344","cytosol [GO:0005829]; tryptophan synthase activity [GO:0004834]; tryptophan biosynthetic process [GO:0000162]",NA,NA,NA,"Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"198","PA0036","trpB","(RefSeq) tryptophan synthase subunit beta","P07345","cytoplasm [GO:0005737]; tryptophan synthase activity [GO:0004834]; tryptophan biosynthetic process [GO:0000162]",NA,NA,NA,"Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
