"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"123","Bcen_0252","","(GenBank) ATP:cob(I)alamin adenosyltransferase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"124","Bcen_0254","","(GenBank) 3-deoxy-D-arabinoheptulosonate-7-phosphate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids, Quorum sensing"
"125","Bcen_0260","","(GenBank) NAD(+) kinase","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"126","Bcen_0262","","(GenBank) Ferrochelatase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"127","Bcen_0268","","(GenBank) Chaperone DnaK","RNA degradation"
"128","Bcen_0270","","(GenBank) para-aminobenzoate synthase, component I","Folate biosynthesis, Biosynthesis of cofactors"
"129","Bcen_0271","","(GenBank) ketopantoate hydroxymethyltransferase","Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"130","Bcen_0273","","(GenBank) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"131","Bcen_0274","","(GenBank) poly(A) polymerase","RNA degradation"
"132","Bcen_0277","","(GenBank) phosphoribosylformylglycinamidine cyclo-ligase","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"133","Bcen_0280","","(GenBank) tRNA delta(2)-isopentenylpyrophosphate transferase","Metabolic pathways, Biosynthesis of secondary metabolites"
"134","Bcen_0281","","(GenBank) DNA mismatch repair protein MutL","Mismatch repair"
"135","Bcen_0287","","(GenBank) polysaccharide export protein","Two-component system"
"136","Bcen_0292","","(GenBank) ABC transporter related protein","ABC transporters"
"137","Bcen_0293","","(GenBank) ABC-2 type transporter","ABC transporters"
"138","Bcen_0295","","(GenBank) lipopolysaccharide biosynthesis","ABC transporters"
"139","Bcen_0300","","(GenBank) UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase","Lipopolysaccharide biosynthesis, Metabolic pathways"
"140","Bcen_0301","","(GenBank) 8-amino-7-oxononanoate synthase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"141","Bcen_0303","","(GenBank) adenylylsulfate kinase","Purine metabolism, Sulfur metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"142","Bcen_R0007","","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"143","Bcen_0322","","(GenBank) short-chain dehydrogenase/reductase SDR","Pyrimidine metabolism, Glycine, serine and threonine metabolism, Metabolic pathways"
"144","Bcen_0323","","(GenBank) serine hydroxymethyltransferase","Glycine, serine and threonine metabolism, Cyanoamino acid metabolism, Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"145","Bcen_0330","","(GenBank) acyl-CoA dehydrogenase-like protein","Fatty acid degradation, Lysine degradation, Benzoate degradation, Tryptophan metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"146","Bcen_0334","","(GenBank) monooxygenase, FAD-binding protein","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"147","Bcen_0337","","(GenBank) homogentisate 1,2-dioxygenase","Tyrosine metabolism, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"148","Bcen_0338","","(GenBank) fumarylacetoacetate hydrolase","Tyrosine metabolism, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"149","Bcen_0341","","(GenBank) cob(II)yrinic acid a,c-diamide reductase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"150","Bcen_0342","","(GenBank) D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein","Pyruvate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"151","Bcen_0348","","(GenBank) molybdopterin dehydrogenase, FAD-binding protein","Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Nucleotide metabolism"
"152","Bcen_0349","","(GenBank) xanthine dehydrogenase, molybdenum binding subunit apoprotein","Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Nucleotide metabolism"
"153","Bcen_0357","","(GenBank) conserved hypothetical protein","Butanoate metabolism, Metabolic pathways"
"154","Bcen_0365","","(GenBank) ornithine cyclodeaminase","D-Amino acid metabolism, Metabolic pathways"
"155","Bcen_0366","","(GenBank) amino acid ABC transporter substrate-binding protein, PAAT family","ABC transporters"
"156","Bcen_0378","","(GenBank) chaperonin GroEL","RNA degradation"
"157","Bcen_0379","","(GenBank) Phosphomethylpyrimidine kinase type-1","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"158","Bcen_0384","","(GenBank) phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"159","Bcen_0385","","(GenBank) aspartate carbamoyltransferase","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"160","Bcen_0386","","(GenBank) dihydroorotase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"161","Bcen_0387","","(GenBank) lyso-ornithine lipid acyltransferase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"162","Bcen_0388","","(GenBank) Bis(5'nucleosyl)-tetraphosphatase, ApaH","Purine metabolism, Metabolic pathways"
"163","Bcen_0389","","(GenBank) dTDP-glucose 4,6-dehydratase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, Acarbose and validamycin biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"164","Bcen_0390","","(GenBank) Glucose-1-phosphate thymidylyltransferase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, Acarbose and validamycin biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"165","Bcen_0391","","(GenBank) dTDP-4-dehydrorhamnose 3,5-epimerase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"166","Bcen_0392","","(GenBank) dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"167","Bcen_0393","","(GenBank) rhamnosyltransferase","Quorum sensing"
"168","Bcen_0394","","(GenBank) ABC-2 type transporter","ABC transporters"
"169","Bcen_0395","","(GenBank) ABC transporter related protein","ABC transporters"
"170","Bcen_0397","","(GenBank) mannose-6-phosphate isomerase, type 2","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"171","Bcen_0400","","(GenBank) GDP-mannose 4,6-dehydratase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"172","Bcen_0401","","(GenBank) NAD-dependent epimerase/dehydratase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"173","Bcen_0410","","(GenBank) UDP-galactose 4-epimerase","Galactose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"174","Bcen_0414","","(GenBank) phosphomannomutase","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Galactose metabolism, Purine metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Streptomycin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of nucleotide sugars"
"175","Bcen_0415","","(GenBank) Lipopolysaccharide heptosyltransferase I","Lipopolysaccharide biosynthesis, Metabolic pathways"
"176","Bcen_0417","","(GenBank) Three-deoxy-D-manno-octulosonic-acid transferase-like protein","Lipopolysaccharide biosynthesis, Metabolic pathways"
"177","Bcen_0421","","(GenBank) urease, Metallo peptidase, MEROPS family M38","Arginine biosynthesis, Purine metabolism, Atrazine degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"178","Bcen_0422","","(GenBank) urease, beta subunit","Arginine biosynthesis, Purine metabolism, Atrazine degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"179","Bcen_0423","","(GenBank) urease, gamma subunit","Arginine biosynthesis, Purine metabolism, Atrazine degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"180","Bcen_0427","","(GenBank) amino acid/amide ABC transporter ATP-binding protein 2, HAAT family","ABC transporters"
"181","Bcen_0428","","(GenBank) ABC transporter related protein","ABC transporters"
"182","Bcen_0429","","(GenBank) amino acid/amide ABC transporter membrane protein 2, HAAT family","ABC transporters"
"183","Bcen_0430","","(GenBank) amino acid/amide ABC transporter membrane protein 1, HAAT family","ABC transporters"
"184","Bcen_0431","","(GenBank) amino acid/amide ABC transporter substrate-binding protein, HAAT family","ABC transporters"
"185","Bcen_0435","","(GenBank) oxygen-independent coproporphyrinogen III oxidase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"186","Bcen_0438","","(GenBank) Undecaprenyl-diphosphatase","Peptidoglycan biosynthesis, Teichoic acid biosynthesis"
"187","Bcen_R0008","","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"188","Bcen_0459","","(GenBank) Enoyl-CoA hydratase/isomerase","Propanoate metabolism, Metabolic pathways"
"189","Bcen_0473","","(GenBank) 3-octaprenyl-4hydroxybenzoate decarboxylase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"190","Bcen_0477","","(GenBank) 6,7-dimethyl-8-ribityllumazine synthase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"191","Bcen_0478","","(GenBank) 3,4-dihydroxy-2-butanone 4-phosphate synthase","Riboflavin metabolism, Folate biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"192","Bcen_0480","","(GenBank) riboflavin synthase, alpha subunit","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"193","Bcen_0481","","(GenBank) 5-amino-6-(5-phosphoribosylamino)uracil reductase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Quorum sensing"
