"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"22","BPSL0019",NA,NA,"Q63Z18","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]","COG1538",NA
"23","BPSL0020",NA,NA,"Q63Z17","integral component of membrane [GO:0016021]",NA,NA
"24","BPSL0021",NA,NA,"Q63Z16","DNA-binding transcription factor activity [GO:0003700]","COG1846",NA
"25","BPSL0022",NA,NA,"Q63Z15","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","COG2814",NA
"26","BPSL0023",NA,NA,"Q63Z14","DNA-binding transcription factor activity [GO:0003700]","COG0583",NA
"27","BPSL0024",NA,NA,"Q63Z13","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG1380",NA
"28","BPSL0025",NA,NA,"Q63Z12","integral component of membrane [GO:0016021]","COG1346",NA
"29","BPSL0026","","(GenBank) flagellar basal body-associated protein FliL","Q63Z11","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]","COG1580","Flagellar assembly"
"30","BPSL0027","fliM","(GenBank) flagellar motor switch protein FliM","Q63Z10","bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]","COG1868","Bacterial chemotaxis, Flagellar assembly"
"31","BPSL0028","fliN","(GenBank) probable flagellar motor switch protein","Q63Z09","bacterial-type flagellum basal body [GO:0009425]; membrane [GO:0016020]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]","COG1886","Bacterial chemotaxis, Flagellar assembly"
"32","BPSL0029","fliO","(GenBank) flagellar protein","Q63Z08","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]","COG3190","Flagellar assembly"
"33","BPSL0030","fliP","(GenBank) flagellar biosynthetic protein","Q3V7T3","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306]","COG1338","Flagellar assembly"
"34","BPSL0031","fliQ","(GenBank) flagellar biosynthetic protein","Q3V7T2","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]","COG1987","Flagellar assembly"
"35","BPSL0032","fliR","(GenBank) flagellar biosynthetic protein","Q3V7T1","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein targeting [GO:0006605]","COG1684","Flagellar assembly"
"36","BPSL0033",NA,NA,"Q63Z07","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","COG0789",NA
"37","BPSL0034",NA,NA,"Q63Z06",NA,"COG2226",NA
"38","BPSL0035",NA,NA,"Q63Z05","integral component of membrane [GO:0016021]","ENOG5031TIF",NA
"39","BPSL0036","","(GenBank) putative transport protein","Q63Z04","sulfur compound metabolic process [GO:0006790]","COG0715","Sulfur metabolism, ABC transporters"
"40","BPSL0037","","(GenBank) putative ATP-binding ABC transporter protein","Q63Z03","plasma membrane [GO:0005886]; ATP binding [GO:0005524]","COG1116","Sulfur metabolism, ABC transporters"
"41","BPSL0038","","(GenBank) binding-protein-dependent transport systems inner membrane component","Q63Z02","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","COG0600","Sulfur metabolism, ABC transporters"
"42","BPSL0039","","(GenBank) sensor kinase protein","Q63Z01","integral component of membrane [GO:0016021]; nucleotide binding [GO:0000166]; phosphorelay sensor kinase activity [GO:0000155]","COG5002","Two-component system"
"43","BPSL0040",NA,NA,"Q63Z00","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","COG0745",NA
"44","BPSL0041",NA,NA,"Q63YZ9","cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; ion transport [GO:0006811]","COG3203",NA
"45","BPSL0042",NA,NA,"Q63YZ8","DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]","COG2189",NA
"46","BPSL0043",NA,NA,"Q63YZ7","ATP binding [GO:0005524]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]","COG3587",NA
"47","BPSL0044",NA,NA,"Q63YZ6","cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; ion transport [GO:0006811]","COG3203",NA
"48","BPSL0045",NA,NA,"Q63YZ5","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207",NA
"49","BPSL0046","","(GenBank) ABC transport system ATP-binding protein","Q63YZ4","plasma membrane [GO:0005886]; ATP binding [GO:0005524]","COG0410","ABC transporters, Quorum sensing"
"50","BPSL0047","","(GenBank) ABC transport system ATP-binding protein","Q63YZ3","plasma membrane [GO:0005886]; ATP binding [GO:0005524]","COG0411","ABC transporters, Quorum sensing"
"51","BPSL0048","","(GenBank) putative membrane protein","Q63YZ2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658]","COG4177","ABC transporters, Quorum sensing"
"52","BPSL0049","","(GenBank) putative branched-chain amino acid transport system permease protein","Q63YZ1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","COG0559","ABC transporters, Quorum sensing"
"53","BPSL0050","","(GenBank) hypothetical protein","Q63YZ0",NA,"COG0683","ABC transporters, Quorum sensing"
"54","BPSL0051","","(GenBank) putative phenylacetaldehyde dehydrogenase","Q63YY9","phenylacetaldehyde dehydrogenase activity [GO:0008957]","COG1012","Tyrosine metabolism, Phenylalanine metabolism, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"55","BPSL0052",NA,NA,"Q63YY8",NA,"COG3631",NA
"56","BPSL0053",NA,NA,"Q63YY7",NA,"ENOG502Z9MG",NA
"57","BPSL0054",NA,NA,"Q63YY6","oxidoreductase activity [GO:0016491]","COG1028",NA
"58","BPSL0055",NA,NA,"Q63YY5","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]","COG2303",NA
"59","BPSL0056",NA,NA,"Q63YY4",NA,"COG1695",NA
"60","BPSL0057",NA,NA,"Q63YY3","integral component of membrane [GO:0016021]","COG4709",NA
"61","BPSL0058",NA,NA,"Q63YY2","integral component of membrane [GO:0016021]; lipid metabolic process [GO:0006629]","COG3239",NA
"62","BPSL0059",NA,NA,"Q63YY1",NA,"COG3327",NA
"63","BPSL0060",NA,NA,"Q63YY0","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG4977",NA
"64","BPSL0061",NA,NA,"Q63YX9","acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]","COG1960",NA
"65","BPSL0062","","(GenBank) beta-ketoadipyl CoA thiolase","Q63YX8","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]","COG0183","Fatty acid degradation, Valine, leucine and isoleucine degradation, Lysine degradation, Benzoate degradation, Tryptophan metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Butanoate metabolism, Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism, Two-component system"
"66","BPSL0063","","(GenBank) putative fatty oxidation complex alpha subunit","Q63YX7","cytoplasm [GO:0005737]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; NAD+ binding [GO:0070403]; fatty acid beta-oxidation [GO:0006635]","COG1250","Fatty acid degradation, Valine, leucine and isoleucine degradation, Geraniol degradation, Lysine degradation, Benzoate degradation, Tryptophan metabolism, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism, Limonene and pinene degradation, Caprolactam degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"67","BPSL0063","","(GenBank) putative fatty oxidation complex alpha subunit","Q63YX7","cytoplasm [GO:0005737]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; NAD+ binding [GO:0070403]; fatty acid beta-oxidation [GO:0006635]","COG1024","Fatty acid degradation, Valine, leucine and isoleucine degradation, Geraniol degradation, Lysine degradation, Benzoate degradation, Tryptophan metabolism, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism, Limonene and pinene degradation, Caprolactam degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"68","BPSL0064",NA,NA,"Q63YX6","catalytic activity [GO:0003824]","COG1804",NA
"69","BPSL0065",NA,NA,"Q63YX5",NA,"ENOG5032SHM",NA
"70","BPSL0066",NA,NA,"Q63YX4",NA,"ENOG50344T9",NA
"71","BPSL0067",NA,NA,"Q63YX3",NA,"ENOG5033VKQ",NA
"72","BPSL0068",NA,NA,"Q63YX2",NA,"ENOG50343U7",NA
"73","BPSL0069",NA,NA,"Q63YX1","integral component of membrane [GO:0016021]","COG5662",NA
"74","BPSL0070",NA,NA,"Q63YX0","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; response to stimulus [GO:0050896]","COG1595",NA
"75","BPSL0071","","(GenBank) putative catalase","Q63YW9","integral component of membrane [GO:0016021]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; response to oxidative stress [GO:0006979]","COG0753","Tryptophan metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"76","BPSL0072",NA,NA,"Q63YW8","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; respiratory electron transport chain [GO:0022904]","COG3038",NA
"77","BPSL0073",NA,NA,"Q63YW7","chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]; DNA-dependent DNA replication [GO:0006261]","COG0187",NA
"78","BPSL0074","dnaN","(GenBank) DNA polymerase III, beta chain","Q63YW6","cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]","COG0592","DNA replication, Mismatch repair, Homologous recombination"
"79","BPSL0075","dnaA","(GenBank) chromosomal replication initiator protein DnaA","Q63YW5","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]","COG0593","Two-component system"
"80","BPSL0075a","","(GenBank) 50S ribosomal protein L34","Q63YW4","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0230","Ribosome"
"81","BPSL0076",NA,NA,"Q63YW3","ribonuclease P activity [GO:0004526]; tRNA binding [GO:0000049]; tRNA 5'-leader removal [GO:0001682]","COG0594",NA
"82","BPSL0077",NA,NA,"Q63YW2","plasma membrane [GO:0005886]","COG0759",NA
"83","BPSL0078","","(GenBank) putative membrane protein","Q63YW1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; membrane insertase activity [GO:0032977]; protein transport [GO:0015031]","COG0706","Quorum sensing, Protein export, Bacterial secretion system"
"84","BPSL0079",NA,NA,"Q63YW0","DNA binding [GO:0003677]","ENOG5032R4Y",NA
"85","BPSL0080",NA,NA,"Q63YV9","cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA modification [GO:0006400]","COG0486",NA
"86","BPSL0081",NA,NA,"Q63YV8","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; establishment of integrated proviral latency [GO:0075713]; viral entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]","COG0582",NA
"87","BPSL0082",NA,NA,"Q63YV7","hydrolase activity, acting on acid anhydrides [GO:0016817]","COG4643",NA
"88","BPSL0082",NA,NA,"Q63YV7","hydrolase activity, acting on acid anhydrides [GO:0016817]","COG5519",NA
"89","BPSL0083",NA,NA,"Q63YV6",NA,"ENOG50302A5",NA
"90","BPSL0084",NA,NA,"Q63YV5",NA,NA,NA
"91","BPSL0085",NA,NA,"Q63YV4",NA,"ENOG5031DSB",NA
"92","BPSL0086",NA,NA,"Q63YV3",NA,NA,NA
"93","BPSL0087",NA,NA,"Q63YV2","DNA binding [GO:0003677]","ENOG5032ABN",NA
"94","BPSL0088",NA,NA,"Q63YV1",NA,"COG4849",NA
"95","BPSL0089",NA,NA,"Q63YV0",NA,"COG4861",NA
"96","BPSL0090",NA,NA,"Q63YU9","nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]","COG2801",NA
"97","BPSL0091",NA,NA,"Q63YU8","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG2963",NA
"98","BPSL0092",NA,NA,"Q63YU7",NA,"COG4461",NA
"99","BPSL0093",NA,NA,"Q63YU6",NA,"ENOG502ZA96",NA
"100","BPSL0094",NA,NA,"Q63YU5",NA,"ENOG5033D1I",NA
"101","BPSL0095",NA,NA,"Q63YU4",NA,NA,NA
"102","BPSL0096","speG","(GenBank) spermidine n(1)-acetyltransferase","Q63YU3","diamine N-acetyltransferase activity [GO:0004145]","COG1670","Arginine and proline metabolism, Metabolic pathways"
"103","BPSL0097",NA,NA,"Q63YU2",NA,"ENOG5030Y2B",NA
"104","BPSL0098",NA,NA,"Q63YU1",NA,"COG4681",NA
"105","BPSL0099",NA,NA,"Q63YU0","dioxygenase activity [GO:0051213]","COG0346",NA
"106","BPSL0100",NA,NA,"Q63YT9","cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; DNA dealkylation involved in DNA repair [GO:0006307]; methylation [GO:0032259]","COG0350",NA
"107","BPSL0100",NA,NA,"Q63YT9","cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; DNA dealkylation involved in DNA repair [GO:0006307]; methylation [GO:0032259]","COG2169",NA
"108","BPSL0101","","(GenBank) putative DNA-3-methyladenine glycosylase II","Q63YT8","DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-3-methylguanine glycosylase activity [GO:0052822]; DNA-7-methyladenine glycosylase activity [GO:0052821]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair [GO:0006284]","COG0122","Base excision repair"
"109","BPSL0102","","(GenBank) glutamate--cysteine ligase","Q63YT7","ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; glutathione biosynthetic process [GO:0006750]","COG2918","Cysteine and methionine metabolism, Glutathione metabolism, Metabolic pathways, Biosynthesis of cofactors"
"110","BPSL0103","","(GenBank) RNA polymerase sigma factor","Q63YT6","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]","COG0568","Flagellar assembly"
"111","BPSL0104",NA,NA,"Q63YT5",NA,"ENOG5030CYD",NA
"112","BPSL0105",NA,NA,"Q63YT4",NA,NA,NA
"113","BPSL0106",NA,NA,"Q63YT3","periplasmic space [GO:0042597]","COG3678",NA
"114","BPSL0107",NA,NA,"Q63YT2","DNA-binding transcription factor activity [GO:0003700]","COG0583",NA
"115","BPSL0108","","(GenBank) putative extracellular solute-binding lipoprotein","Q63YT1","periplasmic space [GO:0042597]; polyamine binding [GO:0019808]; polyamine transport [GO:0015846]","COG0687","Quorum sensing"
"116","BPSL0109",NA,NA,"Q63YT0",NA,"COG0123",NA
"117","BPSL0110","","(GenBank) putative carbon-nitrogen hydrolase","Q63YS9","N-carbamoylputrescine amidase activity [GO:0050126]; polyamine biosynthetic process [GO:0006596]","COG0388","Arginine and proline metabolism, Metabolic pathways"
"118","BPSL0111",NA,NA,"Q63YS8",NA,"COG4695",NA
"119","BPSL0112",NA,NA,"Q63YS7","integral component of membrane [GO:0016021]","ENOG503176K",NA
"120","BPSL0113",NA,NA,"Q63YS6",NA,"ENOG5032SJM",NA
"121","BPSL0113A",NA,NA,"Q63YS5",NA,NA,NA
"122","BPSL0114",NA,NA,"Q63YS4",NA,"COG2050",NA
"123","BPSL0115",NA,NA,"Q63YS3","lipid metabolic process [GO:0006629]","COG1752",NA
"124","BPSL0116","","(GenBank) D-isomer specific 2-hydroxyacid dehydrogenase","Q63YS2","NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]","COG0111","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"125","BPSL0117",NA,NA,"Q63YS1","DNA-binding transcription factor activity [GO:0003700]","COG0583",NA
"126","BPSL0118",NA,NA,"Q63YS0","DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]","COG0550",NA
"127","BPSL0119",NA,NA,"Q63YR9",NA,"COG0526",NA
"128","BPSL0120",NA,NA,"Q63YR8","DNA mediated transformation [GO:0009294]","COG0758",NA
"129","BPSL0121",NA,NA,"Q63YR7","metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586]; translation [GO:0006412]","COG0242",NA
"130","BPSL0122","fmt","(GenBank) methionyl-tRNA formyltransferase","Q63YR6","methionyl-tRNA formyltransferase activity [GO:0004479]","COG0223","One carbon pool by folate, Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"131","BPSL0123",NA,NA,"Q63YR5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; amino acid transport [GO:0006865]","COG1280",NA
"132","BPSL0124",NA,NA,"Q63YR4","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]","COG0501",NA
"133","BPSL0125",NA,NA,"Q63YR3","cytoplasm [GO:0005737]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; regulation of transcription, DNA-templated [GO:0006355]","COG0144",NA
"134","BPSL0126",NA,NA,"Q63YR2",NA,"ENOG502ZZV8",NA
"135","BPSL0127",NA,NA,"Q63YR1","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","COG5000",NA
"136","BPSL0128",NA,NA,"Q63YR0","sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]","COG2204",NA
"137","BPSL0129",NA,NA,"Q63YQ9","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]","COG0582",NA
"138","BPSL0130",NA,NA,"Q63YQ8","primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]; DNA replication, synthesis of RNA primer [GO:0006269]","COG0358",NA
"139","BPSL0130a",NA,NA,"Q63YQ7",NA,"ENOG5031DPW",NA
"140","BPSL0131",NA,NA,"Q63YQ6",NA,"ENOG502ZYZE",NA
"141","BPSL0132",NA,NA,"Q63YQ5",NA,NA,NA
"142","BPSL0133",NA,NA,"Q63YQ4",NA,NA,NA
"143","BPSL0134",NA,NA,"Q63YQ3","integral component of membrane [GO:0016021]","ENOG50314ZX",NA
"144","BPSL0135",NA,NA,"Q63YQ2",NA,"ENOG5032BGF",NA
"145","BPSL0136",NA,NA,"Q63YQ1",NA,"ENOG503173U",NA
"146","BPSL0137",NA,NA,"Q63YQ0",NA,"COG3617",NA
"147","BPSL0138",NA,NA,"Q63YP9",NA,"ENOG5033AEK",NA
"148","BPSL0139",NA,NA,"Q63YP8","DNA binding [GO:0003677]","ENOG5032X7A",NA
"149","BPSL0140",NA,NA,"Q63YP7",NA,"ENOG50317F6",NA
"150","BPSL0141",NA,NA,"Q63YP6","DNA binding [GO:0003677]","COG1396",NA
"151","BPSL0142",NA,NA,"Q63YP5","integral component of membrane [GO:0016021]","ENOG5033ETU",NA
"152","BPSL0143",NA,NA,"Q63YP4",NA,"ENOG5033AB4",NA
"153","BPSL0144",NA,NA,"Q63YP3",NA,"COG3500",NA
"154","BPSL0145",NA,NA,"Q63YP2",NA,"COG3499",NA
"155","BPSL0146",NA,NA,"Q63YP1","integral component of membrane [GO:0016021]","COG4942",NA
"156","BPSL0147",NA,NA,"Q63YP0",NA,NA,NA
"157","BPSL0148",NA,NA,"Q63YN9",NA,"ENOG5032YUV",NA
"158","BPSL0149",NA,NA,"Q63YN8",NA,"COG3498",NA
"159","BPSL0150",NA,NA,"Q63YN7",NA,"COG3497",NA
"160","BPSL0151",NA,NA,"Q63YN6",NA,"ENOG50339P5",NA
"161","BPSL0152",NA,NA,"Q63YN5",NA,"COG4675",NA
"162","BPSL0153",NA,NA,"Q63YN4",NA,"COG4385",NA
"163","BPSL0154",NA,NA,"Q63YN3",NA,"COG3948",NA
"164","BPSL0155",NA,NA,"Q63YN2",NA,"COG3628",NA
"165","BPSL0156",NA,NA,"Q63YN1",NA,"COG4540",NA
"166","BPSL0157",NA,NA,"Q63YN0","DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]","COG0863",NA
"167","BPSL0158",NA,NA,"Q63YM9",NA,NA,NA
"168","BPSL0159",NA,NA,"Q63YM8",NA,"COG5005",NA
"169","BPSL0160",NA,NA,"Q63YM7",NA,"ENOG5032RTF",NA
"170","BPSL0161",NA,NA,"Q63YM6",NA,"ENOG5033HD0",NA
"171","BPSL0162",NA,NA,"Q63YM5",NA,"ENOG5033B9B",NA
"172","BPSL0163",NA,NA,"Q63YM4",NA,"COG3409",NA
"173","BPSL0164",NA,NA,"Q63YM3","integral component of membrane [GO:0016021]","ENOG5033ARY",NA
"174","BPSL0165",NA,NA,"Q63YM2","integral component of membrane [GO:0016021]","ENOG5032YF4",NA
"175","BPSL0166",NA,NA,"Q63YM1",NA,"COG5004",NA
"176","BPSL0167",NA,NA,"Q63YM0",NA,"ENOG5030XG5",NA
"177","BPSL0168",NA,NA,"Q63YL9","viral capsid assembly [GO:0019069]","ENOG5032SDV",NA
"178","BPSL0169",NA,NA,"Q63YL8","DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; viral capsid assembly [GO:0019069]","ENOG5030DH1",NA
"179","BPSL0170",NA,NA,"Q63YL7",NA,"ENOG502Z7HY",NA
"180","BPSL0171",NA,NA,"Q63YL6","viral capsid assembly [GO:0019069]","ENOG502ZBY8",NA
