"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"41","PG_0045",NA,NA,"P0C938","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]","COG0326",NA
"42","PG_0046","cdsA","(GenBank) phosphatidate cytidylyltransferase","Q7MXV9","integral component of membrane [GO:0016021]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]","COG4589","Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"43","PG_0047",NA,NA,"Q7MXV8","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; protein catabolic process [GO:0030163]","COG0465",NA
"44","PG_0048",NA,NA,"Q7MXV7","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; ribosomal large subunit binding [GO:0043023]; ribosome binding [GO:0043022]","COG0012",NA
"45","PG_0049",NA,NA,"Q7MXV6",NA,NA,NA
"46","PG_0050",NA,NA,"Q7M770","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG3385",NA
"47","PG_0052",NA,NA,"Q7MXV5","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","COG2205",NA
"48","PG_0053",NA,NA,"Q7MXV4",NA,NA,NA
"49","PG_0054","recJ","(GenBank) single-stranded-DNA-specific exonuclease RecJ","Q7MXV3","5'-3' exonuclease activity [GO:0008409]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","COG0608","Base excision repair, Mismatch repair, Homologous recombination"
"50","PG_0055",NA,NA,"Q7MXV2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG1983",NA
"51","PG_0056",NA,NA,"Q7MXV1","integral component of membrane [GO:0016021]",NA,NA
"52","PG_0057","pncB","(GenBank) nicotinate phosphoribosyltransferase","Q7MXV0","nicotinate phosphoribosyltransferase activity [GO:0004516]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]","COG1488","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"53","PG_0058","nadD","(GenBank) nicotinate (nicotinamide) nucleotide adenylyltransferase","Q7MXU9","ATP binding [GO:0005524]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; NAD biosynthetic process [GO:0009435]","COG1057","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"54","PG_0059",NA,NA,"Q7MXU8","integral component of membrane [GO:0016021]","ENOG5033FFW",NA
"55","PG_0060",NA,NA,"Q7MXU7","integral component of membrane [GO:0016021]",NA,NA
"56","PG_0061",NA,NA,"Q7MXU6",NA,"COG1649",NA
"57","PG_0062",NA,NA,"Q7MXU5","ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]","COG0457",NA
"58","PG_0062",NA,NA,"Q7MXU5","ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]","COG0507",NA
"59","PG_0063",NA,NA,"Q7MXU4","efflux transmembrane transporter activity [GO:0015562]","COG1538",NA
"60","PG_0064","","(GenBank) heavy metal efflux pump, CzcA family","Q7MXU3","cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]","COG3696","Two-component system"
"61","PG_0065","","(GenBank) efflux transporter, RND family, MFP subunit","Q7MXU2","membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]","COG0845","beta-Lactam resistance, Cationic antimicrobial peptide (CAMP) resistance"
"62","PG_0066",NA,NA,"Q7MXU1",NA,NA,NA
"63","PG_0068",NA,NA,"Q7MXU0",NA,NA,NA
"64","PG_0069",NA,NA,"Q7MXT9","ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nicotinamide nucleotide metabolic process [GO:0046496]","COG0062",NA
"65","PG_0069",NA,NA,"Q7MXT9","ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nicotinamide nucleotide metabolic process [GO:0046496]","COG0063",NA
"66","PG_0070","lpxA","(GenBank) acyl-(acyl-carrier-protein)-UDP-N-acetylglucosamine acyltransferase","Q7MAX0","acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity [GO:0008780]; lipid A biosynthetic process [GO:0009245]","COG1043","Lipopolysaccharide biosynthesis, Metabolic pathways, Cationic antimicrobial peptide (CAMP) resistance"
"67","PG_0071","","(GenBank) UDP-3-O-acyl-GlcNAc deacetylase/beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ","Q7MXT8","cytoplasm [GO:0005737]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]; fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]","COG0774","Fatty acid biosynthesis, Lipopolysaccharide biosynthesis, Metabolic pathways, Fatty acid metabolism"
"68","PG_0071","","(GenBank) UDP-3-O-acyl-GlcNAc deacetylase/beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ","Q7MXT8","cytoplasm [GO:0005737]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]; fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]","COG0764","Fatty acid biosynthesis, Lipopolysaccharide biosynthesis, Metabolic pathways, Fatty acid metabolism"
"69","PG_0072","lpxD","(GenBank) UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase","Q7MXT7","N-acyltransferase activity [GO:0016410]; lipid A biosynthetic process [GO:0009245]","COG1044","Lipopolysaccharide biosynthesis, Metabolic pathways"
"70","PG_0073","","(GenBank) orotidine 5'-monophosphate decarboxylase","Q7MXT6","orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]","COG0284","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"71","PG_0074",NA,NA,"Q7MXT5","cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]","COG0216",NA
"72","PG_0075","","(GenBank) phosphoribosylformylglycinamidine cyclo-ligase, putative","Q7MXT4","ATP binding [GO:0005524]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]","COG0150","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"73","PG_0076",NA,NA,"Q7MXT3","amidase activity [GO:0004040]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; metabolic process [GO:0008152]","COG1705",NA
"74","PG_0076",NA,NA,"Q7MXT3","amidase activity [GO:0004040]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; metabolic process [GO:0008152]","COG1388",NA
"75","PG_0078",NA,NA,"Q7MXT2",NA,"ENOG5032SNM",NA
"76","PG_0079",NA,NA,"Q7MXT1","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]","COG1106",NA
"77","PG_0080",NA,NA,"Q7MXT0",NA,NA,NA
"78","PG_0081",NA,NA,"Q7MXS9","integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]","COG4704",NA
"79","PG_0082",NA,NA,"Q7MXS8",NA,"ENOG502Z913",NA
"80","PG_0083",NA,NA,"Q7MXS7",NA,"ENOG502ZGCS",NA
"81","PG_0084","sda","(GenBank) L-serine dehydratase, iron-sulfur-dependent, single chain form","Q7MXS6","4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]; gluconeogenesis [GO:0006094]","COG1760","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
"82","PG_0085","","(GenBank) alpha-galactosidase","Q7MXS5","cysteine-type peptidase activity [GO:0008234]; raffinose alpha-galactosidase activity [GO:0052692]; carbohydrate metabolic process [GO:0005975]","COG3345","Galactose metabolism, Glycerolipid metabolism, Sphingolipid metabolism, Metabolic pathways"
"83","PG_0086","","(GenBank) ATP-dependent RNA helicase, DEAD/DEAH box family","Q7MXS4","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]","COG0513","RNA degradation"
"84","PG_0087","","(GenBank) SIS domain protein","Q7MXS3","carbohydrate derivative binding [GO:0097367]; carbohydrate derivative metabolic process [GO:1901135]","COG0794","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"85","PG_0088",NA,NA,"Q7MXS2","metal ion binding [GO:0046872]","COG0612",NA
"86","PG_0090",NA,NA,"P0C935","cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; oxidoreductase activity, acting on metal ions [GO:0016722]","COG0783",NA
"87","PG_0091",NA,NA,"Q7MXS0","integral component of membrane [GO:0016021]","COG0842",NA
"88","PG_0092",NA,NA,"Q7MXR9","integral component of membrane [GO:0016021]","COG1668",NA
"89","PG_0093",NA,NA,"F5HI17","integral component of membrane [GO:0016021]","COG1566",NA
"90","PG_0094",NA,NA,"Q7MXR8","efflux transmembrane transporter activity [GO:0015562]","COG1538",NA
"91","PG_0095","mutS","(GenBank) DNA mismatch repair protein MutS","Q7MXR7","ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]","COG0249","Mismatch repair"
"92","PG_0097",NA,NA,"Q7MXR6","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","COG0217",NA
"93","PG_0098",NA,NA,"Q7MXR5",NA,NA,NA
"94","PG_0099","pheT","(GenBank) phenylalanyl-tRNA synthetase, beta subunit","Q7MXR4","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]","COG0072","Aminoacyl-tRNA biosynthesis"
"95","PG_0099","pheT","(GenBank) phenylalanyl-tRNA synthetase, beta subunit","Q7MXR4","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]","COG0073","Aminoacyl-tRNA biosynthesis"
"96","PG_0100",NA,NA,"Q7M7B9",NA,NA,NA
"97","PG_0101",NA,NA,"Q7M7G7",NA,NA,NA
"98","PG_0102",NA,NA,"Q7M7E2",NA,NA,NA
"99","PG_0103",NA,NA,"Q7M789",NA,NA,NA
"100","PG_0104",NA,NA,"Q7MXR3","DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]","COG0550",NA
"101","PG_0106",NA,NA,"Q7MXR2","integral component of membrane [GO:0016021]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]","COG0472",NA
"102","PG_0108","epsD","(GenBank) UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase","Q7MXR1","NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; polysaccharide biosynthetic process [GO:0000271]","COG0677","Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars, Two-component system"
"103","PG_0109",NA,NA,"Q7MXR0","integral component of membrane [GO:0016021]","ENOG502ZHR4",NA
"104","PG_0110",NA,NA,"Q7MXQ9","transferase activity [GO:0016740]","COG0438",NA
"105","PG_0111",NA,NA,"Q7MXQ8",NA,"COG1541",NA
"106","PG_0113",NA,NA,"Q7MXQ7","aminoglycoside 3-N-acetyltransferase activity [GO:0046353]; response to antibiotic [GO:0046677]","COG2746",NA
"107","PG_0114",NA,NA,"Q7MXQ6","catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975]","COG0726",NA
"108","PG_0115","","(GenBank) hexapeptide transferase family protein","Q7MXQ5","cytoplasm [GO:0005737]; serine O-acetyltransferase activity [GO:0009001]; cysteine biosynthetic process from serine [GO:0006535]","COG1045","Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"109","PG_0116",NA,NA,"Q7MXQ4","carbohydrate metabolic process [GO:0005975]","COG1331",NA
"110","PG_0117",NA,NA,"Q7MXQ3","integral component of membrane [GO:0016021]","COG2244",NA
"111","PG_0118",NA,NA,"Q7MXQ2","transferase activity [GO:0016740]","COG0463",NA
"112","PG_0119",NA,NA,"Q7MXQ1","transferase activity [GO:0016740]; biosynthetic process [GO:0009058]","COG1922",NA
"113","PG_0120","epsC","(GenBank) UDP-N-acetylglucosamine 2-epimerase","Q7MXQ0","UDP-N-acetylglucosamine 2-epimerase activity [GO:0008761]","COG0381","Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars, Two-component system"
"114","PG_0121",NA,NA,"Q7MXP9","DNA binding [GO:0003677]","COG0776",NA
"115","PG_0123",NA,NA,"Q7MXP8",NA,"COG3637",NA
"116","PG_0124",NA,NA,"Q7MXP7",NA,"COG1739",NA
"117","PG_0125",NA,NA,"Q7MXP6",NA,"ENOG502ZGS8",NA
"118","PG_0126",NA,NA,"Q7MXP5","catalytic activity [GO:0003824]","COG1524",NA
"119","PG_0127","hemH","(GenBank) ferrochelatase","Q7MXP4","cytoplasm [GO:0005737]; ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872]; heme biosynthetic process [GO:0006783]","COG0276","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"120","PG_0128",NA,NA,"Q7MXP3",NA,"COG3642",NA
"121","PG_0129",NA,NA,"Q7MXP2","glycosyltransferase activity [GO:0016757]","COG0438",NA
"122","PG_0130","gpm","(GenBank) phosphoglycerate mutase","Q7MXP1","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","COG0588","Glycolysis / Gluconeogenesis, Glycine, serine and threonine metabolism, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"123","PG_0132",NA,NA,"Q7MXP0",NA,NA,NA
"124","PG_0133",NA,NA,"Q7MXN9","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG2244",NA
"125","PG_0134",NA,NA,"Q7MXN8","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]","COG2239",NA
"126","PG_0135",NA,NA,"Q7MXN7","cytoplasm [GO:0005737]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]","COG0030",NA
"127","PG_0136",NA,NA,"Q7MXN6","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG0392",NA
"128","PG_0137","pepD-1","(GenBank) aminoacyl-histidine dipeptidase","Q7MXN5","hydrolase activity [GO:0016787]; proteolysis [GO:0006508]","COG2195","Glutathione metabolism, Metabolic pathways"
"129","PG_0138","fabD","(GenBank) malonyl CoA-acyl carrier protein transacylase","Q7MXN4","[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]","COG0331","Fatty acid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"130","PG_0139",NA,NA,"Q7MXN3","membrane [GO:0016020]; lytic transglycosylase activity [GO:0008933]; peptidoglycan metabolic process [GO:0000270]","COG0741",NA
"131","PG_0139",NA,NA,"Q7MXN3","membrane [GO:0016020]; lytic transglycosylase activity [GO:0008933]; peptidoglycan metabolic process [GO:0000270]","COG1388",NA
"132","PG_0140",NA,NA,"Q7MXN2",NA,"ENOG5031KKX",NA
"133","PG_0141",NA,NA,"Q7MXN1","DNA binding [GO:0003677]","COG1475",NA
"134","PG_0142",NA,NA,"Q7MXN0",NA,"COG1192",NA
"135","PG_0143","","(GenBank) hydrolase, carbon-nitrogen family","Q7MXM9","hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]","COG0388","Arginine and proline metabolism, Metabolic pathways"
"136","PG_0144","","(GenBank) conserved hypothetical protein","Q7MXM8","protein-arginine deiminase activity [GO:0004668]; putrescine biosynthetic process [GO:0009446]","COG2957","Arginine and proline metabolism, Metabolic pathways"
"137","PG_0145",NA,NA,"Q7MXM7",NA,NA,NA
"138","PG_0146",NA,NA,"Q7MXM6","integral component of membrane [GO:0016021]","ENOG502Z7TA",NA
"139","PG_0147",NA,NA,"Q7MXM5","outer membrane [GO:0019867]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]","ENOG5032RR7",NA
"140","PG_0148",NA,NA,"F5HGG7","ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]","COG3829",NA
"141","PG_0149",NA,NA,"Q7MXM4","integral component of membrane [GO:0016021]","COG1652",NA
"142","PG_0150",NA,NA,"Q7MXM3","cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]; peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid [GO:0018339]; tRNA modification [GO:0006400]","COG0621",NA
"143","PG_0151","ftsY","(GenBank) signal recognition particle-docking protein FtsY","Q7MXM2","cytoplasm [GO:0005737]; intrinsic component of plasma membrane [GO:0031226]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]","COG0552","Quorum sensing, Protein export, Bacterial secretion system"
