"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"38","HSISS4_r00033","","(GenBank) tRNA-Tyr","Aminoacyl-tRNA biosynthesis"
"39","HSISS4_r00034","","(GenBank) tRNA-Trp","Aminoacyl-tRNA biosynthesis"
"40","HSISS4_r00037","","(GenBank) tRNA-Leu","Aminoacyl-tRNA biosynthesis"
"41","HSISS4_00050","polC","(GenBank) DNA polymerase III polC-type","DNA replication, Mismatch repair, Homologous recombination"
"42","HSISS4_r00038","","(GenBank) tRNA-Cys","Aminoacyl-tRNA biosynthesis"
"43","HSISS4_00057","rpsB","(GenBank) SSU ribosomal protein S2p (SAe)","Ribosome"
"44","HSISS4_00062","dacA1A","(GenBank) D-alanyl-D-alanine carboxypeptidase","Peptidoglycan biosynthesis, Metabolic pathways"
"45","HSISS4_00063","dacA1B","(GenBank) D-alanyl-D-alanine carboxypeptidase","Peptidoglycan biosynthesis, Metabolic pathways"
"46","HSISS4_00064","pnpA","(GenBank) Polyribonucleotide nucleotidyltransferase","RNA degradation"
"47","HSISS4_00066","cysE1","(GenBank) Serine acetyltransferase","Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"48","HSISS4_00068","cysS","(GenBank) Cysteinyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"49","HSISS4_00076","rplM","(GenBank) LSU ribosomal protein L13p (L13Ae)","Ribosome"
"50","HSISS4_00077","rpsI","(GenBank) SSU ribosomal protein S9p (S16e)","Ribosome"
"51","HSISS4_00081","trxB1A","(GenBank) Thioredoxin reductase","Selenocompound metabolism"
"52","HSISS4_00093","dacB","(GenBank) D-alanyl-D-alanine carboxypeptidase","Peptidoglycan biosynthesis, Metabolic pathways, Vancomycin resistance, Two-component system"
"53","HSISS4_00097","dnaK1","(GenBank) Chaperone protein DnaK","RNA degradation"
"54","HSISS4_00100","thiD","(GenBank) putative pyridoxal kinase, thiD family","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"55","HSISS4_r00043","","(GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"56","HSISS4_00102","comX","(GenBank) Competence-specific sigma factor ComX","Two-component system, Quorum sensing"
"57","HSISS4_00106","rpoE","(GenBank) DNA-directed RNA polymerase delta subunit","RNA polymerase"
"58","HSISS4_00107","pyrG","(GenBank) CTP synthase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism, Biosynthesis of cofactors"
"59","HSISS4_00112","","(GenBank) 2',3'-cyclic-nucleotide 2'-phosphodiesterase","Purine metabolism, Pyrimidine metabolism, Metabolic pathways"
"60","HSISS4_00114","relA","(GenBank) GTP pyrophosphokinase/(p)ppGpp synthetase I","Purine metabolism, Metabolic pathways"
"61","HSISS4_00116","","(GenBank) dextranase precursor","Starch and sucrose metabolism, Metabolic pathways"
"62","HSISS4_00117","ilvA","(GenBank) Threonine dehydratase biosynthetic","Glycine, serine and threonine metabolism, Valine, leucine and isoleucine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
"63","HSISS4_00121","rpsO","(GenBank) SSU ribosomal protein S15p (S13e)","Ribosome"
"64","HSISS4_00124","","(GenBank) Amino acid transport ATP-binding protein","ABC transporters"
"65","HSISS4_00125","","(GenBank) Amino acid ABC transporter, glutamine-binding protein/permease protein","ABC transporters"
"66","HSISS4_00126","uppP","(GenBank) Undecaprenyl-diphosphatase","Peptidoglycan biosynthesis, Teichoic acid biosynthesis"
"67","HSISS4_00129","rgpG","(GenBank) Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase","O-Antigen repeat unit biosynthesis, Teichoic acid biosynthesis, Metabolic pathways"
"68","HSISS4_00132","nifS1","(GenBank) Cysteine desulfurase SufS subfamily","Selenocompound metabolism, Metabolic pathways"
"69","HSISS4_00139","adcC1","(GenBank) Zinc ABC transporter, ATP-binding protein ZnuC","ABC transporters"
"70","HSISS4_00140","adcB1","(GenBank) Zinc ABC transporter, inner membrane permease protein ZnuB","ABC transporters"
"71","HSISS4_00142","","(GenBank) PTS system, maltose and glucose-specific IIC/B/A component","Starch and sucrose metabolism, Phosphotransferase system (PTS)"
"72","HSISS4_00143","","(GenBank) Exodeoxyribonuclease III","Starch and sucrose metabolism, Metabolic pathways"
"73","HSISS4_00144","pgi","(GenBank) Glucose-6-phosphate isomerase","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of nucleotide sugars"
"74","HSISS4_00145","rggH","(GenBank) Positive transcriptional regulator, MutR family","Quorum sensing"
"75","HSISS4_00148","yajC","(GenBank) Preprotein translocase subunit YajC","Quorum sensing, Protein export, Bacterial secretion system"
"76","HSISS4_00149","uppS","(GenBank) Undecaprenyl diphosphate synthase","Peptidoglycan biosynthesis, Terpenoid backbone biosynthesis, Biosynthesis of secondary metabolites"
"77","HSISS4_00150","cdsA","(GenBank) Phosphatidate cytidylyltransferase","Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"78","HSISS4_00152","proS","(GenBank) Prolyl-tRNA synthetase bacterial type","Aminoacyl-tRNA biosynthesis"
"79","HSISS4_00156","groEL","(GenBank) Heat shock protein 60 family chaperone GroEL","RNA degradation"
"80","HSISS4_00161","pbp2A","(GenBank) Multimodular transpeptidase-transglycosylase","Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"81","HSISS4_00162","rpmG1","(GenBank) LSU ribosomal protein L33p LSU ribosomal protein L33p, zinc-dependent","Ribosome"
"82","HSISS4_00163","secE","(GenBank) Preprotein translocase subunit SecE","Quorum sensing, Protein export, Bacterial secretion system"
"83","HSISS4_00168","leuS","(GenBank) Leucyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"84","HSISS4_00171","","(GenBank) Zinc ABC transporter, ATP-binding protein ZnuC","ABC transporters"
"85","HSISS4_00172","","(GenBank) ABC transporter, permease protein","ABC transporters"
"86","HSISS4_00173","","(GenBank) Autolysis response regulater LytR","Two-component system"
"87","HSISS4_00178","pncB","(GenBank) Nicotinate phosphoribosyltransferase","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"88","HSISS4_00179","nadE","(GenBank) NAD synthetase","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"89","HSISS4_00182","pbp1A","(GenBank) Multimodular transpeptidase-transglycosylase/Penicillin-binding protein 1A/1B (PBP1)","Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"90","HSISS4_00190","murC","(GenBank) UDP-N-acetylmuramate--alanine ligase","Peptidoglycan biosynthesis, Metabolic pathways"
"91","HSISS4_00194","","(GenBank) Inner membrane protein translocase component YidC, OxaA protein","Quorum sensing, Protein export, Bacterial secretion system"
"92","HSISS4_00195","acyP","(GenBank) putative nucleoside phosphatase","Pyruvate metabolism, Aminobenzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"93","HSISS4_00200","lysA","(GenBank) Diaminopimelate decarboxylase","Lysine biosynthesis, D-Amino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"94","HSISS4_00203","glr","(GenBank) Glutamate racemase","D-Amino acid metabolism, Metabolic pathways"
"95","HSISS4_00204","","(GenBank) unknown domain / Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific)","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"96","HSISS4_00216","","(GenBank) Membrane-associated phospholipid phosphatase","Peptidoglycan biosynthesis, Teichoic acid biosynthesis"
"97","HSISS4_00217","comR","(GenBank) Transcriptional regulator","Quorum sensing"
"98","HSISS4_00218","blpA","(GenBank) ABC transporter","ABC transporters, Quorum sensing"
"99","HSISS4_00222","ureA","(GenBank) Urease gamma subunit","Arginine biosynthesis, Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"100","HSISS4_00223","ureB","(GenBank) Urease beta subunit","Arginine biosynthesis, Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"101","HSISS4_00224","ureC","(GenBank) Urease alpha subunit","Arginine biosynthesis, Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"102","HSISS4_00229","cbiM","(GenBank) Substrate-specific component NikM/N of nickel ECF transporter","ABC transporters"
"103","HSISS4_00230","cbiQ","(GenBank) Transmembrane component NikQ of energizing module of nickel ECF transporter","ABC transporters"
"104","HSISS4_00231","cbiO1","(GenBank) ATPase component NikO of energizing module of nickel ECF transporter","ABC transporters"
"105","HSISS4_00232","","(GenBank) Cysteine ABC transporter, substrate-binding protein","ABC transporters, Flagellar assembly"
"106","HSISS4_00233","","(GenBank) Methionine ABC transporter substrate-binding protein","ABC transporters"
"107","HSISS4_00234","","(GenBank) N-acyl-L-amino acid amidohydrolase","Lysine biosynthesis, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"108","HSISS4_00235","","(GenBank) Methionine ABC transporter ATP-binding protein","ABC transporters"
"109","HSISS4_00236","","(GenBank) Methionine ABC transporter permease protein","ABC transporters"
"110","HSISS4_00241","","(GenBank) Transmembrane component MtsC of energizing module of methionine-regulated ECF transporter","ABC transporters"
"111","HSISS4_00253","serS","(GenBank) Seryl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"112","HSISS4_00255","manN1","(GenBank) PTS system, mannose-specific IID component","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"113","HSISS4_00256","manM1","(GenBank) PTS system, mannose-specific IIC component","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"114","HSISS4_00257","manL1","(GenBank) PTS system, mannose-specific IIA component/PTS system, mannose-specific IIB component","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"115","HSISS4_00259","manN2","(GenBank) PTS system, mannose-specific IID component","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"116","HSISS4_00260","manM2","(GenBank) PTS system, mannose-specific IIC component","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"117","HSISS4_00261","manL2","(GenBank) PTS system, mannose-specific IIA component/PTS system, mannose-specific IIB component","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"118","HSISS4_00263","","(GenBank) Hydrolase (HAD superfamily)","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"119","HSISS4_00267","","(GenBank) Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2","Teichoic acid biosynthesis"
"120","HSISS4_00275","murO","(GenBank) tRNA-dependent lipid II-AlaAla--L-alanine ligase","Peptidoglycan biosynthesis, Metabolic pathways"
"121","HSISS4_00276","murE","(GenBank) UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase","Peptidoglycan biosynthesis, Metabolic pathways"
"122","HSISS4_00279","metB1","(GenBank) Cystathionine gamma-synthase","Cysteine and methionine metabolism, Selenocompound metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"123","HSISS4_00280","","(GenBank) PLP-dependent beta-cystathionase / Maltose regulon repressor","Cysteine and methionine metabolism, Selenocompound metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"124","HSISS4_00281","","(GenBank) Levanase","Starch and sucrose metabolism"
"125","HSISS4_00283","upp","(GenBank) Uracil phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"126","HSISS4_00287","livJ","(GenBank) High-affinity leucine-specific transport system, periplasmic binding protein LivK","ABC transporters, Quorum sensing"
"127","HSISS4_00288","livH","(GenBank) High-affinity branched-chain amino acid transport system permease protein LivH","ABC transporters, Quorum sensing"
"128","HSISS4_00289","livM","(GenBank) Branched-chain amino acid transport system permease protein LivM","ABC transporters, Quorum sensing"
"129","HSISS4_00290","livG1","(GenBank) Branched-chain amino acid transport ATP-binding protein LivG","ABC transporters, Quorum sensing"
"130","HSISS4_00291","livF","(GenBank) Branched-chain amino acid transport ATP-binding protein LivF","ABC transporters, Quorum sensing"
"131","HSISS4_00293","cysM1","(GenBank) Cysteine synthase","Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"132","HSISS4_00298","ppaC","(GenBank) Manganese-dependent inorganic pyrophosphatase","Oxidative phosphorylation"
"133","HSISS4_00303","asnA","(GenBank) Aspartate--ammonia ligase","Alanine, aspartate and glutamate metabolism, Cyanoamino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"134","HSISS4_00304","lysC","(GenBank) Aspartokinase","Glycine, serine and threonine metabolism, Monobactam biosynthesis, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"135","HSISS4_00306","phaB","(GenBank) Trans-2,cis-3-Decenoyl-ACP isomerase","Fatty acid biosynthesis"
"136","HSISS4_00308","fabH","(GenBank) 3-oxoacyl-acyl-carrier-protein synthase, KASIII","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"137","HSISS4_00309","acpP","(GenBank) Acyl carrier protein","Metabolic pathways, Biosynthesis of secondary metabolites"
"138","HSISS4_00310","fabK","(GenBank) Enoyl-acyl-carrier-protein reductase FMN","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"139","HSISS4_00311","fabD","(GenBank) Malonyl CoA-acyl carrier protein transacylase","Fatty acid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"140","HSISS4_00312","fabG","(GenBank) 3-oxoacyl-acyl-carrier protein reductase","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"141","HSISS4_00313","fabF","(GenBank) 3-oxoacyl-acyl-carrier-protein synthase, KASII","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism, Biosynthesis of cofactors"
"142","HSISS4_00314","accB","(GenBank) Biotin carboxyl carrier protein of acetyl-CoA carboxylase","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"143","HSISS4_00315","fabZ","(GenBank) 3-hydroxyacyl-acyl-carrier-protein dehydratase, FabZ form","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism, Biosynthesis of cofactors"
"144","HSISS4_00317","accC","(GenBank) Biotin carboxylase of acetyl-CoA carboxylase","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"145","HSISS4_00318","accD","(GenBank) Acetyl-coenzyme A carboxyl transferase beta chain","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"146","HSISS4_00319","accA","(GenBank) Acetyl-coenzyme A carboxyl transferase alpha chain","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"147","HSISS4_00320","luxS","(GenBank) S-ribosylhomocysteine lyase/Autoinducer-2 production protein LuxS","Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of amino acids, Quorum sensing"
"148","HSISS4_00321","","(GenBank) Hydrolase (HAD superfamily)","RNA degradation"
"149","HSISS4_00323","fruB1","(GenBank) 1-phosphofructokinase","Fructose and mannose metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"150","HSISS4_00324","","(GenBank) PTS system, fructose-specific IIA/B/C component","Fructose and mannose metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Phosphotransferase system (PTS)"
"151","HSISS4_00325","gor","(GenBank) Glutathione reductase","Glutathione metabolism, Metabolic pathways"
"152","HSISS4_00326","folC1","(GenBank) Dihydrofolate synthase/Folylpolyglutamate synthase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"153","HSISS4_00328","nifS2","(GenBank) Putative cysteine desulfurase, associated with tRNA 4-thiouridine synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"154","HSISS4_00329","thiI","(GenBank) tRNA S(4)U 4-thiouridine synthase (former ThiI)","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"155","HSISS4_00330","","(GenBank) Lipopolysaccharide biosynthesis protein","Teichoic acid biosynthesis"
"156","HSISS4_00333","rplU","(GenBank) LSU ribosomal protein L21p","Ribosome"
"157","HSISS4_00334","rpmA","(GenBank) LSU ribosomal protein L27p","Ribosome"
"158","HSISS4_00338","dapB","(GenBank) 4-hydroxy-tetrahydrodipicolinate reductase","Monobactam biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"159","HSISS4_00343","nadR","(GenBank) Nicotinamide-nucleotide adenylyltransferase, NadR family/Ribosylnicotinamide kinase","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"160","HSISS4_00344","gdhA","(GenBank) NADP-specific glutamate dehydrogenase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"161","HSISS4_00348","lmrA1","(GenBank) ABC transporter ATP binding protein","ABC transporters"
"162","HSISS4_00349","lmrA2A","(GenBank) Multidrug ABC exporter (DrugE2) family, ATP binding/membrane-spanning protein","ABC transporters"
"163","HSISS4_00351","","(GenBank) GTP pyrophosphokinase","Purine metabolism, Metabolic pathways"
"164","HSISS4_00354","pyrH","(GenBank) Uridine monophosphate kinase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism, Biosynthesis of cofactors"
"165","HSISS4_00363","metG","(GenBank) Methionyl-tRNA synthetase","Selenocompound metabolism, Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"166","HSISS4_00374","alaS","(GenBank) Alanyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"167","HSISS4_00375","","(GenBank) putative choline binding protein","Peptidoglycan biosynthesis, Metabolic pathways, Vancomycin resistance, Two-component system"
"168","HSISS4_00378","","(GenBank) response regulator","Two-component system, Quorum sensing"
"169","HSISS4_00379","","(GenBank) Histidine kinase of the competence regulon ComD","Two-component system, Quorum sensing"
"170","HSISS4_00381","cbpD3","(GenBank) D-alanyl-D-alanine carboxypeptidase","Peptidoglycan biosynthesis, Metabolic pathways, Vancomycin resistance, Two-component system"
"171","HSISS4_00382","","(GenBank) Aliphatic amidase AmiE","Alanine, aspartate and glutamate metabolism, Metabolic pathways"
"172","HSISS4_00383","aspC3","(GenBank) Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase","Cysteine and methionine metabolism, Metabolic pathways"
"173","HSISS4_00384","argC","(GenBank) N-acetyl-gamma-glutamyl-phosphate reductase","Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"174","HSISS4_00385","argJ","(GenBank) Glutamate N-acetyltransferase/N-acetylglutamate synthase","Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"175","HSISS4_00386","argB","(GenBank) Acetylglutamate kinase","Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"176","HSISS4_00387","argD","(GenBank) Acetylornithine aminotransferase","Arginine biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"177","HSISS4_00389","hom","(GenBank) Homoserine dehydrogenase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"178","HSISS4_00390","thrB","(GenBank) Homoserine kinase","Glycine, serine and threonine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"179","HSISS4_00397","valS","(GenBank) Valyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"180","HSISS4_00399","atpE","(GenBank) ATP synthase F0 sector subunit c","Oxidative phosphorylation, Metabolic pathways"
"181","HSISS4_00400","atpB","(GenBank) ATP synthase F0 sector subunit a","Oxidative phosphorylation, Metabolic pathways"
"182","HSISS4_00401","atpF","(GenBank) ATP synthase F0 sector subunit b","Oxidative phosphorylation, Metabolic pathways"
"183","HSISS4_00402","atpH","(GenBank) ATP synthase delta chain","Oxidative phosphorylation, Metabolic pathways"
"184","HSISS4_00403","atpA","(GenBank) ATP synthase alpha chain","Oxidative phosphorylation, Metabolic pathways"
"185","HSISS4_00404","atpG","(GenBank) ATP synthase gamma chain","Oxidative phosphorylation, Metabolic pathways"
"186","HSISS4_00405","atpD","(GenBank) ATP synthase beta chain","Oxidative phosphorylation, Metabolic pathways"
"187","HSISS4_00406","atpC","(GenBank) ATP synthase epsilon chain","Oxidative phosphorylation, Metabolic pathways"
"188","HSISS4_00409","tpiA","(GenBank) Triosephosphate isomerase","Glycolysis / Gluconeogenesis, Fructose and mannose metabolism, Inositol phosphate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"189","HSISS4_00410","tkt","(GenBank) Transketolase","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"190","HSISS4_r00054","","(GenBank) tRNA-Thr","Aminoacyl-tRNA biosynthesis"
