"","Uniprot_ID","GO_Terms","eggNOG"
"46","Q59VW6","anchored component of membrane [GO:0031225]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; 1,3-beta-glucanosyltransferase activity [GO:0042124]; ascospore wall assembly [GO:0030476]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]","ENOG502QRZZ"
"47","Q5ABW2","anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]",NA
"48","Q5A8I6","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]",NA
"49","Q5AF41","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; hyphal cell wall [GO:0030446]; fungal-type cell wall organization [GO:0031505]","ENOG502SDE4"
"50","Q5APJ9","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]","ENOG502S42T"
"51","Q59UT5","anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; cellular iron ion homeostasis [GO:0006879]; single-species biofilm formation on inanimate substrate [GO:0044011]","ENOG502SFDE"
"52","P83779","cell surface [GO:0009986]; cytosol [GO:0005829]; fungal biofilm matrix [GO:0062040]; hyphal cell wall [GO:0030446]; plasma membrane [GO:0005886]; yeast-form cell wall [GO:0030445]; carboxy-lyase activity [GO:0016831]; magnesium ion binding [GO:0000287]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]","KOG1184"
"53","P43076","anchored component of membrane [GO:0031225]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; 1,3-beta-glucanosyltransferase activity [GO:0042124]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]","ENOG502QPST"
"54","P43076","anchored component of membrane [GO:0031225]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; 1,3-beta-glucanosyltransferase activity [GO:0042124]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]","ENOG502QPST"
"55","P43076","anchored component of membrane [GO:0031225]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; 1,3-beta-glucanosyltransferase activity [GO:0042124]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]","ENOG502QPST"
"56","P43076","anchored component of membrane [GO:0031225]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; 1,3-beta-glucanosyltransferase activity [GO:0042124]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]","ENOG502QPST"
"57","Q5AJ92","cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; ribose-5-phosphate isomerase activity [GO:0004751]; D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]; pyridoxine biosynthetic process [GO:0008615]","KOG3075"
"58","Q5AL49","cell tip [GO:0051286]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; Golgi to plasma membrane transport vesicle [GO:0070319]; spitzenkorper [GO:0031521]; guanyl-nucleotide exchange factor activity [GO:0005085]; exocytosis [GO:0006887]; filamentous growth [GO:0030447]; hyphal growth [GO:0030448]; protein transport [GO:0015031]","KOG4324"
"59","Q5A4M8","cell cortex [GO:0005938]; eisosome [GO:0032126]; extracellular vesicle [GO:1903561]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; cellular response to glucose starvation [GO:0042149]; cellular response to neutral pH [GO:0036244]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:0036171]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall organization [GO:0031505]; septin cytoskeleton organization [GO:0032185]; single-species biofilm formation on inanimate substrate [GO:0044011]",NA
"60","Q59PT0","cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; ATP binding [GO:0005524]; ATP metabolic process [GO:0046034]; autophagy [GO:0006914]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]","KOG1351"
"61","P83781","extracellular vesicle [GO:1903561]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; porin activity [GO:0015288]; voltage-gated anion channel activity [GO:0008308]","KOG3126"
"62","Q5AJC0","anchored component of plasma membrane [GO:0046658]; cell septum [GO:0030428]; cell surface [GO:0009986]; cellular bud neck septin ring [GO:0000144]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; fungal-type cell wall [GO:0009277]; hyphal cell wall [GO:0030446]; yeast-form cell wall [GO:0030445]; glycosyltransferase activity [GO:0016757]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; adhesion of symbiont to host [GO:0044406]; carbohydrate metabolic process [GO:0005975]; cell wall chitin metabolic process [GO:0006037]; fungal-type cell wall organization [GO:0031505]; growth of unicellular organism as a thread of attached cells [GO:0070783]","ENOG502QVQI"
"63","P87220","fungal-type vacuole membrane [GO:0000329]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar membrane [GO:0005774]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; vacuolar acidification [GO:0007035]","KOG1647"
"64","P87220","fungal-type vacuole membrane [GO:0000329]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar membrane [GO:0005774]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; vacuolar acidification [GO:0007035]","KOG1647"
"65","P87220","fungal-type vacuole membrane [GO:0000329]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar membrane [GO:0005774]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; vacuolar acidification [GO:0007035]","KOG1647"
"66","P87220","fungal-type vacuole membrane [GO:0000329]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar membrane [GO:0005774]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; vacuolar acidification [GO:0007035]","KOG1647"
"67","Q59WK2","cytosol [GO:0005829]; nucleus [GO:0005634]; protein homodimerization activity [GO:0042803]; protein tag [GO:0031386]; sulfur carrier activity [GO:0097163]; cell budding [GO:0007114]; cellular response to oxidative stress [GO:0034599]; invasive growth in response to glucose limitation [GO:0001403]; protein urmylation [GO:0032447]; tRNA wobble position uridine thiolation [GO:0002143]","KOG4146"
"68","Q59YD8","nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]","KOG4771"
"69","Q9UW21","lipid binding [GO:0008289]; lipid transport [GO:0006869]; single-species biofilm formation on inanimate substrate [GO:0044011]","KOG2210"
"70","Q5A4J4","endoplasmic reticulum membrane [GO:0005789]; glycosylphosphatidylinositol-mannosyltransferase I complex [GO:1990529]; integral component of membrane [GO:0016021]; mannosyltransferase activity [GO:0000030]; GPI anchor biosynthetic process [GO:0006506]; protein processing [GO:0016485]; ubiquitin-dependent ERAD pathway [GO:0030433]",NA
"71","Q5AK25","calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; cellular response to pH [GO:0071467]; chlamydospore formation [GO:0001410]; entry into host [GO:0044409]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]","KOG0045"
"72","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"73","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"74","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"75","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"76","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"77","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"78","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"79","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"80","Q874I4","integral component of membrane [GO:0016021]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrial inner membrane [GO:0005743]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]","KOG1436"
"81","Q9UW14","cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; cellular response to alkaline pH [GO:0071469]; cellular response to copper ion [GO:0071280]; cellular response to iron ion starvation [GO:0010106]; cellular response to lithium ion [GO:0071285]; cellular response to neutral pH [GO:0036244]; cellular response to pH [GO:0071467]; chlamydospore formation [GO:0001410]; entry into host [GO:0044409]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:0036171]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]; filamentous growth of a population of unicellular organisms in response to pH [GO:0036177]; induction by symbiont of host defense response [GO:0044416]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:1900439]; positive regulation of T cell tolerance induction [GO:0002666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","KOG1721"
"82","Q9UW14","cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; cellular response to alkaline pH [GO:0071469]; cellular response to copper ion [GO:0071280]; cellular response to iron ion starvation [GO:0010106]; cellular response to lithium ion [GO:0071285]; cellular response to neutral pH [GO:0036244]; cellular response to pH [GO:0071467]; chlamydospore formation [GO:0001410]; entry into host [GO:0044409]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:0036171]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]; filamentous growth of a population of unicellular organisms in response to pH [GO:0036177]; induction by symbiont of host defense response [GO:0044416]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:1900439]; positive regulation of T cell tolerance induction [GO:0002666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","KOG1721"
"83","Q9UW14","cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; cellular response to alkaline pH [GO:0071469]; cellular response to copper ion [GO:0071280]; cellular response to iron ion starvation [GO:0010106]; cellular response to lithium ion [GO:0071285]; cellular response to neutral pH [GO:0036244]; cellular response to pH [GO:0071467]; chlamydospore formation [GO:0001410]; entry into host [GO:0044409]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:0036171]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]; filamentous growth of a population of unicellular organisms in response to pH [GO:0036177]; induction by symbiont of host defense response [GO:0044416]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:1900439]; positive regulation of T cell tolerance induction [GO:0002666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","KOG1721"
"84","Q9UW14","cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; cellular response to alkaline pH [GO:0071469]; cellular response to copper ion [GO:0071280]; cellular response to iron ion starvation [GO:0010106]; cellular response to lithium ion [GO:0071285]; cellular response to neutral pH [GO:0036244]; cellular response to pH [GO:0071467]; chlamydospore formation [GO:0001410]; entry into host [GO:0044409]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:0036171]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]; filamentous growth of a population of unicellular organisms in response to pH [GO:0036177]; induction by symbiont of host defense response [GO:0044416]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus [GO:1900439]; positive regulation of T cell tolerance induction [GO:0002666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","KOG1721"
"85","Q5A6M0","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; cellular response to neutral pH [GO:0036244]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]",NA
"86","Q5A6M2","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; hydrolase activity [GO:0016787]","ENOG502RZ9R"
"87","Q5A5M7","anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]","KOG1216"
"88","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"89","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"90","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"91","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"92","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"93","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"94","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"95","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"96","P22011","cytoplasm [GO:0005737]; fungal biofilm matrix [GO:0062040]; yeast-form cell wall [GO:0030445]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","KOG0865"
"97","Q5AK94","extracellular region [GO:0005576]; vacuolar lumen [GO:0005775]; endoribonuclease activity [GO:0004521]; ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA catabolic process [GO:0006401]","KOG1642"
"98","Q5AKB1","extracellular region [GO:0005576]; vacuolar lumen [GO:0005775]; endoribonuclease activity [GO:0004521]; ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA catabolic process [GO:0006401]","KOG1642"
"99","Q5AI97","mitochondrial chromosome [GO:0000262]; mitochondrial nucleoid [GO:0042645]; DNA binding [GO:0003677]; single-stranded DNA binding [GO:0003697]; interstrand cross-link repair [GO:0036297]; mitochondrial genome maintenance [GO:0000002]; recombinational repair [GO:0000725]","ENOG502RXU4"
